Date,Sample,Field,NDF,Clouds,Species,Type,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19
31-Jul,S1,P2,68.2822471,fair,cattle,Lab,0,0.792,4.77,4.72,0.76,0,0,0,0.46,0,0.6,0,0,0.714,0,0,0,1.08,19.9
31-Jul,S1,P3,59.15232,fair,horse,Field,18.26,19.082,27.552,20.283,20.824,23.692,20.884,22.23,14.88,28.146,42.645,16.024,24.122,26.347,88.392,103.578,108.162,130.224,26.8
31-Jul,S1,P3,59.15232,fair,horse,Lab,0,0.99,4.77,4.72,0.76,0,0,0,0.92,0,0.6,0,0,0.918,0,0,0,1.08,18.5
31-Jul,S1,P4,53.31142,fair,cattle/sheep,Lab,0,0.99,4.866,4.72,0.76,0,0,0,0.46,0,0.6,0,0,1.02,0.574,0,0,0.54,13.8
31-Jul,S1,P4,53.31142,fair,cattle/sheep,Field,33.034,34.686,47.299,30.839,32.076,43.913,34.589,32.076,17.402,33.93,67.637,25.206,28.697,28.01,154.004,196.178,182.273,193.454,29.9
31-Jul,S1,P5,62.05091018,fair,none,Lab,0,0.99,9.288181818,6.61,1.52,0.066363636,0,0,0.92,0.2,0.6,0,0,1.111818182,0.298181818,0,0,1.08,13.27272727
31-Jul,S1,P5,62.05091018,fair,none,Field,83.415,81.32,119.211,80.596,81.903,102.415,91.693,92.44,39.699,82.069,183.423,56.961,74.317,59.848,353.649,483.947,502.951,581.866,30.6
31-Jul,S1,P6,54.5376301,fair,horse,Lab,0,0.99,5.73,5.66,0.836,0,0,0,0.92,0,0.6,0,0,1.02,0.082,0,0,1.08,14.5
31-Jul,S1,P6,54.5376301,fair,horse,Field,74.62454545,71.27909091,94.67909091,87.48727273,85.41454545,106.6854545,105.8409091,92.04,42.52818182,83.30272727,146.2136364,52.31545455,87.30818182,61.35181818,297.0572727,381.1690909,462.3745455,491.6245455,30.36363636
31-Jul,S2,K1,59.02415034,fair,cattle,Field,1281.833,992.958,1324.184,995.868,843.273,813.35,890.525,1127.68,485.59,755.736,2601.069,960.245,714.018,618.531,3757.152,5664.278,7085.288,7834.804,33.2
31-Jul,S2,K1,59.02415034,fair,cattle,Lab,0,0.594,3.82,4.625,0.76,0,0,0,0.46,0,0.6,0,0,0.816,0,0,0,1.08,19.5
31-Jul,S2,K2,46.82824,fair,cattle,Lab,0,0.99,4.77,3.77,0.76,0,0.11,0,0.46,0,0.6,0,0,0.816,0.082,0,0,1.08,18.4
31-Jul,S2,K2,46.82824,fair,cattle,Field,467.147,430.015,633.805,402.878,353.69,427.104,359.313,412.191,197.917,348.904,887.186,321.937,326.541,307.158,1445.189,1981.54,2044.711,2374.884,38.3
31-Jul,S2,K3,48.94950971,fair,cattle,Lab,0,0.99,6.68,4.72,0.76,0,0,0,0.46,0,0.6,0,0,1.02,0.074545455,0,0,1.08,19
31-Jul,S2,K4,66.17440512,fair,cattle,Lab,0,0.99,5.73,5.66,1.52,0,0,0,0.92,0,0.6,0,0,1.02,0,0,0,0.432,14.3
31-Jul,S2,K5,55.29739896,fair,cattle,Lab,0,0.99,6.68,4.72,0.76,0,0,0,0.46,0,0.6,0,0,1.02,0.298181818,0,0,1.08,17.18181818
31-Jul,S2,K6,54.16198281,fair,cattle,Lab,0,0.99,5.73,5.66,1.52,0.73,0.55,0,0.46,0.44,0.6,0,0,1.02,0.82,0.83,0.82,2.15,19.2
31-Jul,S2,P1,57.39071443,fair,horse,Lab,0,0.099,3.82,3.77,0.76,0,0,0,0.46,0,0.6,0,0,0.816,0,0,0,0.324,15.4
31-Jul,S2,P1,57.39071443,fair,horse,Field,3.32,3.76,4.59,3.64,2.92,2.78,2.92,3.3,1.9,3.732,8.734,3.91,2.29,2.94,17.71,19.672,25.116,24.626,28.3
31-Jul,S2,P2,65.01664666,fair,cattle,Lab,0,0.99,4.77,3.77,0.76,0,0.55,0,0.46,0,0.6,0,0,1.02,0.738,0.415,0.82,1.08,19.2
31-Jul,S2,P2,65.01664666,fair,cattle,Field,15.24181818,14.69818182,19.62454545,13.39181818,13.28272727,13.77363636,12.67181818,14.21,7.822727273,14.15909091,39.17272727,14.83636364,11.74545455,12.01727273,80.57545455,102.3718182,113.2836364,105.2863636,35.09090909
31-Jul,S2,P3,58.51764588,fair,horse,Lab,0,0.9,4.77,4.72,0.76,0,0,0,0.710909091,0,0.6,0,0,1.02,0,0,0,0.490909091,14
31-Jul,S2,P3,58.51764588,fair,horse,Field,25.896,23.97,33.336,30.293,29.518,33.003,32.022,34.119,17.687,34.795,57.451,20.618,32.47,28.302,142.089,147.979,168.655,159.149,24.2
31-Jul,S2,P4,58.35230954,fair,cattle/sheep,Field,40.836,37.698,48.401,46.936,43.911,49.123,53.372,49.465,22.202,43.812,81.936,28.822,43.789,30.458,186.525,232.476,283.005,298.19,26.7
31-Jul,S2,P4,58.35230954,fair,cattle/sheep,Lab,0,0.99,6.68,4.72,0.76,0,0,0,0.46,0,0.6,0,0,1.02,0,0,0,0,16.63636364
31-Jul,S2,P5,59.81678671,fair,none,Field,97.115,83.858,129.039,78.958,76.129,87.617,76.997,89.14,38.224,80.018,219.298,65.463,60.141,62.685,350.027,516.108,549.559,697.68,33.2
31-Jul,S2,P5,59.81678671,fair,none,Lab,0,0.99,5.031818182,6.61,1.52,0,0,0,0.92,0,0.6,0,0,1.02,0.596363636,0,0,1.08,12.09090909
31-Jul,S2,P6,61.47246899,fair,horse,Field,78.435,84.892,123.07,81.961,87.597,127.083,111.411,99.652,46.64,90.173,174.693,65.364,94.211,75.224,390.034,488.589,453.87,448.63,30.1
31-Jul,S2,P6,61.47246899,fair,horse,Lab,0,0.99,4.944545455,4.72,0.76,0,0,0,0.46,0,0.6,0,0,1.02,0.223636364,0,0,1.08,17.09090909
7-Aug,S1,K2,47.61646354,fog,cattle,Field,1639.001,1287.969,1939.895,1466.697,1400.731,1628.368,1511.798,1765.638,809.492,1611.987,3533.558,1123.607,1371.901,1170.947,6642.459,8920.64,9863.511,11018.665,24.8
7-Aug,S1,K2,47.61646354,fog,cattle,Lab,0,0.99,8.59,5.66,1.52,0,0,0,0.92,0.12,0.6,0,0,1.02,0.670909091,0,0,1.08,12.54545455
7-Aug,S1,K3,53.44007603,fog,cattle,Lab,0,0.9,4.77,4.633636364,0.76,0,0,0,0.46,0,0.6,0,0,0.927272727,0.670909091,0,0,1.08,13.90909091
7-Aug,S1,K3,53.44007603,fog,cattle,Field,987.335,819.599,1237.393,844.598,782.196,833.986,827.469,1004.699,396.783,800.323,2214.422,715.885,665.427,554.963,3376.132,5085.28,5732.881,6331.267,28
7-Aug,S1,K4,59.81234,fog,cattle,Lab,0,0.99,4.77,4.72,0.76,0,0,0,0.92,0,0.6,0,0,1.02,0,0,0,1.08,15.2
7-Aug,S1,K4,59.81234,fog,cattle,Field,552.893,475.888,657.776,574.344,492.724,504.574,566.795,642.966,281.162,431.929,1004.995,384.275,535.886,334.194,1813.732,2297.417,2797.679,2742.433,26.1
7-Aug,S1,K5,59.63542125,fog,cattle,Lab,0,0.99,4.77,3.77,0.76,0,0,0,0.46,0,0.6,0,0,0.741818182,0.074545455,0,0.223636364,1.08,18.45454545
7-Aug,S1,K5,59.63542125,fog,cattle,Field,624.939,589.645,915.118,605.362,612.984,768.049,769.956,795.659,349.003,617.514,1411.766,494.094,666.569,461.522,2555.726,3422.487,3640.501,3787.88,23.2
7-Aug,S1,K6,57.26033173,fog,cattle,Lab,0,0.99,4.944545455,4.72,0.76,0,0,0,0.46,0,0.6,0,0,0.834545455,0.074545455,0,0,1.08,14.63636364
7-Aug,S1,K6,57.26033173,fog,cattle,Field,900.349,780.3,1195.237,843.503,808.934,998.588,1004.151,1034.743,429.635,835.891,1933.623,655.601,798.169,633.025,3230.101,4586.984,5378.505,6000.601,31.6
7-Aug,S1,P1,51.77302539,fog,horse,Lab,0,0.99,4.77,4.72,0.76,0,0,0,0.46,0,0.6,0,0,0.714,0,0,0,1.08,17.3
7-Aug,S1,P1,51.77302539,fog,horse,Field,13.778,11.28,17.174,12.46,10.96,11.12,10.326,12.935,5.71,10.93,22.332,7.624,8.115,8.82,42.265,53.183,57.222,71.403,20.1
7-Aug,S1,P2,54.06246252,fog,cattle,Lab,0,0.99,5.73,6.61,1.52,0,0,0,0.92,0.044,0.6,0,0,1.02,0.246,0,0.328,1.08,15.4
7-Aug,S1,P2,54.06246252,fog,cattle,Field,20.501,17.766,23.788,18.099,16.654,18.76,17.21,19.315,10.836,18.309,31.257,10.652,17.15,15.964,68.75,80.278,75.615,96.997,32
7-Aug,S1,P3,64.28024,fog,horse,Field,34.362,32.712,43.26,35.935,34.559,40.228,39.664,40.06,18.874,31.926,64.98,25.305,34.756,24.294,148.289,171.781,199.254,189.582,31.3
7-Aug,S1,P3,64.28024,fog,horse,Lab,0,0.63,4.77,4.72,0.76,0,0,0,0.92,0,0.6,0,0,0.834545455,0,0,0,0.098181818,15.54545455
7-Aug,S1,P4,61.60381618,fog,cattle/sheep,Field,38.097,44.002,51.89,41.021,41.497,52.252,47.771,40.335,18.636,31.788,56.816,23.156,38.072,24.196,156.821,184.36,181.655,173.667,29.2
7-Aug,S1,P4,61.60381618,fog,cattle/sheep,Lab,0,0.99,5.73,4.72,1.174545455,0,0,0,0.46,0,0.6,0,0,0.834545455,0,0,0,1.08,14.18181818
7-Aug,S1,P5,63.85170897,fog,none,Lab,0,0.99,5.73,4.72,1.52,0,0.385,0,0.92,0,0.6,0,0,1.02,0,0,0,0.432,14.9
7-Aug,S1,P5,63.85170897,fog,none,Field,30.71,37.885,53.27,46.754,50.702,63.018,63.755,53.59,30.381,50.189,50.174,19.148,64.37,52.4,114.877,134.302,155.21,170.87,31.9
7-Aug,S1,P6,62.2136682,fog,horse,Lab,0,0.99,4.77,5.66,0.76,0,0,0,0.92,0,0.6,0,0,1.02,0,0,0,0.981818182,18.36363636
7-Aug,S1,P6,62.2136682,fog,horse,Field,334.344,282.416,422.659,283.716,270.034,320.381,295.5,365.861,180.135,304.226,723.694,222.865,303.444,226.255,1452.111,1816.93,1802.476,2065.725,26.2
7-Aug,S2,K1,53.63523295,fog,cattle,Lab,0,0.693,4.77,4.72,0.76,0,0,0,0.46,0,0.6,0,0,0.918,0,0,0,1.08,14.7
7-Aug,S2,K1,53.63523295,fog,cattle,Field,2943.496,2489.07,4059.803,2259.08,2178.616,2434.977,2011.392,2752.73,1308.586,2586.967,6762.59,2092.843,2064.539,2392.137,10773.225,15136.902,15241.307,18129.339,32
7-Aug,S2,K2,42.34187488,fog,cattle,Lab,0,0.99,5.73,4.72,1.52,0,0,0,0.46,0,0.6,0,0,1.02,0.298181818,0,0,1.08,16.90909091
7-Aug,S2,K2,42.34187488,fog,cattle,Field,1114.75,945.951,1535.238,892.443,906.764,1110.174,1014.302,1130.376,490.678,1032.362,2494.018,801.669,833.385,742.236,4294.108,5955.085,6075.935,7073.034,42.5
7-Aug,S2,K3,60.29647789,fog,cattle,Field,1568.282,1283.08,1908.393,1261.21,1138.732,1230.795,1188.417,1463.441,666.962,1224.19,3320.966,1118.332,992.424,916.09,5570.401,7707.776,8498.722,9509.43,36.5
7-Aug,S2,K3,60.29647789,fog,cattle,Lab,0,0.99,6.68,6.61,1.52,0,0,0,0.92,0,0.6,0,0,1.02,0.521818182,0,0,1.08,13
7-Aug,S2,K4,60.18947158,fog,cattle,Lab,0,0.99,6.68,4.72,0.76,0,0,0,0.46,0,0.6,0,0,1.02,0,0,0,0.392727273,18.54545455
7-Aug,S2,K4,60.18947158,fog,cattle,Field,441.082,437.254,699.287,432.257,430.916,553.628,465.764,510.74,264.9,476.059,994.999,346.17,467.856,425.479,1714.633,2396.35,2270.229,2599.414,27.4
7-Aug,S2,K5,53.55240192,fog,cattle,Field,1045.767,986.378,1544.145,985.953,982.163,1226.835,1100.921,1184.081,517.966,1059.051,2343.873,819.45,970.129,868.88,4227.049,5743.542,5741.371,6220.83,34.2
7-Aug,S2,K5,53.55240192,fog,cattle,Lab,0,0.99,4.77,3.942727273,0.76,0,0,0,0.46,0,0.6,0,0,1.02,0.372727273,0.377272727,0.149090909,1.08,18.63636364
7-Aug,S2,K6,56.64078,fog,cattle,Field,1605.383,1315.701,1893.516,1443.226,1345.571,1524.492,1698.163,1858.905,824.137,1389.42,3230.362,1198.744,1528.768,997.385,6107.114,7476.059,9001.939,9197.15,26.4
7-Aug,S2,K6,56.64078,fog,cattle,Lab,0,0.99,5.73,4.72,0.76,0,0,0,0.46,0,0.6,0,0,1.02,0.670909091,0,0,1.08,14.90909091
7-Aug,S2,P1,52.51062425,fog,horse,Lab,0,0.99,6.68,5.66,1.52,0,0,0,0.46,0,0.6,0,0,1.02,0.246,0,0,1.08,14.7
7-Aug,S2,P1,52.51062425,fog,horse,Field,14.94,12.972,18.186,12.19,10.741,11.674,10.849,12.715,6.041,11.068,25.498,8.693,8.575,8.428,50.475,62.382,62.792,79.467,24.4
7-Aug,S2,P2,63.32965779,fog,cattle,Field,25.896,21.244,30.126,24.924,21.92,23.344,23.101,26.3,12.839,23.454,37.521,11.818,21.492,20.668,72.533,89.815,95.603,135.6,31.6
7-Aug,S2,P2,63.32965779,fog,cattle,Lab,0,0,3.82,3.77,0.76,0,0,0,0.46,0,0,0,0,0.649090909,0,0,0,0,14
7-Aug,S2,P3,60.39371623,fog,horse,Lab,0,0.99,6.68,6.61,1.52,0,0,0,0.92,0,0.6,0,0,1.02,0.82,0,0,1.08,12.90909091
7-Aug,S2,P3,60.39371623,fog,horse,Field,30.627,35.438,46.104,36.208,39.523,50.652,45.788,40.83,20.299,36.937,56.376,22.082,39.331,29.674,141.043,160.978,166.531,159.903,24.2
7-Aug,S2,P4,58.37045182,fog,cattle/sheep,Field,38.844,48.044,66.128,43.205,45.154,61.212,50.162,40.83,17.403,36.07,70.422,26.379,35.671,30.556,158.43,231.632,207.831,201.733,30.5
7-Aug,S2,P4,58.37045182,fog,cattle/sheep,Lab,0,0.99,5.73,4.72,0.76,0,0,0,0.46,0,0.6,0,0,0.918,0.246,0,0,1.08,13.9
7-Aug,S2,P5,66.47532,fog,none,Field,39.08545455,40.60090909,50.93090909,37.54454545,40.91181818,53.06,43.90545455,40.37,21.13454545,36.93181818,56.02454545,22.47454545,43.65636364,34.54727273,151.2736364,160.9245455,153.8045455,154.5554545,24.45454545
7-Aug,S2,P5,66.47532,fog,none,Lab,0,0.99,4.77,4.72,0.76,0,0.55,0.53,0.92,0,0.6,0,0.205454545,1.02,0,0,0,0.981818182,17.09090909
7-Aug,S2,P6,66.74386,fog,horse,Lab,0,0.63,4.77,3.77,0.76,0,0,0,0.46,0,0.6,0,0,1.02,0,0,0,1.08,11.63636364
7-Aug,S2,P6,66.74386,fog,horse,Field,271.835,240.67,358.645,237.96,244.024,292.656,270.536,312.65,160.311,275.305,548.117,169.811,283.436,219.4,1066.827,1371.394,1387.873,1576.231,27.2
14-Aug,S1,K2,51.79004796,fair,cattle,Lab,0,0.99,4.58,4.72,0.76,0,0,0,0.46,0,0.6,0,0,1.02,0,0,0,1.08,13.7
14-Aug,S1,K2,51.79004796,fair,cattle,Field,484.079,399.55,600.1,395.237,367.571,390.486,402.943,464.301,213.889,377.095,887.122,324.771,336.142,297.462,1497.275,1872.221,2229.546,2733.831,25.8
14-Aug,S1,K3,54.06848,fair,cattle,Lab,0,0.99,7.64,4.72,1.52,0.292,0.55,0,0.46,0.44,0.6,0,0,1.02,0.82,0,0,1.08,13.4
14-Aug,S1,K3,54.06848,fair,cattle,Field,634.482,485.664,711.319,493.567,394.604,393.821,380.779,549.148,261.623,401.003,1135.397,413.585,377.877,332.625,1818.402,2411.209,2583.568,3063.316,30.7
14-Aug,S1,K4,55.18601119,fair,cattle,Lab,0,0.99,6.68,6.61,1.52,0,0,0,0.46,0,0.6,0,0,0.918,0,0,0,1.08,13.5
14-Aug,S1,K4,55.18601119,fair,cattle,Field,594.6118182,533.2209091,788.0072727,519.0718182,480.4118182,496.0363636,470.4054545,579.1136364,266.1472727,449.0109091,1247.014545,429.0136364,445.1745455,363.5563636,1943.413636,2883.435455,2920.255455,3289.850909,22
14-Aug,S1,K5,49.03303339,partly cloudy,cattle,Lab,0,0.792,3.82,3.77,0.76,0,0,0,0.46,0,0.6,0,0,1.02,0,0,0,1.08,17.2
14-Aug,S1,K5,49.03303339,partly cloudy,cattle,Field,574.805,499.96,751.914,497.571,462.185,507.77,508.112,593.663,264.998,496.644,1207.336,428.73,466.372,384.928,1961.375,2727.423,2908.671,3412.476,22.5
14-Aug,S1,K6,51.64368253,partly cloudy,cattle,Lab,0,0.99,6.68,6.61,1.52,0,0,0,0.92,0,0.6,0,0,1.111818182,0.745454545,0,0,1.08,16.09090909
14-Aug,S1,K6,51.64368253,partly cloudy,cattle,Field,634.648,560.783,842.653,553.148,510.187,561.201,517.212,630.42,281.163,520.964,1334.955,474.066,464.312,423.03,2114.893,3015.53,3195.301,3728.09,20.1
14-Aug,S1,P1,45.0581982,fair,horse,Lab,0,0.198,4.77,3.77,0.76,0,0,0,0.46,0,0.6,0,0,0.816,0,0,0,1.08,18
14-Aug,S1,P1,45.0581982,fair,horse,Field,0,0.94,1.84,0.91,2.044,3.47,3.964,3.3,1.094,0.91,0,0,4.57,1.764,1.61,1.69,0.88,1.08,29.3
14-Aug,S1,P2,58.02214671,fair,cattle,Lab,0,0.99,4.77,4.72,0.76,0,0,0,0.506,0,0.6,0,0,0.918,0,0,0,0.108,18
14-Aug,S1,P2,58.02214671,fair,cattle,Field,0.83,0.94,1.104,1.001,0.73,0.69,0.58,0.55,0.48,0.91,1.27,0,1.14,0.98,3.949,4.22,4.332,4.3,40.4
14-Aug,S1,P3,60.65490902,fair,horse,Field,4.399,4.7,6.43,4.55,5.11,5.56,4.67,4.95,2.85,5.92,9.868,3.91,4.57,5.684,22.22,25.236,26.886,29.462,33.4
14-Aug,S1,P3,60.65490902,fair,horse,Lab,0,0.99,4.77,4.72,0.76,0,0,0,0.92,0,0.6,0,0,0.816,0,0,0,1.08,13.5
14-Aug,S1,P4,53.6606636,fair,cattle/sheep,Field,9.13,9.306,12.86,9.1,9.354,10.42,9.448,9.9,4.75,9.928,19.994,6.84,8,8.33,40.655,53.942,58.018,62.368,25.8
14-Aug,S1,P4,53.6606636,fair,cattle/sheep,Lab,0,0.99,5.058,4.72,0.76,0,0,0,0.69,0.44,0.6,0,0,1.02,0.246,0,0,0.108,11.4
14-Aug,S1,P5,62.96224,fair,none,Lab,0,0.99,5.73,4.72,0.76,0,0.33,0,0.46,0,0.6,0,0,0.714,0,0,0,1.08,15.1
14-Aug,S1,P5,62.96224,fair,none,Field,20.252,19.646,30.126,20.829,21.555,27.444,24.209,24.155,11.602,24.364,43.087,14.562,19.325,22.922,89.035,119.192,133.012,154.095,27.3
14-Aug,S1,P6,54.84184837,fair,horse,Lab,0,0.99,5.73,4.72,0.76,0,0,0,0.46,0,0.6,0,0,1.02,0.164,0,0,1.08,11.4
14-Aug,S1,P6,54.84184837,fair,horse,Field,38.18,37.227,51.89,39.476,38.94,45.579,46.432,43.58,17.926,37.573,75.799,23.254,34.185,27.424,144.101,210.275,228.527,279.696,27.7
14-Aug,S2,K1,55.48008,fair,cattle,Field,441.165,357.154,523.96,351.392,306.2,315.585,314.808,408.615,182.418,318.343,917.745,302.983,280.578,255.54,1432.226,2129.771,2254.311,2623.824,21.4
14-Aug,S2,K1,55.48008,fair,cattle,Lab,0,0.891,4.008,4.055,0.76,0,0,0,0.46,0,0.6,0,0,0.714,0.082,0,0,1.08,12
14-Aug,S2,K2,38.19354387,fair,cattle,Lab,0,0.99,5.73,5.66,0.76,0,0,0,0.46,0,0.6,0,0,1.02,0.738,0,0,1.08,13.5
14-Aug,S2,K2,38.19354387,fair,cattle,Field,637.968,544.048,822.357,523.039,470.221,525.557,478.248,598.066,261.288,502.472,1294.082,462.048,416.177,387.573,2223.572,2993.159,3068.214,3637.439,27.4
14-Aug,S2,K3,41.91979604,fair,cattle,Field,766.13,621.984,933.485,604.542,527.138,556.547,516.338,691.333,291.43,539.591,1611.259,539.625,442.589,378.466,2521.432,3725.453,3902.015,4604.812,32.9
14-Aug,S2,K3,41.91979604,fair,cattle,Lab,0,0.99,5.825,5.945,1.52,0,0,0,0.46,0.308,0.6,0,0,1.02,0.82,0,0,1.08,10.4
14-Aug,S2,K4,59.02815689,fair,cattle,Field,601.531,535.306,773.958,525.587,471.611,470.807,546.552,607.915,274.316,449.736,1283.705,450.714,453.107,329.197,1991.642,2946.816,3087.403,3579.156,20.2
14-Aug,S2,K4,59.02815689,fair,cattle,Lab,0,0.99,4.77,6.61,1.52,0,0,0,0.92,0,0.6,0,0,1.02,0,0,0,1.08,13.1
14-Aug,S2,K5,47.92831434,partly cloudy,cattle,Field,612.902,543.86,840.359,545.871,512.088,582.324,548.127,663.159,314.536,565.048,1378.674,488.331,502.502,422.442,2222.042,3166.378,3291.786,3827.128,22
14-Aug,S2,K5,47.92831434,partly cloudy,cattle,Lab,0,0.099,3.82,3.77,0.76,0,0,0,0.46,0,0.6,0,0,0.918,0,0,0,1.08,17.2
14-Aug,S2,K6,52.21176823,partly cloudy,cattle,Lab,0,0.99,4.77,5.66,0.76,0,0,0,0.92,0,0.6,0,0,0.918,0,0,0,1.08,14.1
14-Aug,S2,K6,52.21176823,partly cloudy,cattle,Field,602.278,517.822,789.661,542.415,509.456,580.725,643.615,685.609,285.917,594.562,1357.794,482.567,508.334,414.312,2148.221,3058.579,3619.718,4121.662,21.7
14-Aug,S2,P1,51.65232186,fair,horse,Lab,0,0.99,4.77,3.77,0.76,0,0,0,0.46,0,0.6,0,0,1.02,0,0,0,1.08,18.9
14-Aug,S2,P1,51.65232186,fair,horse,Field,0,0.94,2.484,1.82,1.46,3.47,3.5,2.75,0.95,0.91,0.504,0,4.57,1.372,2.42,1.69,1.147,1.08,37.7
14-Aug,S2,P2,51.55184963,fair,cattle,Field,1.66,1.88,2.76,1.82,2.19,2.08,1.75,2.09,0.95,1.82,4.241,0.98,1.14,1.96,8.617,11.82,12.116,12.9,37.5
14-Aug,S2,P2,51.55184963,fair,cattle,Lab,0,0,4.77,4.72,0.76,0,0,0,0.46,0,0.6,0,0,0.918,0,0,0,1.08,19.1
14-Aug,S2,P3,55.07676929,fair,horse,Lab,0,0.99,7.64,5.66,1.52,0,0,0,0.46,0.22,0.6,0,0,1.02,0.82,0,0,1.08,10.9
14-Aug,S2,P3,55.07676929,fair,horse,Field,5.81,5.64,8.178,5.46,5.84,6.6,5.83,6.05,3.138,6.74,12.906,4.89,4.57,5.88,25.52,34.188,35.996,38.389,28
14-Aug,S2,P4,61.52776,fair,cattle/sheep,Field,9.13,9.4,12.584,10.101,11.106,14.175,12.949,11.112,5.804,12.297,16.955,6.644,10.746,10.868,41.138,48.79,53.329,57.852,25.9
14-Aug,S2,P4,61.52776,fair,cattle/sheep,Lab,0,0.99,8.305,5.66,1.52,0,0,0,0.46,0,0.6,0,0,1.02,0,0,0,0,13.5
14-Aug,S2,P5,63.38710774,fair,none,Lab,0,0.99,4.77,4.908,0.912,0,0,0,0.92,0,0.6,0,0,1.02,0,0,0,1.08,13.3
14-Aug,S2,P5,63.38710774,fair,none,Field,26.643,26.79,37.292,26.107,27.468,33.84,29.049,29.215,19.398,29.968,48.594,17.1,28.927,29.184,111.817,135.57,128.236,149.15,27.8
14-Aug,S2,P6,55.55713429,fair,horse,Field,53.452,46.54,61.717,48.847,44.349,51.071,51.039,53.536,23.2,42.262,96.108,30.779,40.701,29.772,202.546,267.424,273.277,306.58,21.4
14-Aug,S2,P6,55.55713429,fair,horse,Lab,0,0.99,6.68,5.66,1.52,0,0,0,0.92,0,0.6,0,0,1.02,0,0,0,1.08,11.3
21-Aug,S1,K2,45.44112112,fair,cattle,Field,604.851,510.299,861.573,556.06,485.054,553.419,552.677,662.94,288.387,574.431,1311.542,415.247,455.164,477.293,1903.573,2921.238,3244.207,4111.018,19.9
21-Aug,S1,K2,45.44112112,fair,cattle,Lab,0,0.99,4.77,5.66,0.988,0,0,0,0.46,0,0.6,0,0,1.02,0.41,0,0,1.08,17
21-Aug,S1,K3,65.3620076,fair,cattle,Lab,0,0.99,5.73,5.66,1.52,0,0,0,0.92,0,0.6,0,0,1.02,0,0,0,0.864,14.9
21-Aug,S1,K3,65.3620076,fair,cattle,Field,554.968,484.255,745.026,523.86,469.857,536.536,528.062,682.638,359.75,579.622,1109.583,384.858,595.796,546.442,1810.913,2257.406,2490.352,2833.515,23.7
21-Aug,S1,K4,51.82897159,fair,cattle,Lab,0,0.99,5.73,4.72,0.76,0,0,0,0.46,0,0.6,0,0,0.816,0,0,0,1.08,18.4
21-Aug,S1,K4,51.82897159,fair,cattle,Field,827.719,842.913,1601.914,793.294,835.383,1033.885,912.105,967.337,413.329,1135.018,2546.277,729.855,680.062,985.926,3097.996,5314.379,5472.249,7769.318,38.1
21-Aug,S1,K5,51.02760761,fair,cattle,Lab,0,0.99,4.77,4.72,0.76,0,0,0,0.46,0,0.6,0,0,1.02,0.328,0,0,1.08,18.6
21-Aug,S1,K5,51.02760761,fair,cattle,Field,1146.705,1009.691,1477.285,1068.092,1047.407,1195.847,1355.707,1405.998,670.291,1254.749,2485.791,868.305,1212.176,913.543,4600.261,5539.344,6696.51,7563.283,33.1
21-Aug,S1,K6,55.78394963,fair,cattle,Lab,0,0.99,5.73,4.72,0.76,0,0,0,0.46,0,0.6,0,0,0.918,0,0,0,1.08,16.9
21-Aug,S1,K6,55.78394963,fair,cattle,Field,1853.401,1579.876,2529.523,1933.611,1770.786,1896.844,2238.648,2498.681,1332.833,2273.767,4026.817,1381.648,2274.115,1977.631,7013.9,8218.652,10370.09,11383.42,22.9
21-Aug,S1,P1,49.41301219,fair,horse,Lab,0,0.891,4.77,4.72,0.76,0,0,0,0.46,0,0.6,0,0,0.816,0,0,0,0.648,13.3
21-Aug,S1,P1,49.41301219,fair,horse,Field,0.913,4.512,8.816,5.096,7.31,12.577,15.05,18.82,12.126,3.46,0.63,0.98,33.042,6.566,8.132,4.136,2.65,1.08,22.5
21-Aug,S1,P2,52.22853712,fair,cattle,Lab,0,0.99,7.64,7.55,1.52,0,0,0,1.39,0,0.6,0,0,0.918,0.082,0,0,0.756,14.2
21-Aug,S1,P2,52.22853712,fair,cattle,Field,1.66,7.144,15.06,7.462,12.639,21.816,21.234,21.955,9.604,4.145,1.27,0.98,34.756,7.644,9.984,5.825,3.54,2.15,25.4
21-Aug,S1,P3,63.56271763,fair,horse,Field,1.66,1.88,1.84,1.82,1.46,1.39,1.46,1.65,0.95,1.82,3.8,0.98,1.14,1.96,8.05,9.29,10.966,11.937,27.2
21-Aug,S1,P3,63.56271763,fair,horse,Lab,0,0.99,12.41,9.25,2.28,0.73,0,0,0.92,0,0.6,0,0,1.02,0.246,0,0,1.08,12.4
21-Aug,S1,P4,60.79802079,fair,cattle/sheep,Lab,0,0,3.82,3.77,0.76,0,0,0,0.92,0,0.6,0,0,0.816,0,0,0,0,12.9
21-Aug,S1,P4,60.79802079,fair,cattle/sheep,Field,4.15,4.7,5.51,4.55,4.453,4.446,4.67,4.95,2.85,5.332,8.734,3.714,4.57,5.096,20.69,22.285,26.178,25.27,21.8
21-Aug,S1,P5,55.06909382,fair,none,Lab,0,0.99,4.77,5.66,1.064,0,0,0,0.92,0.352,0.6,0,0,1.02,0.82,0.498,0.246,1.08,12.4
21-Aug,S1,P5,55.06909382,fair,none,Field,16.932,18.706,22.684,20.647,18.78,19.036,17.033,17.775,9.556,14.664,28.85,12.112,16.922,12.534,75.35,86.608,91.976,77.638,26.1
