Date,Sample,Field,NDF,Clouds,Species,Type,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19
12-Jun,S2,K2,41.63968413,cloudy,cattle,Field,63.744,53.778,77.61,55.49,52.819,57.043,57.455,61.685,22.438,53.695,160.012,45.332,41.502,34.672,279.266,422.494,461.119,521.862,36.6
12-Jun,S2,K2,41.63968413,cloudy,cattle,Lab,0,0.594,4.77,4.72,0.76,0,0,0,0.46,0,0.6,0,0,1.02,0.246,0,0,1.08,13.3
12-Jun,S2,K3,65.37178,cloudy,cattle,Field,40.255,35.908,56.664,36.39,35.727,42.105,35.813,43.36,21.678,45.132,93.01,27.457,39.904,42.805,160.443,219.222,217.205,262.813,28.2
12-Jun,S2,K3,65.37178,cloudy,cattle,Lab,0,0.792,4.77,5.284,1.064,0,0,0,0.92,0,0.6,0,0,1.02,0,0,0,0.108,14.2
12-Jun,S2,K4,60.56974605,cloudy,cattle,Lab,0,0.99,5.73,5.66,1.52,0,0,0,0.46,0,0.6,0,0,1.02,0.738,0,0,1.08,14.5
12-Jun,S2,K4,60.56974605,cloudy,cattle,Field,166.591,139.422,211.054,147.36,144.806,170.507,165.073,174.32,73.072,155.483,382.474,109.43,135.028,110.484,655.775,974.646,1072.943,1258.79,54.1
12-Jun,S2,K5,55.66315474,cloudy,cattle,Lab,0,0.99,5.73,5.66,1.444,0.73,1.1,0.53,0.46,0.44,0.6,0,0.226,1.02,0.82,0.83,0.82,1.08,20.3
12-Jun,S2,K5,55.66315474,cloudy,cattle,Field,147.003,136.32,205.268,128.806,126.542,145.079,132.294,144.108,55.053,126.882,361.784,106.793,103.015,105.584,580.106,948.816,972.563,1106.628,27.8
12-Jun,S2,K6,64.0994,cloudy,cattle,Lab,0,0.99,4.77,4.72,0.76,0,0,0,0.46,0,0.6,0,0,1.02,0,0,0,1.08,18.5
12-Jun,S2,K6,64.0994,cloudy,cattle,Field,196.056,167.622,261.199,170.191,158.614,178.984,168.572,200.07,100.313,177.161,408.413,133.758,167.846,193.739,681.779,931.258,968.231,1122.867,26.7
12-Jun,S2,P1,46.82157137,cloudy,horse,Lab,0,0.99,5.73,5.66,1.52,0,0,0,0.828,0,0.6,0,0,1.121,0,0,0,0.324,15.6
12-Jun,S2,P1,46.82157137,cloudy,horse,Field,0,3.384,3.582,1.638,2.92,6.183,7.117,5.61,1.712,0.865,0,0,6.86,1.274,2.98,1.69,0.88,0.108,42.1
12-Jun,S2,P2,50.64886091,cloudy,cattle,Lab,0,0.99,6.68,6.61,1.52,0,0,0,0.598,0,0.6,0,0,1.02,0,0,0,0.864,14.4
12-Jun,S2,P2,50.64886091,cloudy,cattle,Field,0,2.478181818,2.76,0.91,2.19,4.671818182,4.614545455,3.6,0.907272727,0.541818182,0,0,3.740909091,0.98,1.978181818,1.69,0.88,0.098181818,43.36363636
12-Jun,S2,P3,54.44835033,cloudy,horse,Field,0.166,2.538,2.939,1.092,2.19,4.514,4.668,4.18,1.428,0.82,0,0,5.373,1.568,2.259,1.605,0.792,1.08,51.4
12-Jun,S2,P3,54.44835033,cloudy,horse,Lab,0,0.99,6.68,5.66,1.52,0,0,0,0.46,0,0.6,0,0,1.121,0,0,0,1.08,18.1
12-Jun,S2,P4,64.13608722,cloudy,cattle/sheep,Lab,0,0.99,5.73,4.72,0.76,0,0,0,0.46,0,0.6,0,0,1.02,0,0,0,1.08,20.7
12-Jun,S2,P4,64.13608722,cloudy,cattle/sheep,Field,0.83,2.82,3.579,1.82,2.263,3.75,4.024,3.245,0.998,0.91,1.27,0.098,3.544,1.47,4.03,4.304,4.42,3.979,57.8
12-Jun,S2,P5,56.13169902,cloudy,none,Field,2.739,3.196,3.762,3.549,3.212,2.987,2.625,2.64,1.571,2.822,5.627,1.95,2.29,2.45,14.008,17.727,18.926,18.173,68
12-Jun,S2,P5,56.13169902,cloudy,none,Lab,0,0.99,4.77,4.72,0.76,0,0,0,0.92,0.132,0.6,0,0,1.02,0,0,0,1.08,19.6
12-Jun,S2,P6,60.53611612,cloudy,horse,Field,9.213,8.648,12.4,8.463,8.186,8.687,7.06,7.865,4.184,8.105,17.909,5.86,6.746,8.817,34.617,43.897,44.221,50.111,31.9
12-Jun,S2,P6,60.53611612,cloudy,horse,Lab,0,0.99,5.73,4.72,0.76,0,0,0,0.92,0,0.6,0,0,1.02,0,0,0,0.432,17.5
19-Jun,S1,K2,47.14482897,fair,cattle,Lab,0,0.99,10.692,5.66,1.52,0,0,0,0.46,0,0.6,0,0,1.02,0.574,0,0,1.08,14.9
19-Jun,S1,K2,47.14482897,fair,cattle,Field,629.585,532.016,764.22,528.406,489.657,525.628,509.92,629.814,278.026,579.895,1428.975,604.501,491.526,424.889,2474.257,2925.881,3457.963,3753.144,33.6
19-Jun,S1,K3,53.7794006,fair,cattle,Lab,0,0.99,5.73,5.66,1.52,0.73,0.33,0,0.92,0.44,0.6,0,0,1.222,0.082,0,0,1.08,14.1
19-Jun,S1,K3,53.7794006,fair,cattle,Field,603.606,518.762,766.058,546.508,532.982,585.033,629.031,723.028,359.273,684.19,1331.855,569.815,678.232,594.141,2412.512,2740.508,3267.554,3548.937,32.5
19-Jun,S1,K4,62.23023023,fair,cattle,Lab,0,0.99,5.73,5.66,1.105454545,0,0,0,0.92,0,0.6,0,0,1.02,0,0,0,1.08,13.90909091
19-Jun,S1,K4,62.23023023,fair,cattle,Field,1031.491,897.35,1348.706,959.754,934.821,1056.814,1102.03,1284.226,665.489,1219.955,2387.973,952.333,1287.635,1060.169,4324.217,5227.096,5918.248,6464.073,37.5
19-Jun,S1,K5,50.06778,fair,cattle,Field,933.3,818.378,1257.322,909.634,829.1,898.327,921.846,1075.407,495.67,868.819,2207.207,820.136,940.975,677.297,3718.834,5087.561,5958.223,6386.648,28.8
19-Jun,S1,K5,50.06778,fair,cattle,Lab,0,0.99,4.77,4.72,0.76,0,0,0,0.46,0,0.6,0,0,1.02,0,0,0,1.08,18.9
19-Jun,S1,K6,61.17912088,fair,cattle,Lab,0,0.99,6.68,5.66,1.52,0,0.33,0,0.46,0.044,0.6,0,0,1.121,0.082,0,0,1.08,18.9
19-Jun,S1,K6,61.17912088,fair,cattle,Field,843.818,792.146,1242.628,763.639,775.62,846.841,810.611,954.9,482.595,898.286,2031.568,786.917,897.298,931.958,3262.383,4413.175,4482.618,4973.545,30.4
19-Jun,S1,P1,49.865,fair,horse,Field,15.272,11.186,19.198,11.739,9.938,8.892,7.817,12.33,4.184,10.747,31.194,8.596,4.8,7.644,30.27,42.967,60.846,90.434,25.2
19-Jun,S1,P1,49.865,fair,horse,Lab,0,0.99,5.73,5.66,0.76,0,0,0,0.92,0,0.6,0,0,1.02,0,0,0,0.216,12.6
19-Jun,S1,P2,48.54321729,fair,cattle,Lab,0,0.99,4.77,4.72,0.76,0,0,0,0.46,0,0.6,0,0,1.02,0,0,0,1.08,17.9
19-Jun,S1,P2,48.54321729,fair,cattle,Field,39.591,31.02,48.68,30.111,26.3,23.9,21.406,31.91,12.792,27.918,92.884,31.172,16.01,17.238,124.051,167.562,203.144,246.039,49.8
19-Jun,S1,P3,54.66107665,fair,horse,Field,34.694,29.14,44.08,32.295,29.074,28.35,26.83,34.505,16.304,34.385,78.901,29.898,25.265,28.106,123.007,153.128,199.165,223.994,44.9
19-Jun,S1,P3,54.66107665,fair,horse,Lab,0,0.99,5.73,4.72,0.76,0,0,0,0.46,0,0.6,0,0,1.02,0,0,0,1.08,17.8
19-Jun,S1,P4,52.68982407,fair,cattle/sheep,Field,45.152,40.054,62.542,39.565,38.866,40.228,36.865,45.78,20.823,45.68,118.315,43.872,34.756,38.298,169.379,235.43,269.916,314.535,39
19-Jun,S1,P4,52.68982407,fair,cattle/sheep,Lab,0,0.99,5.73,6.61,1.52,0,0,0,0.92,0.044,0.6,0,0,1.02,0.41,0,0,1.08,14
19-Jun,S1,P5,57.74626925,fair,none,Field,152.232,122.22,190.759,132.81,123.618,128.611,123.368,153.685,67.795,147.375,388.799,129.068,112.619,115.874,583.084,815.02,1000.334,1142.975,90.3
19-Jun,S1,P5,57.74626925,fair,none,Lab,0,0.99,5.825,6.61,1.52,0,0,0,0.92,0,0.6,0,0,1.02,0.246,0,0,1.08,14.9
19-Jun,S1,P6,51.28175635,fair,horse,Lab,0,0.99,5.73,5.002,0.76,0,0,0,0.92,0,0.6,0,0,1.02,0,0,0,1.08,18.1
19-Jun,S1,P6,51.28175635,fair,horse,Field,138.952,122.408,182.768,132.262,126.322,141.326,140.985,157.92,71.836,149.289,324.77,124.283,133.542,114.599,561.268,696.333,833.889,917.048,42.7
19-Jun,S2,K1,56.73576569,fair,cattle,Lab,0,0.891,4.77,4.72,0.76,0,0,0,0.46,0,0.6,0,0,1.02,0.246,0,0,1.08,12.8
19-Jun,S2,K1,56.73576569,fair,cattle,Field,700.059,595.757,919.434,516.219,487.028,562.314,492.947,614.573,286.581,550.156,1609.172,660.192,452.076,444.381,2562.491,3347.024,3239.342,3595.714,39.8
19-Jun,S2,K2,52.70796319,fair,cattle,Lab,0,0.99,4.77,4.72,0.76,0.73,0.55,0.106,0.552,0.44,0.6,0,0,1.02,0.082,0,0,1.08,16
19-Jun,S2,K2,52.70796319,fair,cattle,Field,780.738,679.616,1039.197,789.017,760.129,775.552,790.429,979.058,507.697,986.183,1771.461,693.706,982.133,867.998,3071.268,3558.312,4247.281,4626.426,34.8
19-Jun,S2,K3,61.44689186,fair,cattle,Lab,0,0.891,5.73,5.096,1.216,0,0,0,0.92,0,0.6,0,0,1.02,0,0,0,0.756,17.7
19-Jun,S2,K3,61.44689186,fair,cattle,Field,686.444,600.27,896.108,649.844,632.345,705.236,719.618,859.653,492.675,806.062,1528.879,624.921,849.507,735.772,2678.574,3200.648,3827.462,4095.426,44.8
19-Jun,S2,K4,62.34432227,fair,cattle,Field,998.457,888.227,1364.87,890.716,904.425,1138.315,1051.924,1196.958,569.881,1240.221,2404.425,948.717,1114.877,1049.982,4259.41,5405.548,5877.566,6571.606,39.8
19-Jun,S2,K4,62.34432227,fair,cattle,Lab,0,0.99,4.77,5.66,0.988,0,0,0,0.92,0,0.6,0,0,1.02,0,0,0,1.08,13.8
19-Jun,S2,K5,47.6338397,fair,cattle,Lab,0,0.99,6.68,4.908,1.216,0.73,0.55,0.053,0.46,0.396,0.6,0,0,1.02,0,0,0,1.08,20.1
19-Jun,S2,K5,47.6338397,fair,cattle,Field,910.974,805.78,1233.076,814.305,800.241,964.75,907.323,1041.016,462.01,960.36,2206.954,860.682,897.528,752.814,4073.851,5243.81,5577.05,5885.647,28.4
19-Jun,S2,K6,62.0313,fair,cattle,Field,961.273,895.658,1353.573,961.119,948.919,1067.794,1073.449,1227.44,584.621,1061.466,2361.02,844.367,1230.926,954.682,4271.244,5629.161,5889.859,6253.306,26.8
19-Jun,S2,K6,62.0313,fair,cattle,Lab,0,0.99,5.73,5.66,1.216,0,0,0,0.92,0,0.6,0,0,1.02,0,0,0,1.08,17.3
19-Jun,S2,P1,49.67714629,fair,horse,Lab,0,0.99,5.73,4.908,1.444,0,0,0,0.92,0,0.6,0,0,1.02,0,0,0,1.08,17.3
19-Jun,S2,P1,49.67714629,fair,horse,Field,30.212,22.56,34.716,22.558,17.384,14.59,12.948,22.78,8.56,17.445,58.904,20.52,10.29,11.75,67.299,85.004,117.093,145.387,44.7
19-Jun,S2,P2,48.82976214,fair,cattle,Field,35.192,30.08,47.392,30.202,26.811,25.5,23.275,30.81,11.266,28.102,87.758,30.094,15.895,20.08,110.287,169.336,214.73,253.242,46.2
19-Jun,S2,P2,48.82976214,fair,cattle,Lab,0,0.99,4.77,4.72,0.76,0,0.55,0,0.46,0,0.6,0,0,1.02,0,0,0,1.08,18.4
19-Jun,S2,P3,52.32586965,fair,horse,Field,39.84,36.096,55.107,35.389,33.099,33.491,29.866,37.53,18.305,38.849,102.309,38.492,28.81,30.654,152.474,206.897,236.75,275.716,47.3
19-Jun,S2,P3,52.32586965,fair,horse,Lab,0,0.891,4.77,4.72,0.76,0,0,0,0.46,0,0.6,0,0,1.02,0,0,0,1.08,18.4
19-Jun,S2,P4,55.70760152,fair,cattle/sheep,Lab,0,0.99,5.73,4.72,0.76,0,0,0,0.46,0,0.6,0,0,1.02,0,0,0,0.972,18.6
19-Jun,S2,P4,55.70760152,fair,cattle/sheep,Field,55.112,45.788,71.088,46.39,43.986,44.885,42.696,54.305,23.202,52.829,141.979,50.32,37.046,40.454,196.589,284.56,352.96,418.738,32.9
19-Jun,S2,P5,60.54595405,fair,none,Field,210.664,177.21,260.833,164.55,158.323,156.96,148.683,195.174,87.431,188.912,531.222,190.231,140.973,160.143,814.449,1109.119,1292.8,1373.744,80.1
19-Jun,S2,P5,60.54595405,fair,none,Lab,0,0.99,5.73,4.72,0.76,0,0,0,0.92,0,0.6,0,0,0.918,0.082,0,0,1.08,17.8
19-Jun,S2,P6,56.5055022,fair,horse,Lab,0,0.99,5.73,4.72,0.76,0,0,0,0.92,0,0.6,0,0,1.02,0,0,0,0.972,17.7
19-Jun,S2,P6,56.5055022,fair,horse,Field,156.465,133.5,207.655,142.537,138.672,148.136,143.436,175.915,91.851,183.994,370.009,139.034,159.383,159.258,602.404,741.833,879.349,993.828,40.3
26-Jun,S1,K2,50.07039408,fair,cattle,Lab,0,0.693,3.82,4.72,0.76,0,0,0,0.46,0,0.6,0,0,1.02,0,0,NA,NA,NA
26-Jun,S1,K2,50.07039408,fair,cattle,Field,13.031,11.186,16.898,12.099,11.763,12.646,12.599,13.21,5.134,13.162,31.446,10.554,9.035,9.014,57.641,74.706,89.765,97.966,30.3
26-Jun,S1,K3,73.16269762,fair,cattle,Lab,0,0.99,4.77,4.72,0.76,0,0.55,0.265,0.92,0,0.6,0,0.226,1.02,0,0,0,0.756,17.3
26-Jun,S1,K3,73.16269762,fair,cattle,Field,21.663,19.74,29.942,22.74,20.825,19.939,19.367,24.87,15.784,25.458,48.087,16.316,25.151,30.066,72.372,97.837,111.608,141.622,27.9
26-Jun,S1,K4,65.88002802,fair,cattle,Lab,0,0.99,5.73,4.72,0.76,0,0,0,0.46,0,0.6,0,0,1.02,0,0,0,0.324,18.1
26-Jun,S1,K4,65.88002802,fair,cattle,Field,48.555,45.788,67.226,43.751,43.693,49.263,45.147,53.04,27.479,56.426,125.401,43.87,48.365,54.654,213.897,289.119,300.515,345.828,42.6
26-Jun,S1,K5,55.76782,fair,cattle,Lab,0,0.99,6.68,4.72,0.76,0,0,0,0.46,0,0.6,0,0,1.02,0.82,0,0,1.08,14
26-Jun,S1,K5,55.76782,fair,cattle,Field,50.713,48.984,71.546,41.385,41.643,46.415,39.371,45.56,19.588,42.125,134.008,47.388,33.616,37.514,219.853,327.442,334.3,392.176,25.6
26-Jun,S1,K6,63.06264,fair,cattle,Lab,0,0.99,6.68,4.72,1.368,0,0,0,0.46,0,0.6,0,0,1.02,0,0,0,1.08,16.7
26-Jun,S1,K6,63.06264,fair,cattle,Field,61.337,55.376,73.841,56.946,54.213,54.058,53.547,62.62,29.904,53.879,142.043,48.462,52.134,50.538,250.604,348.209,397.001,446.909,36.1
26-Jun,S1,P1,56.66275724,mostly cloudy,horse,Lab,0,0.99,5.154,4.72,0.76,0,0,0,0.46,0,0.6,0,0,1.02,0,0,0,0.432,17
26-Jun,S1,P1,56.66275724,mostly cloudy,horse,Field,1170.941,1160.019,2161.051,1027.705,1073.929,1442.852,1124.602,1191.894,512.974,1369.744,3285.409,1346.181,911.932,1240.683,4339.349,6869.797,6919.821,8563.777,33.9
26-Jun,S1,P2,58.30434087,mostly cloudy,cattle,Lab,0,0.99,5.73,6.61,1.52,0,0.55,0,0.92,0,0.6,0,0,0.918,0.082,0,0,1.08,16.4
26-Jun,S1,P2,58.30434087,mostly cloudy,cattle,Field,1561.144,1433.499,2254.18,1468.97,1564.023,2165.042,2058.408,1986.068,810.254,2149.893,4331.974,1928.6,1660.481,2056.282,7732.711,9727.386,10616.39,11351.589,31.9
26-Jun,S1,P3,61.38423054,mostly cloudy,horse,Lab,0,0.99,5.73,5.66,0.76,0,0,0,0.92,0,0.6,0,0,1.02,0,0,0,1.08,15.2
26-Jun,S1,P3,61.38423054,mostly cloudy,horse,Field,1999.654,1414.321,2025.86,1865.296,1432.295,1404.916,1552.63,2116.258,1114.616,1496.491,3731.85,1768.364,2186.876,1189.556,6354.661,7400.254,9906.139,9455.555,60
26-Jun,S1,P4,56.14863891,mostly cloudy,cattle/sheep,Field,416.182,342.484,499.439,336.02,308.832,325.103,307.575,367.069,132.974,271.935,981.458,446.805,219.752,173.854,1404.856,2057.091,2444.808,2503.495,32.2
26-Jun,S1,P4,56.14863891,mostly cloudy,cattle/sheep,Lab,0,0.99,5.73,4.72,1.064,0,0,0,0.92,0,0.6,0,0,1.02,0,0,0,1.08,17.2
26-Jun,S1,P5,54.18417684,mostly cloudy,none,Lab,0,0.99,5.73,4.72,0.76,0,0,0,0.46,0,0.6,0,0,1.02,0.41,0,0,1.08,18.6
26-Jun,S1,P5,54.18417684,mostly cloudy,none,Field,661.462,641.633,884.994,586.533,585.66,692.382,581.492,657.547,278.451,542.596,1600.755,726.046,507.303,405.594,2573.115,3734.653,4032.463,3893.691,46.7
26-Jun,S1,P6,69.28392322,mostly cloudy,horse,Field,2939.595,2407.465,3813.111,2830.056,2800.587,3582.535,3650.409,3676.431,1756.286,3748.853,6981.952,3153.333,3176.901,2958.951,11626.638,14739.226,18493.564,19774.821,34.6
26-Jun,S1,P6,69.28392322,mostly cloudy,horse,Lab,0,0.99,7.256,7.55,1.52,0,0,0,1.343,0,0.6,0,0,1.02,0,0,0,0.324,17.9
26-Jun,S2,K1,53.71488511,fair,cattle,Lab,0,0,3.82,2.83,0.76,0,0,0,0.46,0,0.6,0,0,1.02,0,0,0,1.08,14.7
26-Jun,S2,K1,53.71488511,fair,cattle,Field,5.81,6.486,8.27,6.37,5.914,6.88,5.656,5.445,2.709,5.559,11.201,4.4,4.8,5.194,28.903,33.176,31.129,28.494,39.3
26-Jun,S2,K2,52.64137655,fair,cattle,Lab,0,0.99,6.68,5.66,1.52,0,0,0,0.46,0,0.6,0,0,1.02,0.328,0,0,1.08,14
26-Jun,S2,K2,52.64137655,fair,cattle,Field,17.596,14.946,20.21,15.46,13.661,13.9,12.192,15.3,7.036,13.706,34.926,12.7,11.43,10.476,65.61,81.207,91.625,102.264,40.8
26-Jun,S2,K3,67.677,fair,cattle,Lab,0,0.99,4.77,5.66,1.52,0,0,0,0.92,0,0.6,0,0,0.927272727,0,0,0,0,13
26-Jun,S2,K3,67.677,fair,cattle,Field,20.584,19.74,29.666,20.01,18.854,18.552,17.966,21.625,11.696,22.591,48.97,18.463,20.124,24,81.388,104.674,106.126,115.92,29.9
26-Jun,S2,K4,70.2427542,fair,cattle,Field,44.239,37.036,50.878,42.386,38.939,38.56,41.063,49.795,29.762,44.314,99.273,36.64,50.308,42.022,171.713,216.692,254.261,283.46,31.1
26-Jun,S2,K4,70.2427542,fair,cattle,Lab,0,0.99,4.77,4.72,0.76,0,0,0,0.92,0,0.6,0,0,1.02,0,0,0,0.324,11.7
26-Jun,S2,K5,55.56638,fair,cattle,Field,46.065,45.506,63.37,43.751,45.227,50.236,48.882,51.94,26.433,54.333,107.245,40.647,49.163,61.804,193.209,247.08,276.637,328.838,26.7
26-Jun,S2,K5,55.56638,fair,cattle,Lab,0,0.99,5.73,4.72,0.76,0,0.11,0,0.46,0.044,0.6,0,0,1.02,0.082,0,0,1.08,19
26-Jun,S2,K6,61.36132321,fair,cattle,Field,67.645,55.376,75.954,67.219,59.691,58.5,62.471,70.76,34.658,54.153,144.259,47.388,65.399,48.186,264.29,357.326,426.983,443.469,45.5
26-Jun,S2,K6,61.36132321,fair,cattle,Lab,0,0.99,8.59,5.66,1.52,0,0,0,0.46,0,0.6,0,0,1.02,0.164,0,0,1.08,14.5
26-Jun,S2,P1,54.62452528,mostly cloudy,horse,Lab,0,0.198,3.915,3.77,0.76,0,0,0,0.46,0,0.6,0,0,0.714,0,0,0,1.08,12
26-Jun,S2,P1,54.62452528,mostly cloudy,horse,Field,860.335,737.716,1020.829,759.818,719.581,920.768,948.39,923.647,368.307,894.777,1854.219,897.909,714.018,729.796,3388.128,4017.103,4958.685,5007.526,26.9
26-Jun,S2,P2,54.09098361,mostly cloudy,cattle,Field,2134.953,1726.064,2331.146,1945.799,1773.053,1990.99,2074.33,2338.338,925.922,1928.736,4824.031,2057.471,1771.614,1131.473,8592.321,11126.044,13916.493,13916.488,30.9
26-Jun,S2,P2,54.09098361,mostly cloudy,cattle,Lab,0,0.99,7.448,4.72,0.76,0,0,0,0.46,0,0.6,0,0,1.02,0.328,0,0,1.08,14.6
26-Jun,S2,P3,60.34234847,mostly cloudy,horse,Lab,0,0.99,4.77,5.746363636,1.52,0,0,0,0.92,0.36,0.6,0,0,2.03,0.82,0.83,0.745454545,2.15,11.63636364
26-Jun,S2,P3,60.34234847,mostly cloudy,horse,Field,1122.138,1037.143,1294.336,1195.897,1008.319,959.262,1221.723,1444.733,660.499,849.327,2311.414,1213.984,1473.886,581.113,4669.815,5102.079,6175.34,5226.896,38.6
26-Jun,S2,P4,50.69637783,mostly cloudy,cattle/sheep,Lab,0,0.099,3.82,3.77,0.76,0,0,0,0.46,0,0.6,0,0,1.121,0.082,0,0,1.08,15.4
26-Jun,S2,P4,50.69637783,mostly cloudy,cattle/sheep,Field,307.535,258.624,337.613,264.615,236.134,247.424,261.436,275.509,97.748,185.634,603.416,292.335,180.878,128.701,958.871,1324.29,1727.92,1717.638,26.3
26-Jun,S2,P5,61.71728272,mostly cloudy,none,Lab,0,0.99,6.585,5.66,1.52,0,0.11,0,0.46,0,0.6,0,0,1.02,0,0,0,1.08,18.1
26-Jun,S2,P5,61.71728272,mostly cloudy,none,Field,3995.491,3426.841,4763.223,4004.939,3774.931,3937.864,4333.279,4890.226,2424.77,3994.146,8760.879,4418.415,4623.918,3213.415,16689.388,19348.665,23659.726,22365.848,45.3
26-Jun,S2,P6,61.34835869,mostly cloudy,horse,Lab,0,0.99,7.64,6.61,1.52,0,0,0,0.92,0,0.6,0,0,1.02,0,0,0,1.08,13.72727273
26-Jun,S2,P6,61.34835869,mostly cloudy,horse,Field,3550.671,3402.962,4837.431,3301.155,3062.436,3230.332,3196.194,3748.075,1802.403,3046.765,7841.425,4351.682,3348.974,2726.919,14188.564,17462.85,19205.054,17902.334,40.8
3-Jul,S1,K2,48.39548271,partly cloudy,cattle,Lab,0,0.99,6.3,4.72,0.76,0,0.55,0,0.46,0.088,0.6,0,0,0.918,0.164,0,0,1.08,14.3
3-Jul,S1,K2,48.39548271,partly cloudy,cattle,Field,971.316,852.126,1224.077,984.132,897.411,886.236,952.472,1144.188,541.69,852.197,2095.851,741.192,1034.384,590.419,3874.206,4995.043,5714.485,5823.062,32.8
3-Jul,S1,K3,61.65451639,partly cloudy,cattle,Lab,0,0.99,6.68,5.66,1.216,0,0,0,0.92,0,0.6,0,0,0.918,0,0,0,1.08,13.2
3-Jul,S1,K3,61.65451639,partly cloudy,cattle,Field,1140.397,1066.664,1593.006,1029.524,1028.045,1142.206,1104.42,1213.189,481.123,1044.388,2591.642,921.65,827.666,823.042,4192.913,6147.043,6991.102,7355.634,36.4
3-Jul,S1,K4,60.91350649,mostly cloudy,cattle,Lab,0,0.99,6.68,5.378,1.52,0,0,0,0.506,0,0.6,0,0,1.02,0,0,0,1.08,15.8
3-Jul,S1,K4,60.91350649,mostly cloudy,cattle,Field,930.978,815.089,1217.645,936.287,903.916,1043.75,1083.479,1158.935,581.435,1004.082,1857.7,682.275,1062.509,957.62,3263.912,4271.782,5175.713,5561.002,30.4
3-Jul,S1,K5,54.9177529,mostly cloudy,cattle,Lab,0,0.99,5.73,5.66,1.52,1.898,1.1,0.53,0.92,0.44,0.6,0,1.13,1.525,0.82,0.83,0.901,2.15,19.9
3-Jul,S1,K5,54.9177529,mostly cloudy,cattle,Field,1633.356,1445.158,2253.444,1628.336,1648.263,2164.139,1988.003,2158.186,1007.742,1954.195,3786.831,1399.526,2069.34,1596.424,6836.553,9475.664,9629.147,11593.864,18.3
3-Jul,S1,K6,64.25161161,mostly cloudy,cattle,Field,3364.576,2962.985,4293.541,3419.68,3287.32,3614.706,3732.83,4176.718,2467.798,3818.077,5756.646,2611.36,4594.876,4999.756,11465.229,12245.462,13766.5,13749.058,27.5
3-Jul,S1,K6,64.25161161,mostly cloudy,cattle,Lab,0,0.99,5.73,5.66,1.52,0,0,0,0.92,0,0.6,0,0,1.02,0,0,0,1.08,18.8
3-Jul,S1,P1,56.0519992,partly cloudy,horse,Lab,0,0,3.82,3.77,0.76,0,0,0,0.46,0,0.6,0,0,0.918,0,0,0,0.972,10.2
3-Jul,S1,P1,56.0519992,partly cloudy,horse,Field,259.634,242.456,375.36,236.688,247.094,299.258,276.718,282.83,126.32,295.118,619.551,218.274,233.243,231.64,1015.222,1424.997,1535.213,1768.392,50
3-Jul,S1,P2,59.92795205,partly cloudy,cattle,Lab,0,0.99,5.73,4.72,0.76,0,0,0,0.506,0,0.6,0,0,1.02,0.246,0,0,1.08,17.8
3-Jul,S1,P2,59.92795205,partly cloudy,cattle,Field,428.549,417.696,709.759,379.773,425.144,544.597,475.039,448.672,173.956,476.105,1107.304,316.565,308.589,394.037,1565.943,2725.735,2785.739,3395.704,45.3
3-Jul,S1,P3,62.62404962,partly cloudy,horse,Lab,0,0.99,4.77,5.66,1.444,0,0,0,0.92,0,0.6,0,0,1.02,0,0,0,1.08,14.6
3-Jul,S1,P3,62.62404962,partly cloudy,horse,Field,144.015,137.824,201.502,139.173,141.01,171.134,164.781,162.982,82.01,155.073,273.077,97.999,160.183,150.446,480.602,607.191,669.659,796.503,43.1
3-Jul,S1,P4,64.58477086,partly cloudy,cattle/sheep,Lab,0,0.99,7.64,5.66,1.52,0,0,0,0.736,0,0.6,0,0,1.02,0.246,0,0,0.756,13.2
3-Jul,S1,P4,64.58477086,partly cloudy,cattle/sheep,Field,398.503,379.528,583.2,376.77,398.55,512.009,480.989,449.113,168.297,447.276,980.067,295.753,346.205,297.461,1627.286,2522.297,2687.217,3216.765,30.1
3-Jul,S1,P5,63.5030012,partly cloudy,none,Field,1041.455,927.995,1493.357,1085.74,1089.782,1168.957,1135.219,1264.965,501.853,1263.994,2623.784,753.598,1081.719,1003.46,3631.649,5777.308,6767.969,7966.212,73.1
3-Jul,S1,P5,63.5030012,partly cloudy,none,Lab,0,0.99,5.73,4.814,1.52,0,0.165,0,0.46,0.088,0.6,0,0,1.02,0.82,0.83,0.82,1.08,18.1
3-Jul,S1,P6,71.14103538,partly cloudy,horse,Lab,0,0.099,3.82,3.018,0.76,0,0,0,0.92,0.44,0.6,0,0,1.02,0,0,0,1.08,9.4
3-Jul,S1,P6,71.14103538,partly cloudy,horse,Field,2099.26,1639.196,2677.756,2053.047,1940.801,2228.48,2390.189,2528.172,828.32,2342.311,5225.55,1444.178,1622.978,1320.902,7755.255,12298.979,15733.117,18149.018,35.2
3-Jul,S2,K1,61.28756249,partly cloudy,cattle,Field,734.424,602.619,932.476,650.933,581.204,614.355,677.096,737.608,324.711,614.963,1495.094,565.223,569.957,566.032,2025.857,2961.504,3826.755,4645.782,25.7
3-Jul,S2,K1,61.28756249,partly cloudy,cattle,Lab,0,0.99,4.77,4.72,0.76,0,0,0,0.46,0,0.6,0,0,1.02,0,0,0,1.08,13.3
3-Jul,S2,K2,50.01827634,partly cloudy,cattle,Field,792.607,728.311,1129.753,727.618,725.5,868.866,857.626,880.397,409.098,828.424,1715.276,630.881,754.035,658.687,3070.542,4078.05,4406.651,4911.822,42.1
