approach,r,iter
s2,0.1532562382954696,55
s3,0.8228475568697704,55
s4,0.10026309149936026,55
s1,0.7506079676966839,56
s2,0.12747664289320165,56
s3,0.7214098918781153,56
s4,0.04139912657114313,56
s1,0.8226525917089109,57
s2,0.07072276788843149,57
s3,0.7757978306237201,57
s4,0.030069367813577885,57
s1,0.7663307506498471,58
s2,0.13751177625307545,58
s3,0.6965950713223055,58
s4,0.0667120107999985,58
s1,0.8472025514932537,59
s2,0.1963887851929455,59
s3,0.7834438884925883,59
s4,0.023982118273920057,59
s1,0.8013708858688847,60
s2,0.20121309039506352,60
s3,0.7348089571891012,60
s4,0.08008573486760226,60
s1,0.782939359095818,61
s2,0.09526696273748654,61
s3,0.7736932047592269,61
s4,-0.06419543103040537,61
s1,0.7757265715393686,62
s2,0.32218535511044466,62
s3,0.7434035146719487,62
s4,0.2292358140574205,62
s1,0.7884273248069144,63
s2,0.3033628369186472,63
s3,0.7805564781607645,63
s4,0.14712994103944171,63
s1,0.792927484965859,64
s2,-0.08028386368188473,64
s3,0.7435400731005137,64
s4,-0.11290874386394904,64
s1,0.7928288830012274,65
s2,0.03893277608181012,65
s3,0.7605549764833832,65
s4,-0.1138859252096027,65
s1,0.7773370663381678,66
s2,0.1816834857920142,66
s3,0.6799853034453845,66
s4,0.08661194830703704,66
s1,0.8472150568541617,67
s2,0.12788691080026507,67
s3,0.8121280800864387,67
s4,0.025286467802928266,67
s1,0.7658558589483703,68
s2,0.07285546621847863,68
s3,0.7565372128060486,68
s4,-0.05322139534918324,68
s1,0.7860128095062676,69
s2,0.03833891706019952,69
s3,0.6917498206753239,69
s4,-0.11811004572040466,69
s1,0.7817543578444548,70
s2,-0.048751712166658336,70
s3,0.7533923968437408,70
s4,-0.17447082849248716,70
s1,0.799014274238544,71
s2,-0.21444914766822976,71
s3,0.7683796691482271,71
s4,-0.23887571165138022,71
s1,0.7644399765309068,72
s2,-0.0710067894196065,72
s3,0.7644399765309068,72
s4,-0.09550011096489275,72
s1,0.7644480421942927,73
s2,0.10027006720471623,73
s3,0.7601595461916849,73
s4,-0.09904069919487207,73
s1,0.8040272183150309,74
s2,0.10995117732595405,74
s3,0.7875917007652025,74
s4,0.02906910290648591,74
s1,0.7756079403929099,75
s2,-0.11063332126298031,75
s3,0.7455535212227032,75
s4,-0.2144262842692269,75
s1,0.7705280195552722,76
s2,0.07772888016319163,76
s3,0.7431966043431502,76
s4,0.009366413948739261,76
s1,0.8318163200589825,77
s2,0.20942757808764725,77
s3,0.7229553953639358,77
s4,0.12460667249145851,77
s1,0.844295070572078,78
s2,0.2859139941157512,78
s3,0.8318052634030577,78
s4,0.15876572784120424,78
s1,0.7632951101848011,79
s2,0.04672625434043157,79
s3,0.7484889999781814,79
s4,-0.04488102336000234,79
s1,0.7660631925907804,80
s2,0.03275043735104445,80
s3,0.7518910170477116,80
s4,-0.050716502548200426,80
s1,0.7632799697276963,81
s2,0.03246501206910196,81
s3,0.700779028581228,81
s4,-0.13660299678157992,81
s1,0.8121085118995278,82
s2,0.38381459282205715,82
s3,0.7670959271351683,82
s4,0.32200846464651256,82
s1,0.7786785177241431,83
s2,0.10282241918444486,83
s3,0.7674544979530145,83
s4,0.07086301438752214,83
s1,0.801145232315309,84
s2,-0.07608402577263157,84
s3,0.737089031766214,84
s4,-0.14664946017406083,84
s1,0.8129923148488899,85
s2,-0.019426082601190567,85
s3,0.7722042849615678,85
s4,-0.040057157257921805,85
s1,0.759399717678244,86
s2,0.11119421744089346,86
s3,0.7379665033867897,86
s4,0.046257003704828874,86
s1,0.831216085704038,87
s2,0.3050655709173079,87
s3,0.7977424923433745,87
s4,0.22042642715475322,87
s1,0.7400944688798357,88
s2,0.023426569788507663,88
s3,0.7300675559077805,88
s4,-0.11222721702525282,88
s1,0.789841432407602,89
s2,0.2550193596994157,89
s3,0.6893986438568979,89
s4,0.1376188630590811,89
s1,0.7793549415402596,90
s2,0.0339027346292954,90
s3,0.7309961656295092,90
s4,0.002413500388325717,90
s1,0.8403403469848632,91
s2,0.207434192106218,91
s3,0.807153292534658,91
s4,0.1182385897043287,91
s1,0.7679411749268601,92
s2,0.11477832106925949,92
s3,0.7532462574149781,92
s4,-0.06756474425989634,92
s1,0.8057838737432063,93
s2,0.006169990801732339,93
s3,0.7432961915734397,93
s4,-0.12381251727613822,93
s1,0.7542381816640481,94
s2,0.30505219370546693,94
s3,0.704957541080897,94
s4,0.14792661045910133,94
s1,0.7867095718662261,95
s2,0.022418623701643353,95
s3,0.7051829490062009,95
s4,-0.08267699318131058,95
s1,0.7007961712453945,96
s2,0.09267967015130663,96
s3,0.6522803964193356,96
s4,-0.053865131514497636,96
s1,0.8180486533047194,97
s2,0.18024376747310206,97
s3,0.7692102419212445,97
s4,-0.010861711645393906,97
s1,0.7640048953347043,98
s2,-0.12695637479486305,98
s3,0.7499181902039915,98
s4,-0.22450160595308483,98
s1,0.7728101686293648,99
s2,0.07660896058870628,99
s3,0.7357678702225285,99
s4,0.0019754789238649153,99
s1,0.8064118238700617,100
s2,0.11883668518074768,100
s3,0.7649185215896149,100
s4,-0.009273253634626787,100
s1,0.802408534325342,101
s2,0.18918797100552626,101
s3,0.7487815227767352,101
s4,0.15374739874229953,101
s1,0.7936412068710693,102
s2,0.15034728508477863,102
s3,0.7589908127157445,102
s4,0.09643830870685025,102
s1,0.7903103167234207,103
s2,0.06919650026922705,103
s3,0.7597724521875655,103
s4,-0.010275864737318776,103
s1,0.8383256252026337,104
s2,0.30300613000947535,104
s3,0.7744461868442277,104
s4,0.19000378898825088,104
s1,0.8516575167511649,105
s2,0.1987352966451675,105
s3,0.8146082675755508,105
s4,0.051480202675917006,105
s1,0.8582395930990744,106
s2,0.24294031146825557,106
s3,0.8216467293620336,106
s4,0.004298947472022127,106
s1,0.796534792183748,107
s2,0.06208285217647822,107
s3,0.7831704306346066,107
s4,0.06008010436224025,107
s1,0.8054336165206463,108
s2,0.34592012259184796,108
s3,0.7960187905217498,108
s4,0.1648044827431952,108
s1,0.856347174153225,109
s2,0.2418590382805172,109
s3,0.797699710811695,109
s4,0.17727464866436943,109
s1,0.724820864270116,110
s2,0.0670493323280679,110
s3,0.7021406875802529,110
s4,-0.007777233691621838,110
s1,0.7744952383459436,111
s2,0.1044987475520897,111
s3,0.7320911518776236,111
s4,-0.03551714040257984,111
s1,0.7766128037838098,112
s2,0.2413364447302667,112
s3,0.7346065908654773,112
s4,0.10568952384995042,112
s1,0.7869146707352798,113
s2,0.1240430034562962,113
s3,0.7540749632423941,113
s4,0.05271018631063904,113
s1,0.8178667533990757,114
s2,0.03864448478187004,114
s3,0.8134325084126978,114
s4,-0.022514544534747317,114
s1,0.8224966634073052,115
s2,0.2464779756520925,115
s3,0.8171022071739144,115
s4,0.18926387054191923,115
s1,0.7967686672466333,116
s2,0.15659153423341882,116
s3,0.7479982799795504,116
s4,0.011897748409826969,116
s1,0.7562687709885798,117
s2,-0.21213685303819668,117
s3,0.7504028248476364,117
s4,-0.2644917325382732,117
s1,0.8163219007380842,118
s2,0.08331454320769074,118
s3,0.75182736022424,118
s4,-0.022874053305857546,118
s1,0.8188142671368924,119
s2,0.05267170838746591,119
s3,0.802054822326401,119
s4,-0.18532961489608868,119
s1,0.7706908975650343,120
s2,-0.03330803812353593,120
s3,0.7696216482070127,120
s4,-0.08549404913150961,120
s1,0.7430097192143443,121
s2,0.11270333118890312,121
s3,0.7172918481844686,121
s4,-0.1298135986645294,121
s1,0.7910792497037914,122
s2,0.009735319844672154,122
s3,0.7579880464377874,122
s4,-0.05371185962639589,122
s1,0.8084423430443104,123
s2,0.14011245822451507,123
s3,0.7856222987784262,123
s4,0.06948612109423066,123
s1,0.8320163028154679,124
s2,0.1598921370394493,124
s3,0.7760305785698131,124
s4,0.016480745150614186,124
s1,0.8097711980320745,125
s2,-0.05166306824518955,125
s3,0.7440542445921343,125
s4,-0.16295205656709233,125
s1,0.8193170998030539,126
s2,0.09637481004206117,126
s3,0.7716606596243669,126
s4,-0.12214784763462079,126
s1,0.7229565172758832,127
s2,-0.031160743453759392,127
s3,0.716339635099011,127
s4,-0.15089420930827066,127
s1,0.7939633935864339,128
s2,0.06017219678715409,128
s3,0.7351571118290272,128
s4,-0.1406630604351594,128
s1,0.7847929998235729,129
s2,0.1931867768939368,129
s3,0.7758820484992377,129
s4,0.008839849413672626,129
s1,0.7764489337072793,130
s2,0.20422507522008546,130
s3,0.7319357725095534,130
s4,0.09071077277538236,130
s1,0.7739422383300731,131
s2,0.018397147450937963,131
s3,0.7523174981366582,131
s4,-0.11150146257575058,131
s1,0.7971918654182106,132
s2,0.09891331001740315,132
s3,0.7862914334666867,132
s4,-0.07156657443607063,132
s1,0.8733213397414268,133
s2,0.3967488486326738,133
s3,0.8452954482723207,133
s4,0.33405622623905784,133
s1,0.8553065214602352,134
s2,0.1039445944747897,134
s3,0.7777666078505645,134
s4,0.06510217572499948,134
s1,0.8093044854148165,135
s2,0.11281162753957,135
s3,0.7908408052798087,135
s4,0.009431888603202404,135
s1,0.8344235310919498,136
s2,0.10351786800877975,136
s3,0.8075294268361259,136
s4,-0.09971187598107778,136
s1,0.7850451001185059,137
s2,0.020929312247948653,137
s3,0.7814638299390324,137
s4,-0.09296708721619397,137
s1,0.8182063900874639,138
s2,-0.01861049168015333,138
s3,0.7517912649266698,138
s4,-0.19992314813525597,138
s1,0.8096867424251626,139
s2,0.23155997298482905,139
s3,0.7600959186582668,139
s4,0.1422164138600796,139
s1,0.7752606546158581,140
s2,0.07965675170541064,140
s3,0.7519863129573393,140
s4,-0.03236034873571681,140
s1,0.8265707673685563,141
s2,0.06271175687426342,141
s3,0.7370963869758538,141
s4,-0.0665504809209798,141
s1,0.7847833798309234,142
s2,-0.021811789490304212,142
s3,0.7567895857615627,142
s4,-0.10309385919522769,142
s1,0.8081985299610739,143
s2,0.12386915439723331,143
s3,0.7715122854022491,143
s4,0.04151501639179686,143
s1,0.7809759275988716,144
s2,0.04653304051462041,144
s3,0.7527211215677332,144
s4,-0.04418188372630031,144
s1,0.8082652886188088,145
s2,0.20320651889568006,145
s3,0.7788413472215249,145
s4,0.056361232553536776,145
s1,0.827888885875017,146
s2,0.39429621217241373,146
s3,0.8019233598416374,146
s4,0.2801733606290161,146
s1,0.749537535473114,147
s2,0.08798099161298176,147
s3,0.7357854444000012,147
s4,-0.1417505928651286,147
s1,0.7913628095695168,148
s2,-0.07030529384476576,148
s3,0.7504375654787026,148
s4,-0.1681059551847193,148
s1,0.8405304199402854,149
s2,0.23826681130579996,149
s3,0.7995551520332389,149
s4,0.1878880638243185,149
s1,0.816003111527545,150
s2,0.11538492867584282,150
s3,0.77356920123191,150
s4,0.00423928466553111,150
s1,0.6957980154535697,151
s2,-0.12579673693993904,151
s3,0.6832675557201556,151
s4,-0.33306728134174624,151
s1,0.8242223266417735,152
s2,0.10266551813842109,152
s3,0.7542593833003378,152
s4,-0.001213997102138098,152
s1,0.8373091311371474,153
s2,0.21166443357166642,153
s3,0.8097928757915946,153
s4,0.03330818155151669,153
s1,0.7977477895911739,154
s2,0.23904815230813442,154
s3,0.6862497526604553,154
s4,0.17552137189165523,154
s1,0.8016783213271996,155
s2,0.12727035888895757,155
s3,0.7354401551984643,155
s4,-0.03588628703294088,155
s1,0.8562125828946299,156
s2,0.10277296333676375,156
s3,0.836053843599273,156
s4,-0.01727503910370041,156
s1,0.7756638944311838,157
s2,0.0758036999033305,157
s3,0.7211541185112496,157
s4,0.014205738430896158,157
s1,0.8306644271978059,158
s2,0.27054592971723757,158
s3,0.7622057196296392,158
s4,0.058786691849821195,158
s1,0.8081645922914577,159
s2,0.03787769076525924,159
s3,0.7294621852492764,159
s4,-0.04859303003559491,159
s1,0.8332467336965014,160
s2,0.2857919742803844,160
s3,0.8122967331640119,160
s4,0.13769600205828122,160
s1,0.8071391115919143,161
s2,0.19439236189606499,161
s3,0.7582244486516077,161
s4,0.0549469048925316,161
s1,0.8051923795247591,162
s2,0.3968049194687715,162
s3,0.776497823212748,162
s4,0.2759456011297199,162
s1,0.7571608977340067,163
s2,0.08662535127130405,163
s3,0.71535957192763,163
s4,0.006106484215422717,163
s1,0.752068662350136,164
s2,0.08243127812021947,164
s3,0.7423842033725369,164
s4,0.0016492432256836665,164
s1,0.7156457253329646,165
s2,-0.042360401981007365,165
s3,0.7085817986233507,165
s4,-0.08968810274769189,165
s1,0.8000157445899824,166
s2,-0.05553371577272587,166
s3,0.7922703067507955,166
s4,-0.0992499194507873,166
s1,0.7383364236007237,167
s2,0.0779326276547651,167
s3,0.7154581066016006,167
s4,0.06517944696793324,167
s1,0.7327281373467537,168
s2,0.03944399446010879,168
s3,0.6530723493594011,168
s4,0.009023389901056902,168
s1,0.750748623485259,169
s2,0.12167425070437028,169
s3,0.7053071249534052,169
s4,0.05888851402117554,169
s1,0.8497749441125956,170
s2,0.2447169755152398,170
s3,0.8261094910137322,170
s4,0.1935181943898999,170
s1,0.7089739168106011,171
s2,0.04915754397080895,171
s3,0.6988797642002286,171
s4,0.0006668835782768362,171
s1,0.8404217940662226,172
s2,0.1949072111383833,172
s3,0.7999031325410935,172
s4,0.055674976099189186,172
s1,0.8380640678886089,173
s2,0.021751319235348333,173
s3,0.8291851607890163,173
s4,-0.197534226523008,173
s1,0.8214435778184835,174
s2,0.31079365826683486,174
s3,0.7983344275339589,174
s4,0.21206133214671286,174
s1,0.7885494362898422,175
s2,0.023866487362796646,175
s3,0.7710084373262298,175
s4,-0.06161712673702233,175
s1,0.837310377401901,176
s2,0.18969534255675324,176
s3,0.837310377401901,176
s4,0.0849829190182044,176
s1,0.8132275588597352,177
s2,0.21844688865876502,177
s3,0.7962487564464611,177
s4,0.11052603351836734,177
s1,0.7662123220945765,178
s2,0.13856524494857286,178
s3,0.7452116118307774,178
s4,0.030376904210777357,178
s1,0.84672801727104,179
s2,0.3318550790575744,179
s3,0.8325014830606046,179
s4,0.20929596324095207,179
s1,0.7910266394869264,180
s2,-0.12447551882449767,180
s3,0.7361352219857531,180
s4,-0.18741619436104054,180
s1,0.7750730517042641,181
s2,-0.03174800889058319,181
s3,0.6487069638007036,181
s4,-0.16736790069704294,181
s1,0.8067267222146637,182
s2,0.1286502720060396,182
s3,0.763998918643327,182
s4,-0.014399967835628729,182
s1,0.7703682278101514,183
s2,0.007179846026841652,183
s3,0.700661620838724,183
s4,-0.03265830566007747,183
s1,0.7800430014280852,184
s2,0.0854468781747037,184
s3,0.726225064173567,184
s4,0.004216502229345276,184
s1,0.8179138053450996,185
s2,0.16842420635308247,185
s3,0.7892837407546028,185
s4,0.11660024782392789,185
s1,0.7764989282359531,186
s2,-0.10698594531631138,186
s3,0.7643690679213779,186
s4,-0.19445225959662857,186
s1,0.809413187931554,187
s2,0.26057948111714174,187
s3,0.7581418662904301,187
s4,0.06650271818846269,187
s1,0.8358070280472154,188
s2,0.19229427580228473,188
s3,0.8301592709748953,188
s4,0.014075476748532944,188
s1,0.8227146651353389,189
s2,-0.04571780401303781,189
s3,0.7808892158669074,189
s4,-0.14245257512944542,189
s1,0.7048185416186679,190
s2,0.0999727751765204,190
s3,0.6824996786929133,190
s4,0.043633880489495985,190
s1,0.7891035008528966,191
s2,-0.05390324463632919,191
s3,0.7452813467486341,191
s4,-0.15403565330936422,191
s1,0.8169139176547547,192
s2,0.26629852861303765,192
s3,0.768284551987338,192
s4,0.18070301664121882,192
s1,0.7908949737676118,193
s2,0.2033854189820362,193
s3,0.7632526590457935,193
s4,0.01710275606522179,193
s1,0.797305759800507,194
s2,0.0680897574739445,194
s3,0.7392302556106533,194
s4,-0.03983458906129517,194
s1,0.8474193178900542,195
s2,0.22217352501205284,195
s3,0.812065382768289,195
s4,0.14262105700528713,195
s1,0.8301343400056084,196
s2,-0.013967976141931304,196
s3,0.7703977907770342,196
s4,-0.11159179318753279,196
s1,0.7825575621625805,197
s2,0.1880521813206039,197
s3,0.7825575621625805,197
s4,0.02801136383320027,197
s1,0.8252690153264677,198
s2,0.1575499238951459,198
s3,0.756312457021455,198
s4,0.09731516313168442,198
s1,0.835453373219407,199
s2,0.3406375880550577,199
s3,0.8099813300866728,199
s4,0.2006014092548632,199
s1,0.771704985883018,200
s2,0.18954275246390653,200
s3,0.7323140834996326,200
s4,0.11441317711783641,200
s1,0.8647713966094063,201
s2,0.2249315515471934,201
s3,0.8167518544588281,201
s4,0.15211135443318322,201
s1,0.7647330736624298,202
s2,-0.029765651433805208,202
s3,0.7461266289205906,202
s4,-0.07876151564137411,202
s1,0.8154285543734696,203
s2,0.28171803630767533,203
s3,0.7873277561254154,203
s4,0.2142960355760751,203
s1,0.771464451886073,204
s2,0.14843284491605493,204
s3,0.6986252104706999,204
s4,0.05353824189015623,204
s1,0.8028220348000034,205
s2,0.010486358471661105,205
s3,0.7405839069484401,205
s4,-0.18689679350918206,205
s1,0.7843994057486874,206
s2,0.23634687812282498,206
s3,0.7808873816132614,206
s4,0.18117191336976673,206
s1,0.7869593051322712,207
s2,0.24563238488183758,207
s3,0.7753822453758448,207
s4,0.05131184863415548,207
s1,0.8281997274728263,208
s2,0.13761972573743825,208
s3,0.789661999162346,208
s4,-0.04846414940972382,208
s1,0.8227170497472572,209
s2,0.21744157061910335,209
s3,0.760132150073585,209
s4,0.18323776073404438,209
s1,0.7883904077137107,210
s2,-0.06269176805888657,210
s3,0.770566580730954,210
s4,-0.18572491412534609,210
s1,0.8386804762946471,211
s2,0.3043998350912938,211
s3,0.8287725789332427,211
s4,0.2597350960737551,211
s1,0.7857073439719017,212
s2,0.1443669480936637,212
s3,0.760004600394933,212
s4,-0.06493282460710818,212
s1,0.7838193415902173,213
s2,0.07433118298838287,213
s3,0.7603929239912878,213
s4,-0.12110821274255883,213
s1,0.803803129150463,214
s2,0.11842152507270018,214
s3,0.7509938609333643,214
s4,0.0012083903144041,214
s1,0.8224237949098727,215
s2,0.19072773802984505,215
s3,0.7682859210220587,215
s4,0.06494181978298216,215
s1,0.8393666503466581,216
s2,0.39985863274375416,216
s3,0.8360004558775687,216
s4,0.21275900503934145,216
s1,0.7923502512992888,217
s2,0.24113995839568814,217
s3,0.7676643642614069,217
s4,0.2203264523873388,217
s1,0.7783180133396457,218
s2,0.14774225101663424,218
s3,0.744473074893368,218
s4,0.12485112769469611,218
s1,0.7954925779122936,219
s2,0.14492463931539107,219
s3,0.7416640111365382,219
s4,0.0642212208963662,219
s1,0.8052235371306249,220
s2,0.0024717208840980775,220
s3,0.7687156093724565,220
s4,-0.053743600298221214,220
s1,0.8093720095561492,221
s2,-0.041674280734109975,221
s3,0.796412855916912,221
s4,-0.12075568789732379,221
s1,0.7707651904604326,222
s2,-0.014392445372351537,222
s3,0.6955755419507227,222
s4,-0.11481342150467085,222
s1,0.7341223964012233,223
s2,-0.14347067598107452,223
s3,0.654752405929943,223
s4,-0.3471208992887175,223
s1,0.7766464208347367,224
s2,0.16055130291661432,224
s3,0.7622631860718985,224
s4,-0.015167125448199764,224
s1,0.8081951476960956,225
s2,0.020920704078805946,225
s3,0.7670556203843265,225
s4,-0.00832424532637992,225
s1,0.8519810849305045,226
s2,0.12941623278234568,226
s3,0.7902346067579755,226
s4,0.02624018003231555,226
s1,0.8420814491969107,227
s2,0.11075619311475655,227
s3,0.7840485050556123,227
s4,-0.043801398657894355,227
s1,0.8815586091980692,228
s2,0.21472018920477115,228
s3,0.8253810027169776,228
s4,0.19100214673861887,228
s1,0.8347804297477079,229
s2,0.3008563820295355,229
s3,0.7891565130171976,229
s4,0.1934996882524334,229
s1,0.7756169233681264,230
s2,-0.052861700730801785,230
s3,0.730234027678247,230
s4,-0.17210000197929948,230
s1,0.7391418127894104,231
s2,0.07965305137581333,231
s3,0.6915671959023644,231
s4,-0.054456632170406374,231
s1,0.7764416496651485,232
s2,-0.19011715486622144,232
s3,0.7261910261306981,232
s4,-0.306661538246082,232
s1,0.7905146155260744,233
s2,0.16081862763504134,233
s3,0.6984481956858667,233
s4,0.08009585564071953,233
s1,0.7942071677179015,234
s2,0.01025915604042911,234
s3,0.7627651216171756,234
s4,-0.10495331951765807,234
s1,0.8032027999353808,235
s2,0.203222318142061,235
s3,0.7769452562975785,235
s4,0.15928279161943554,235
s1,0.7935990736136505,236
s2,-0.13460939409833803,236
s3,0.7267909299225698,236
s4,-0.19632819975043425,236
s1,0.8502504559473923,237
s2,0.11981521832135655,237
s3,0.8019394309446584,237
s4,-0.014573393028047507,237
s1,0.8381573038719609,238
s2,0.2120523849387162,238
s3,0.7976583219728143,238
s4,0.09013783930307236,238
s1,0.746944855935425,239
s2,0.0013329634602860436,239
s3,0.700419564041334,239
s4,-0.1339370231039721,239
s1,0.7720339643253349,240
s2,0.11378241575247816,240
s3,0.6540484498807615,240
s4,-0.11677771093432938,240
s1,0.8041193725946624,241
s2,0.062625148411668,241
s3,0.7461091280066251,241
s4,-0.05094452095459649,241
s1,0.8272409699513512,242
s2,0.1454910976791695,242
s3,0.8146300499340778,242
s4,-0.0746153250275425,242
s1,0.7811074663251556,243
s2,0.17297568004228975,243
s3,0.7662911651374568,243
s4,0.1463410772087707,243
s1,0.7747396829233212,244
s2,0.06465088948334134,244
s3,0.7333453339193647,244
s4,-0.1390211339295167,244
s1,0.7781814935710687,245
s2,0.203022766448697,245
s3,0.6819644803671792,245
s4,0.04940254550492523,245
s1,0.7972369859575127,246
s2,0.10749409711654678,246
s3,0.7028175382249398,246
s4,-0.09105263553974284,246
s1,0.8248640733315116,247
s2,0.07472179232036313,247
s3,0.7639503863496361,247
s4,-0.10720154373280204,247
