N,Method,Metric,Bias,Variance,Time
100,10-Fold CV,R2,-0.16412805404673186,0.0,0.006372928619384766
100,10-Fold CV,RMSE,0.0010844386424491148,0.08140281115608197,0.006372928619384766
100,10-Fold CV,Correlation,-0.3485392069308956,0.0,0.0065119266510009766
100,10-Fold CV,R2,-0.31483783136082333,0.0,0.0065119266510009766
100,10-Fold CV,RMSE,0.1069838858704355,0.049295252877808504,0.0065119266510009766
100,10-Fold CV,Correlation,0.01998087874129079,0.0,0.006829977035522461
100,10-Fold CV,R2,-0.15746735211298868,0.0,0.006829977035522461
100,10-Fold CV,RMSE,-0.06973436395166055,0.02795423732849615,0.006829977035522461
100,10-Fold CV,Correlation,-0.10235081087715114,0.0,0.0063779354095458984
100,10-Fold CV,R2,-0.25859031085209405,0.0,0.0063779354095458984
100,10-Fold CV,RMSE,-0.02189032754097231,0.017394429506523104,0.0063779354095458984
100,10-Fold CV,Correlation,-0.037094319564840016,0.0,0.006293058395385742
100,10-Fold CV,R2,-0.18040785605275983,0.0,0.006293058395385742
100,10-Fold CV,RMSE,0.06401529350858981,0.027865835612579215,0.006293058395385742
100,10-Fold CV,Correlation,0.12571458626678703,0.0,0.006573915481567383
100,10-Fold CV,R2,-0.02571150531823435,0.0,0.006573915481567383
100,10-Fold CV,RMSE,0.028989588913204356,0.05068147450273549,0.006573915481567383
100,10-Fold CV,Correlation,-0.051583153795523876,0.0,0.0067560672760009766
100,10-Fold CV,R2,-0.5161887720049511,0.0,0.0067560672760009766
100,10-Fold CV,RMSE,0.043708360041166294,0.02182230635209782,0.0067560672760009766
100,10-Fold CV,Correlation,0.11359734044173943,0.0,0.006789207458496094
100,10-Fold CV,R2,-0.35156078174250693,0.0,0.006789207458496094
100,10-Fold CV,RMSE,-0.1511089081193857,0.03186331946055096,0.006789207458496094
100,10-Fold CV,Correlation,-0.011064282227711358,0.0,0.006250143051147461
100,10-Fold CV,R2,-0.0460269305986513,0.0,0.006250143051147461
100,10-Fold CV,RMSE,-0.12909079379611355,0.026582866528211763,0.006250143051147461
100,10-Fold CV,Correlation,-0.12148123565728564,0.0,0.006777048110961914
100,10-Fold CV,R2,-0.693933268985058,0.0,0.006777048110961914
100,10-Fold CV,RMSE,-0.014713600163352325,0.06009282544185135,0.006777048110961914
100,10-Fold CV,Correlation,0.06229241371008191,0.0,0.0067059993743896484
100,10-Fold CV,R2,-0.09672468183614427,0.0,0.0067059993743896484
100,10-Fold CV,RMSE,-0.018804419320201715,0.03569906033612465,0.0067059993743896484
100,10-Fold CV,Correlation,-0.16387038543579768,0.0,0.006439924240112305
100,10-Fold CV,R2,-0.6071259942181804,0.0,0.006439924240112305
100,10-Fold CV,RMSE,0.07107514374278123,0.012867706341844993,0.006439924240112305
100,10-Fold CV,Correlation,0.10645871399223437,0.0,0.0066089630126953125
100,10-Fold CV,R2,-0.13231462929229335,0.0,0.0066089630126953125
100,10-Fold CV,RMSE,0.025302825300255405,0.03043331413925654,0.0066089630126953125
100,10-Fold CV,Correlation,-0.12719450657783607,0.0,0.006476640701293945
100,10-Fold CV,R2,-0.1729457779479075,0.0,0.006476640701293945
100,10-Fold CV,RMSE,0.10475745326381314,0.0878442775515597,0.006476640701293945
100,10-Fold CV,Correlation,-0.16432669970023672,0.0,0.00631403923034668
100,10-Fold CV,R2,-0.3422458799549392,0.0,0.00631403923034668
100,10-Fold CV,RMSE,0.05449024465574914,0.032336506239786365,0.00631403923034668
100,10-Fold CV,Correlation,0.044979521399347765,0.0,0.006793022155761719
100,10-Fold CV,R2,-0.06948852815946754,0.0,0.006793022155761719
100,10-Fold CV,RMSE,0.06299342488681692,0.03098874205157575,0.006793022155761719
100,10-Fold CV,Correlation,-0.06224529132923248,0.0,0.0064640045166015625
100,10-Fold CV,R2,-0.12418092690219876,0.0,0.0064640045166015625
100,10-Fold CV,RMSE,0.08076206627933136,0.0543936473235309,0.0064640045166015625
100,10-Fold CV,Correlation,-0.06601765950932678,0.0,0.00633692741394043
100,10-Fold CV,R2,-0.17331275627771575,0.0,0.00633692741394043
100,10-Fold CV,RMSE,-0.050090860932787695,0.017008471021982875,0.00633692741394043
100,10-Fold CV,Correlation,-0.010881007168926617,0.0,0.006325960159301758
100,10-Fold CV,R2,-0.390588520233374,0.0,0.006325960159301758
100,10-Fold CV,RMSE,0.06524926345273463,0.04598696611744574,0.006325960159301758
100,10-Fold CV,Correlation,-0.2333767130238433,0.0,0.006449699401855469
100,10-Fold CV,R2,-0.29120956695205313,0.0,0.006449699401855469
100,10-Fold CV,RMSE,0.10255685843483597,0.043322472248189275,0.006449699401855469
100,10-Fold CV,Correlation,0.1956219497242146,0.0,0.006783008575439453
100,10-Fold CV,R2,-0.075094317588942,0.0,0.006783008575439453
100,10-Fold CV,RMSE,-0.03270647501825241,0.08311515568295019,0.006783008575439453
100,10-Fold CV,Correlation,0.11364138424561109,0.0,0.006886959075927734
100,10-Fold CV,R2,-0.24451291338031966,0.0,0.006886959075927734
100,10-Fold CV,RMSE,-0.08827721201054062,0.03911805487785862,0.006886959075927734
100,10-Fold CV,Correlation,0.07902682483944434,0.0,0.006473064422607422
100,10-Fold CV,R2,-0.437864403768063,0.0,0.006473064422607422
100,10-Fold CV,RMSE,0.10661022389554198,0.0460218869772013,0.006473064422607422
100,10-Fold CV,Correlation,0.11811347733686253,0.0,0.006451845169067383
100,10-Fold CV,R2,-0.1391776809245112,0.0,0.006451845169067383
100,10-Fold CV,RMSE,-0.005031197877669369,0.0438201754384182,0.006451845169067383
100,10-Fold CV,Correlation,0.11692240506902887,0.0,0.007182121276855469
100,10-Fold CV,R2,-0.2517786485449194,0.0,0.007182121276855469
100,10-Fold CV,RMSE,-0.05584210432586789,0.059441648999648614,0.007182121276855469
100,10-Fold CV,Correlation,0.1138069609042495,0.0,0.006364107131958008
100,10-Fold CV,R2,-0.1607576176973858,0.0,0.006364107131958008
100,10-Fold CV,RMSE,-0.10643077596836759,0.06306910563334317,0.006364107131958008
100,10-Fold CV,Correlation,-0.1418694079187215,0.0,0.0065042972564697266
100,10-Fold CV,R2,-0.18539390341145162,0.0,0.0065042972564697266
100,10-Fold CV,RMSE,0.16998545083178263,0.040465067906647965,0.0065042972564697266
100,10-Fold CV,Correlation,0.026090629882964494,0.0,0.006863117218017578
100,10-Fold CV,R2,-0.1502129022266859,0.0,0.006863117218017578
100,10-Fold CV,RMSE,0.0077635338505333,0.047393970942368274,0.006863117218017578
100,10-Fold CV,Correlation,0.17548615067743195,0.0,0.00621485710144043
100,10-Fold CV,R2,0.04824675092176953,0.0,0.00621485710144043
100,10-Fold CV,RMSE,-0.09979270469781631,0.03939772370082981,0.00621485710144043
100,10-Fold CV,Correlation,-0.04015494421666054,0.0,0.006226778030395508
100,10-Fold CV,R2,-0.36721129121194945,0.0,0.006226778030395508
100,10-Fold CV,RMSE,0.011577116755821848,0.010292533231586168,0.006226778030395508
100,10-Fold CV,Correlation,0.07220693960342767,0.0,0.006706953048706055
100,10-Fold CV,R2,-0.18222715189245942,0.0,0.006706953048706055
100,10-Fold CV,RMSE,-0.06402908758043402,0.03944155078762085,0.006706953048706055
100,10-Fold CV,Correlation,-0.05020520674434675,0.0,0.006473064422607422
100,10-Fold CV,R2,-0.23921234775872102,0.0,0.006473064422607422
100,10-Fold CV,RMSE,0.1359765900981611,0.10963580038661531,0.006473064422607422
100,10-Fold CV,Correlation,0.24807778449779008,0.0,0.006313323974609375
100,10-Fold CV,R2,-0.12279038863027666,0.0,0.006313323974609375
100,10-Fold CV,RMSE,-0.19453438591495265,0.037722534717087454,0.006313323974609375
100,10-Fold CV,Correlation,-0.14765172311633945,0.0,0.006907939910888672
100,10-Fold CV,R2,-0.1796903723998687,0.0,0.006907939910888672
100,10-Fold CV,RMSE,0.12154829685971547,0.04848263848182216,0.006907939910888672
100,10-Fold CV,Correlation,0.28576201253109396,0.0,0.00650787353515625
100,10-Fold CV,R2,-0.3031918720188759,0.0,0.00650787353515625
100,10-Fold CV,RMSE,-0.0453157822865391,0.1269927326872931,0.00650787353515625
100,10-Fold CV,Correlation,-0.28666129654784,0.0,0.0063762664794921875
100,10-Fold CV,R2,-0.5150982447057852,0.0,0.0063762664794921875
100,10-Fold CV,RMSE,0.11414746787982177,0.050833959358717165,0.0063762664794921875
100,10-Fold CV,Correlation,0.25262949336238427,0.0,0.006463050842285156
100,10-Fold CV,R2,-0.23444133646927193,0.0,0.006463050842285156
100,10-Fold CV,RMSE,-0.0979805757354556,0.04036220053859352,0.006463050842285156
100,10-Fold CV,Correlation,0.009580346468681677,0.0,0.006290912628173828
100,10-Fold CV,R2,-0.3257178305388908,0.0,0.006290912628173828
100,10-Fold CV,RMSE,0.14006342590226928,0.08323151620004783,0.006290912628173828
100,10-Fold CV,Correlation,-0.030785972317949842,0.0,0.0064182281494140625
100,10-Fold CV,R2,-0.2861957874982821,0.0,0.0064182281494140625
100,10-Fold CV,RMSE,-0.05988752619701743,0.09070084992844643,0.0064182281494140625
100,10-Fold CV,Correlation,0.003200917652286899,0.0,0.006802797317504883
100,10-Fold CV,R2,-0.27610129474352874,0.0,0.006802797317504883
100,10-Fold CV,RMSE,0.09565123395086172,0.06221710161401641,0.006802797317504883
100,10-Fold CV,Correlation,0.09782503853184063,0.0,0.0064427852630615234
100,10-Fold CV,R2,-0.03736147279074484,0.0,0.0064427852630615234
100,10-Fold CV,RMSE,-0.06252653132570396,0.044389123686097834,0.0064427852630615234
100,10-Fold CV,Correlation,-0.007164659297692726,0.0,0.006433010101318359
100,10-Fold CV,R2,-0.13200379789827318,0.0,0.006433010101318359
100,10-Fold CV,RMSE,0.05074791758263242,0.03392067724976751,0.006433010101318359
100,10-Fold CV,Correlation,-0.24225910459848027,0.0,0.006539106369018555
100,10-Fold CV,R2,-0.2843033033173232,0.0,0.006539106369018555
100,10-Fold CV,RMSE,0.017031540305536996,0.08132018400172888,0.006539106369018555
100,10-Fold CV,Correlation,-0.05753385299673674,0.0,0.006277799606323242
100,10-Fold CV,R2,-0.45136542599119367,0.0,0.006277799606323242
100,10-Fold CV,RMSE,0.09101150402284341,0.054970710520114686,0.006277799606323242
100,10-Fold CV,Correlation,-0.024831417028015126,0.0,0.006293058395385742
100,10-Fold CV,R2,-0.21770647442991573,0.0,0.006293058395385742
100,10-Fold CV,RMSE,-5.481652214056609e-05,0.0737133020449253,0.006293058395385742
100,10-Fold CV,Correlation,-0.030435634186987942,0.0,0.006720781326293945
100,10-Fold CV,R2,-0.14951622491447256,0.0,0.006720781326293945
100,10-Fold CV,RMSE,-0.04054371907754284,0.058551603220117175,0.006720781326293945
100,10-Fold CV,Correlation,-0.13508933814018886,0.0,0.00656580924987793
100,10-Fold CV,R2,-0.21372731509172307,0.0,0.00656580924987793
100,10-Fold CV,RMSE,-0.12288289029704835,0.04593037711540192,0.00656580924987793
100,10-Fold CV,Correlation,0.06971923277386562,0.0,0.006285190582275391
100,10-Fold CV,R2,-0.6023448583009308,0.0,0.006285190582275391
100,10-Fold CV,RMSE,-0.02610105043390698,0.06065974820794484,0.006285190582275391
100,10-Fold CV,Correlation,-0.014273065198440892,0.0,0.006343841552734375
100,10-Fold CV,R2,-0.08583052769550585,0.0,0.006343841552734375
100,10-Fold CV,RMSE,-0.12340245331236788,0.020676714788849575,0.006343841552734375
100,10-Fold CV,Correlation,0.025547602478546337,0.0,0.006475925445556641
100,10-Fold CV,R2,-0.08606749711145706,0.0,0.006475925445556641
100,10-Fold CV,RMSE,0.014972262770822198,0.034047518636245624,0.006475925445556641
100,10-Fold CV,Correlation,-0.055044154518499894,0.0,0.0065419673919677734
100,10-Fold CV,R2,-0.12415299861303153,0.0,0.0065419673919677734
100,10-Fold CV,RMSE,-0.05280094451638262,0.04719824571028575,0.0065419673919677734
100,10-Fold CV,Correlation,-0.020099312318376864,0.0,0.0064771175384521484
100,10-Fold CV,R2,-0.00512691301292037,0.0,0.0064771175384521484
100,10-Fold CV,RMSE,0.0476818518478932,0.04250398679488692,0.0064771175384521484
100,10-Fold CV,Correlation,-0.14307473884179706,0.0,0.006211996078491211
100,10-Fold CV,R2,-0.34275458637003264,0.0,0.006211996078491211
100,10-Fold CV,RMSE,0.09904954961092449,0.07666313011573964,0.006211996078491211
100,10-Fold CV,Correlation,0.034656306930753486,0.0,0.006840705871582031
100,10-Fold CV,R2,-0.12322187596327447,0.0,0.006840705871582031
100,10-Fold CV,RMSE,-0.08564638457493634,0.031158199295747795,0.006840705871582031
100,10-Fold CV,Correlation,-0.09794844581504453,0.0,0.006512165069580078
100,10-Fold CV,R2,-0.713422389368794,0.0,0.006512165069580078
100,10-Fold CV,RMSE,0.06811220385300998,0.03226065003119611,0.006512165069580078
100,10-Fold CV,Correlation,0.06349505743568667,0.0,0.006426095962524414
100,10-Fold CV,R2,-0.24176792560667443,0.0,0.006426095962524414
100,10-Fold CV,RMSE,-0.02812602172992751,0.05096220623506227,0.006426095962524414
100,10-Fold CV,Correlation,-0.38850265963981306,0.0,0.0064198970794677734
100,10-Fold CV,R2,-0.3769363707507301,0.0,0.0064198970794677734
100,10-Fold CV,RMSE,0.143639492465371,0.03193985805515765,0.0064198970794677734
100,10-Fold CV,Correlation,-0.15980264706669245,0.0,0.006381988525390625
100,10-Fold CV,R2,-0.20588373552373251,0.0,0.006381988525390625
100,10-Fold CV,RMSE,0.07094043310739084,0.03295150251205968,0.006381988525390625
100,10-Fold CV,Correlation,-0.04702392474741319,0.0,0.006350994110107422
100,10-Fold CV,R2,-0.5261067677801978,0.0,0.006350994110107422
100,10-Fold CV,RMSE,0.07622579580359856,0.04697908269948438,0.006350994110107422
100,10-Fold CV,Correlation,-0.24532159038659954,0.0,0.0063018798828125
100,10-Fold CV,R2,-0.14065428346755682,0.0,0.0063018798828125
100,10-Fold CV,RMSE,0.08160148375490373,0.037753687265171455,0.0063018798828125
100,10-Fold CV,Correlation,-0.16432922408378053,0.0,0.006487131118774414
100,10-Fold CV,R2,-0.2674165368695345,0.0,0.006487131118774414
100,10-Fold CV,RMSE,-0.014302812165531753,0.04450422438950179,0.006487131118774414
100,10-Fold CV,Correlation,-0.028868077101300307,0.0,0.00646209716796875
100,10-Fold CV,R2,-0.2542521061513048,0.0,0.00646209716796875
100,10-Fold CV,RMSE,-0.032361028909266176,0.0759989613675222,0.00646209716796875
100,10-Fold CV,Correlation,-0.015200831009901713,0.0,0.006396770477294922
100,10-Fold CV,R2,-0.13357943234584685,0.0,0.006396770477294922
100,10-Fold CV,RMSE,-0.12605063291090335,0.0198459228609768,0.006396770477294922
100,10-Fold CV,Correlation,0.12435544706895822,0.0,0.006623983383178711
100,10-Fold CV,R2,-0.03925345889545742,0.0,0.006623983383178711
100,10-Fold CV,RMSE,-0.09776431342189795,0.058009189716049334,0.006623983383178711
100,10-Fold CV,Correlation,-0.30507305937695295,0.0,0.006414175033569336
100,10-Fold CV,R2,-0.34896652374122095,0.0,0.006414175033569336
100,10-Fold CV,RMSE,-0.07159394358442794,0.041074970990889345,0.006414175033569336
100,10-Fold CV,Correlation,-0.08722529413427489,0.0,0.006723880767822266
100,10-Fold CV,R2,-0.230547006176002,0.0,0.006723880767822266
100,10-Fold CV,RMSE,-0.0022423986990891542,0.05332065543910578,0.006723880767822266
100,10-Fold CV,Correlation,-0.08786128121742026,0.0,0.006362199783325195
100,10-Fold CV,R2,-0.3686244598353317,0.0,0.006362199783325195
100,10-Fold CV,RMSE,-0.011500552360287353,0.051348161113313494,0.006362199783325195
100,10-Fold CV,Correlation,-0.013328612791352251,0.0,0.0063097476959228516
100,10-Fold CV,R2,-0.20853321511145786,0.0,0.0063097476959228516
100,10-Fold CV,RMSE,0.053762868251251206,0.03046808979970783,0.0063097476959228516
100,10-Fold CV,Correlation,0.14498007560862522,0.0,0.006489753723144531
100,10-Fold CV,R2,-0.1721185279233325,0.0,0.006489753723144531
100,10-Fold CV,RMSE,-0.18728818755239374,0.03476430999974129,0.006489753723144531
100,10-Fold CV,Correlation,-0.028316682283860802,0.0,0.006726980209350586
100,10-Fold CV,R2,-0.1589576508330974,0.0,0.006726980209350586
100,10-Fold CV,RMSE,-0.0331686429132978,0.031200972430069397,0.006726980209350586
100,10-Fold CV,Correlation,0.06240930054085023,0.0,0.006371259689331055
100,10-Fold CV,R2,-0.17795474243757448,0.0,0.006371259689331055
100,10-Fold CV,RMSE,-0.14786372703725237,0.09388864183486681,0.006371259689331055
100,10-Fold CV,Correlation,-0.2918998960102888,0.0,0.0062389373779296875
100,10-Fold CV,R2,-0.22911823368184112,0.0,0.0062389373779296875
100,10-Fold CV,RMSE,-0.08171792448509263,0.05402655392698456,0.0062389373779296875
100,10-Fold CV,Correlation,0.08991247195683194,0.0,0.0063288211822509766
100,10-Fold CV,R2,-0.1465466708898135,0.0,0.0063288211822509766
100,10-Fold CV,RMSE,-0.018484060340453023,0.03242734447301023,0.0063288211822509766
100,10-Fold CV,Correlation,0.08553226240373393,0.0,0.006356000900268555
100,10-Fold CV,R2,-0.06750754402090628,0.0,0.006356000900268555
100,10-Fold CV,RMSE,-0.1415088851029439,0.05546872658728076,0.006356000900268555
100,10-Fold CV,Correlation,-0.10256268233550629,0.0,0.006396055221557617
100,10-Fold CV,R2,-0.3702488827236033,0.0,0.006396055221557617
100,10-Fold CV,RMSE,0.059068682509708426,0.04981824344459523,0.006396055221557617
100,10-Fold CV,Correlation,-0.23788277683273534,0.0,0.006784200668334961
100,10-Fold CV,R2,-0.3393026058870291,0.0,0.006784200668334961
100,10-Fold CV,RMSE,-0.02251381803437158,0.038993891633667,0.006784200668334961
100,10-Fold CV,Correlation,-0.4219325958374418,0.0,0.006345987319946289
100,10-Fold CV,R2,-0.7676995709403368,0.0,0.006345987319946289
100,10-Fold CV,RMSE,0.23158902859285968,0.06629902946403361,0.006345987319946289
100,10-Fold CV,Correlation,-0.07564705318375262,0.0,0.006260871887207031
100,10-Fold CV,R2,-0.3453333967771236,0.0,0.006260871887207031
100,10-Fold CV,RMSE,-0.002509869200641335,0.11405345485325143,0.006260871887207031
100,10-Fold CV,Correlation,-0.04229271825680163,0.0,0.006294965744018555
100,10-Fold CV,R2,-0.16369779417431934,0.0,0.006294965744018555
100,10-Fold CV,RMSE,0.03355718299199384,0.020708043160663207,0.006294965744018555
100,10-Fold CV,Correlation,-0.09107629105145935,0.0,0.006600856781005859
100,10-Fold CV,R2,-0.18358361125466277,0.0,0.006600856781005859
100,10-Fold CV,RMSE,-0.019248654813797783,0.0357123541158086,0.006600856781005859
100,10-Fold CV,Correlation,0.005307705417472903,0.0,0.006850004196166992
100,10-Fold CV,R2,-0.28371782286899555,0.0,0.006850004196166992
100,10-Fold CV,RMSE,-0.053834889663486596,0.04656458067547031,0.006850004196166992
100,10-Fold CV,Correlation,0.048511649001211354,0.0,0.006439924240112305
100,10-Fold CV,R2,-0.23848350964666976,0.0,0.006439924240112305
100,10-Fold CV,RMSE,-0.08480354873229223,0.063089328234937,0.006439924240112305
100,10-Fold CV,Correlation,-0.20168103615712438,0.0,0.00621795654296875
100,10-Fold CV,R2,-0.30540949882755203,0.0,0.00621795654296875
100,10-Fold CV,RMSE,0.07152925866199333,0.053335739857830446,0.00621795654296875
100,10-Fold CV,Correlation,0.14119049719052054,0.0,0.006249189376831055
100,10-Fold CV,R2,0.016048473908558958,0.0,0.006249189376831055
100,10-Fold CV,RMSE,-0.025947163573510013,0.04370510912695609,0.006249189376831055
100,10-Fold CV,Correlation,-0.19366971022502022,0.0,0.006615877151489258
100,10-Fold CV,R2,-0.29828416905578636,0.0,0.006615877151489258
100,10-Fold CV,RMSE,0.01336596728894257,0.058587340507065065,0.006615877151489258
100,10-Fold CV,Correlation,-0.009574533202545652,0.0,0.006361722946166992
100,10-Fold CV,R2,-0.1764103691352025,0.0,0.006361722946166992
100,10-Fold CV,RMSE,-0.12367013958502615,0.06101536874838341,0.006361722946166992
100,10-Fold CV,Correlation,0.18412307667914465,0.0,0.00643610954284668
100,10-Fold CV,R2,-0.11265986183242638,0.0,0.00643610954284668
100,10-Fold CV,RMSE,-0.05773462564378384,0.040009399306270385,0.00643610954284668
100,10-Fold CV,Correlation,0.16631129784978138,0.0,0.006303071975708008
100,10-Fold CV,R2,-0.31930963975572974,0.0,0.006303071975708008
100,10-Fold CV,RMSE,-0.09341251289018238,0.0697569221236424,0.006303071975708008
100,10-Fold CV,Correlation,0.08033981974307107,0.0,0.006457090377807617
100,10-Fold CV,R2,-0.06291695279520429,0.0,0.006457090377807617
100,10-Fold CV,RMSE,-0.09377260911048935,0.06127820524600327,0.006457090377807617
100,10-Fold CV,Correlation,0.14944875352364878,0.0,0.006412982940673828
100,10-Fold CV,R2,-0.2503159983435112,0.0,0.006412982940673828
100,10-Fold CV,RMSE,-0.021697474361841218,0.03695927219162222,0.006412982940673828
100,10-Fold CV,Correlation,0.3627705839796967,0.0,0.00639796257019043
100,10-Fold CV,R2,-0.04824339652927148,0.0,0.00639796257019043
100,10-Fold CV,RMSE,-0.17267031223272922,0.039861436790218904,0.00639796257019043
100,10-Fold CV,Correlation,0.22176865603585713,0.0,0.006276845932006836
100,10-Fold CV,R2,-0.057521609255049594,0.0,0.006276845932006836
100,10-Fold CV,RMSE,-0.28287511852635383,0.0644438443653502,0.006276845932006836
100,10-Fold CV,Correlation,0.08531730588899682,0.0,0.0068759918212890625
100,10-Fold CV,R2,0.051209256868952696,0.0,0.0068759918212890625
100,10-Fold CV,RMSE,0.06840603875560247,0.11798530167894286,0.0068759918212890625
100,10-Fold CV,Correlation,0.14046399539528198,0.0,0.0064852237701416016
100,10-Fold CV,R2,0.11340724533874147,0.0,0.0064852237701416016
100,10-Fold CV,RMSE,-0.13092925135208933,0.029881656815334896,0.0064852237701416016
100,10-Fold CV,Correlation,0.12619021308607017,0.0,0.0066721439361572266
100,10-Fold CV,R2,-0.2552223242627706,0.0,0.0066721439361572266
100,10-Fold CV,RMSE,-0.09188822886885606,0.04348572977961733,0.0066721439361572266
100,10-Fold CV,Correlation,0.2746917251358022,0.0,0.006412029266357422
100,10-Fold CV,R2,-0.12599486501576174,0.0,0.006412029266357422
100,10-Fold CV,RMSE,-0.23959353807799944,0.0385916642104404,0.006412029266357422
100,10-Fold CV,Correlation,-0.12297098954994905,0.0,0.006331920623779297
100,10-Fold CV,R2,-0.18467948858972544,0.0,0.006331920623779297
100,10-Fold CV,RMSE,-0.21860208834224526,0.05169295257075927,0.006331920623779297
100,10-Fold CV,Correlation,0.0654466324964945,0.0,0.006579160690307617
100,10-Fold CV,R2,-0.5525161686668669,0.0,0.006579160690307617
100,10-Fold CV,RMSE,-0.03157585712672861,0.07870885884813314,0.006579160690307617
100,10-Fold CV,Correlation,-0.369705297267861,0.0,0.007055759429931641
100,10-Fold CV,R2,-0.4061594768117259,0.0,0.007055759429931641
100,10-Fold CV,RMSE,-0.0166213720547016,0.04799903205867754,0.007055759429931641
100,10-Fold CV,Correlation,-0.22185454509666858,0.0,0.006853818893432617
100,10-Fold CV,R2,-0.29097087608519684,0.0,0.006853818893432617
100,10-Fold CV,RMSE,0.09506616527567768,0.05808505444015173,0.006853818893432617
100,10-Fold CV,Correlation,0.05233562605347723,0.0,0.006509065628051758
100,10-Fold CV,R2,-0.21482630500230346,0.0,0.006509065628051758
100,10-Fold CV,RMSE,-0.010299372653425287,0.016518579521077274,0.006509065628051758
100,10-Fold CV,Correlation,0.08121548363277828,0.0,0.0065958499908447266
100,10-Fold CV,R2,-0.2511268601786351,0.0,0.0065958499908447266
100,10-Fold CV,RMSE,0.0344298011914983,0.06831554320300247,0.0065958499908447266
100,10-Fold CV,Correlation,-0.009222635666470457,0.0,0.006854057312011719
100,10-Fold CV,R2,-0.20458371202323936,0.0,0.006854057312011719
100,10-Fold CV,RMSE,-0.03799203765481107,0.02959027430401103,0.006854057312011719
100,10-Fold CV,Correlation,-0.08902866011836269,0.0,0.006224870681762695
100,10-Fold CV,R2,-0.23229814856783207,0.0,0.006224870681762695
100,10-Fold CV,RMSE,-0.14470846365666934,0.03713565364203565,0.006224870681762695
100,10-Fold CV,Correlation,0.12333361473614048,0.0,0.00634312629699707
100,10-Fold CV,R2,-0.176695147571227,0.0,0.00634312629699707
100,10-Fold CV,RMSE,-0.11194875846605146,0.04998815373553892,0.00634312629699707
100,10-Fold CV,Correlation,-0.2566446175455876,0.0,0.006604909896850586
100,10-Fold CV,R2,-0.33669046641004174,0.0,0.006604909896850586
100,10-Fold CV,RMSE,0.01253014138593378,0.06712402909270139,0.006604909896850586
100,10-Fold CV,Correlation,-0.18013225050572065,0.0,0.006416797637939453
100,10-Fold CV,R2,-0.28714329790818943,0.0,0.006416797637939453
100,10-Fold CV,RMSE,0.03875436360180662,0.05832234583482264,0.006416797637939453
100,10-Fold CV,Correlation,-0.1065674723788313,0.0,0.006285190582275391
100,10-Fold CV,R2,-0.1699354986372292,0.0,0.006285190582275391
100,10-Fold CV,RMSE,-0.06466912644059264,0.034851267796464074,0.006285190582275391
100,10-Fold CV,Correlation,0.04007306967305101,0.0,0.008276224136352539
100,10-Fold CV,R2,-0.1940759057066166,0.0,0.008276224136352539
100,10-Fold CV,RMSE,-0.030152414772601555,0.03213277204002275,0.008276224136352539
100,10-Fold CV,Correlation,0.2598756176460659,0.0,0.006437778472900391
100,10-Fold CV,R2,-0.07521433499004807,0.0,0.006437778472900391
100,10-Fold CV,RMSE,-0.1500306458342695,0.028235326031926838,0.006437778472900391
100,10-Fold CV,Correlation,-0.15251955576128137,0.0,0.0066983699798583984
100,10-Fold CV,R2,-0.6037130713794815,0.0,0.0066983699798583984
100,10-Fold CV,RMSE,0.016152351868817583,0.03675665309147902,0.0066983699798583984
100,10-Fold CV,Correlation,0.04073958991329727,0.0,0.006564140319824219
100,10-Fold CV,R2,-0.16123131947744024,0.0,0.006564140319824219
100,10-Fold CV,RMSE,0.01062980534056468,0.06186175320555158,0.006564140319824219
100,10-Fold CV,Correlation,-0.2595116078415309,0.0,0.006247043609619141
100,10-Fold CV,R2,-0.414386260860348,0.0,0.006247043609619141
100,10-Fold CV,RMSE,-0.009058655672663951,0.03545890554392551,0.006247043609619141
100,10-Fold CV,Correlation,0.13066793851327585,0.0,0.006541728973388672
100,10-Fold CV,R2,-0.13085779669076966,0.0,0.006541728973388672
100,10-Fold CV,RMSE,-0.03981828485074246,0.04984063082426267,0.006541728973388672
100,10-Fold CV,Correlation,-0.3094645273085476,0.0,0.0067081451416015625
100,10-Fold CV,R2,-0.44051550363390973,0.0,0.0067081451416015625
100,10-Fold CV,RMSE,0.04863212812174034,0.03723986596707969,0.0067081451416015625
100,10-Fold CV,Correlation,0.01684308798890458,0.0,0.006230592727661133
100,10-Fold CV,R2,-0.049753054570595784,0.0,0.006230592727661133
100,10-Fold CV,RMSE,0.000224861331585835,0.06981094093501367,0.006230592727661133
100,10-Fold CV,Correlation,-0.03640565599394626,0.0,0.006258726119995117
100,10-Fold CV,R2,-0.21533120733098715,0.0,0.006258726119995117
100,10-Fold CV,RMSE,0.0803611645629494,0.039141362559977855,0.006258726119995117
100,10-Fold CV,Correlation,0.06604915051793009,0.0,0.007301807403564453
100,10-Fold CV,R2,0.012115851390662763,0.0,0.007301807403564453
100,10-Fold CV,RMSE,-0.03315756443467577,0.028941617574810126,0.007301807403564453
100,10-Fold CV,Correlation,-0.08708953849239368,0.0,0.006453990936279297
100,10-Fold CV,R2,-0.33069047042833744,0.0,0.006453990936279297
100,10-Fold CV,RMSE,-0.10123858117295981,0.04526269750516344,0.006453990936279297
100,10-Fold CV,Correlation,0.20259151409091936,0.0,0.006565093994140625
100,10-Fold CV,R2,-0.09310321012316466,0.0,0.006565093994140625
100,10-Fold CV,RMSE,-0.11341318262914546,0.05366858157296315,0.006565093994140625
