metric,mean,method,i,dataset
RSR,1.0236714168581378,block,429,simulated
r,0.34800757831750495,block,429,simulated
r2,0.12121590780926346,block,429,simulated
CCC,0.2768838062565239,KF,429,real
MAE,4.813171525699949,KF,429,real
R2,0.04896367269068461,KF,429,real
RMSE,6.101552413007742,KF,429,real
RMSPE,0.12285839829424643,KF,429,real
RSR,0.9748704253007251,KF,429,real
r,0.34511243108411344,KF,429,real
r2,0.12006078617889554,KF,429,real
CCC,0.12252266033081705,block,429,real
MAE,5.2519401981354905,block,429,real
R2,-0.17380096438030837,block,429,real
RMSE,6.634319878859007,block,429,real
RMSPE,0.13517836423440835,block,429,real
RSR,1.081751152774615,block,429,real
r,0.16030452893270855,block,429,real
r2,0.026972971791335763,block,429,real
CCC,0.5202221502524916,KF,430,simulated
MAE,1.0559180445020167,KF,430,simulated
R2,0.36740223117137055,KF,430,simulated
RMSE,1.3301786400419795,KF,430,simulated
RMSPE,11.280489136505203,KF,430,simulated
RSR,0.7946489575527337,KF,430,simulated
r,0.6195245853679262,KF,430,simulated
r2,0.386573581669156,KF,430,simulated
CCC,0.39764675099106883,block,430,simulated
MAE,1.1598824685037046,block,430,simulated
R2,0.22714242734110135,block,430,simulated
RMSE,1.4690702234538733,block,430,simulated
RMSPE,12.415668623604965,block,430,simulated
RSR,0.8776083583185362,block,430,simulated
r,0.48261794851681733,block,430,simulated
r2,0.2398090302193582,block,430,simulated
CCC,0.22996361832860376,KF,430,real
MAE,4.924087163861665,KF,430,real
R2,0.009168509665359537,KF,430,real
RMSE,6.227591893087829,KF,430,real
RMSPE,0.12464439575983621,KF,430,real
RSR,0.9949901022284972,KF,430,real
r,0.2928035094484324,KF,430,real
r2,0.08838806469599812,KF,430,real
CCC,0.12526103645803363,block,430,real
MAE,5.19171203711092,block,430,real
R2,-0.1504254452444759,block,430,real
RMSE,6.576907663404323,block,430,real
RMSPE,0.13449142184091922,block,430,real
RSR,1.071330704944004,block,430,real
r,0.16840664903130795,block,430,real
r2,0.029171019408816168,block,430,real
CCC,0.5365277971890857,KF,431,simulated
MAE,1.1169408961673817,KF,431,simulated
R2,0.3824357419875355,KF,431,simulated
RMSE,1.4154032725999288,KF,431,simulated
RMSPE,11.86318795584912,KF,431,simulated
RSR,0.7857195359625843,KF,431,simulated
r,0.6277248492202322,KF,431,simulated
r2,0.3945145551399443,KF,431,simulated
CCC,0.3762653477255136,block,431,simulated
MAE,1.3183273532889968,block,431,simulated
R2,-0.014746714737226182,block,431,simulated
RMSE,1.620421632866745,block,431,simulated
RMSPE,11.469781580554285,block,431,simulated
RSR,0.9869137888136398,block,431,simulated
r,0.5292129531367454,block,431,simulated
r2,0.2895271848963504,block,431,simulated
CCC,0.22852284747844442,KF,431,real
MAE,4.819529371952403,KF,431,real
R2,0.02220140047120589,KF,431,real
RMSE,6.204092875343458,KF,431,real
RMSPE,0.1261967631256142,KF,431,real
RSR,0.9884880949565397,KF,431,real
r,0.2821449823645548,KF,431,real
r2,0.08204406282674494,KF,431,real
CCC,0.12124899428149628,block,431,real
MAE,5.255477212567544,block,431,real
R2,-0.17745107011290906,block,431,real
RMSE,6.649074814877977,block,431,real
RMSPE,0.13565683251443936,block,431,real
RSR,1.0837545725537208,block,431,real
r,0.15341408399965947,block,431,real
r2,0.02873579649439502,block,431,real
CCC,0.48548521868545347,KF,432,simulated
MAE,1.3726134511193864,KF,432,simulated
R2,0.28432358284549986,KF,432,simulated
RMSE,1.7216689182729568,KF,432,simulated
RMSPE,36.43230366557585,KF,432,simulated
RSR,0.8452785119760228,KF,432,simulated
r,0.5462457559815376,KF,432,simulated
r2,0.30039615488052074,KF,432,simulated
CCC,0.20548824247311193,block,432,simulated
MAE,1.577182902950162,block,432,simulated
R2,-0.13566475723699564,block,432,simulated
RMSE,1.9781681599160617,block,432,simulated
RMSPE,33.59500148116306,block,432,simulated
RSR,1.0624988539998366,block,432,simulated
r,0.3037023064539856,block,432,simulated
r2,0.09251379929233204,block,432,simulated
CCC,0.2876096012316247,KF,432,real
MAE,4.68453329688444,KF,432,real
R2,0.09734640227560461,KF,432,real
RMSE,5.940937113725352,KF,432,real
RMSPE,0.11848941202946724,KF,432,real
RSR,0.9491607651060642,KF,432,real
r,0.3602478655501466,KF,432,real
r2,0.13379143233493188,KF,432,real
CCC,0.1351232830854451,block,432,real
MAE,5.223361884480091,block,432,real
R2,-0.16419035143100177,block,432,real
RMSE,6.606364545297594,block,432,real
RMSPE,0.1345691092703426,block,432,real
RSR,1.0772737444709894,block,432,real
r,0.17542350455726377,block,432,real
r2,0.03189630943121242,block,432,real
CCC,0.5252216054229891,KF,433,simulated
MAE,1.0604936441876995,KF,433,simulated
R2,0.3432804029424193,KF,433,simulated
RMSE,1.345285121008667,KF,433,simulated
RMSPE,12.604938701317673,KF,433,simulated
RSR,0.8100080837041274,KF,433,simulated
r,0.5927248490356712,KF,433,simulated
r2,0.35249326908895484,KF,433,simulated
CCC,0.4855819132352323,block,433,simulated
MAE,1.0879686613104227,block,433,simulated
R2,0.3064486121058823,block,433,simulated
RMSE,1.370201389784227,block,433,simulated
RMSPE,15.09054762717115,block,433,simulated
RSR,0.8320322435421484,block,433,simulated
r,0.5725561372824097,block,433,simulated
r2,0.32975831978582565,block,433,simulated
CCC,0.22555665448637963,KF,433,real
MAE,4.9890490085727,KF,433,real
R2,-0.02934410010101174,KF,433,real
RMSE,6.360953827956888,KF,433,real
RMSPE,0.12813282744469284,KF,433,real
RSR,1.0141978013864217,KF,433,real
r,0.2682522729045631,KF,433,real
r2,0.07398076135643168,KF,433,real
CCC,0.11166168840464748,block,433,real
MAE,5.2773093940396585,block,433,real
R2,-0.17327325670626573,block,433,real
RMSE,6.65178431419174,block,433,real
RMSPE,0.13576577448990615,block,433,real
RSR,1.0824241959718284,block,433,real
r,0.14370628589935314,block,433,real
r2,0.024462066537040927,block,433,real
CCC,0.4570429446144628,KF,434,simulated
MAE,1.311524176073688,KF,434,simulated
R2,0.2884164988156824,KF,434,simulated
RMSE,1.6296110639398054,KF,434,simulated
RMSPE,6.646234450911572,KF,434,simulated
RSR,0.8435100992148614,KF,434,simulated
r,0.5466317715193559,KF,434,simulated
r2,0.2990110018018132,KF,434,simulated
CCC,0.28425851144034436,block,434,simulated
MAE,1.4935643718882075,block,434,simulated
R2,-0.044932561355686094,block,434,simulated
RMSE,1.836844862886825,block,434,simulated
RMSPE,5.714500350599747,block,434,simulated
RSR,1.0128327827727233,block,434,simulated
r,0.42983293134497896,block,434,simulated
r2,0.19530842548812788,block,434,simulated
CCC,0.2657413592843951,KF,434,real
MAE,4.7655163781812115,KF,434,real
R2,0.06692318454051249,KF,434,real
RMSE,6.058876402687061,KF,434,real
RMSPE,0.1225168497209384,KF,434,real
RSR,0.9653929398664317,KF,434,real
r,0.3319740729428445,KF,434,real
r2,0.11275074352752916,KF,434,real
CCC,0.1153167804121679,block,434,real
MAE,5.283235514899709,block,434,real
R2,-0.18208433208081157,block,434,real
RMSE,6.662078247992859,block,434,real
RMSPE,0.1358811213293666,block,434,real
RSR,1.0858468599473257,block,434,real
r,0.14881362160498304,block,434,real
r2,0.02445441481682564,block,434,real
CCC,0.44483938303140286,KF,435,simulated
MAE,1.1197556853770936,KF,435,simulated
R2,0.28020721331613185,KF,435,simulated
RMSE,1.4077785950221235,KF,435,simulated
RMSPE,53.752600115730495,KF,435,simulated
RSR,0.8473875556007967,KF,435,simulated
r,0.5387664540407142,KF,435,simulated
r2,0.29474293932547063,KF,435,simulated
CCC,0.3334509551427225,block,435,simulated
MAE,1.1894296416233312,block,435,simulated
R2,0.171449452275699,block,435,simulated
RMSE,1.5021867109451226,block,435,simulated
RMSPE,73.71244047743959,block,435,simulated
RSR,0.9089830109860285,block,435,simulated
r,0.4281053936982914,block,435,simulated
r2,0.19388110716790422,block,435,simulated
CCC,0.24281624964111112,KF,435,real
MAE,4.987500932647891,KF,435,real
R2,0.002183766699743147,KF,435,real
RMSE,6.265303443357141,KF,435,real
RMSPE,0.1263623339139389,KF,435,real
RSR,0.9983875987547316,KF,435,real
r,0.2869001570424772,KF,435,real
r2,0.08522432159797864,KF,435,real
CCC,0.12084581769638171,block,435,real
MAE,5.234197742075161,block,435,real
R2,-0.1696739340507932,block,435,real
RMSE,6.633496448543402,block,435,real
RMSPE,0.13563839731318852,block,435,real
RSR,1.0804087187387321,block,435,real
r,0.1562060615980384,block,435,real
r2,0.026340309122865068,block,435,real
CCC,0.3574529638168838,KF,436,simulated
MAE,1.1800310953799065,KF,436,simulated
R2,0.21620883381435282,KF,436,simulated
RMSE,1.4612361826281128,KF,436,simulated
RMSPE,12.789981308203261,KF,436,simulated
RSR,0.8850586868885855,KF,436,simulated
r,0.4672724235308274,KF,436,simulated
r2,0.2201763218358267,KF,436,simulated
CCC,0.32204026483495873,block,436,simulated
MAE,1.198316057343911,block,436,simulated
R2,0.17043491671117536,block,436,simulated
RMSE,1.4931330320410938,block,436,simulated
RMSPE,10.523223018860014,block,436,simulated
RSR,0.9093876229552206,block,436,simulated
r,0.4249804590298753,block,436,simulated
r2,0.19089582525433743,block,436,simulated
CCC,0.25928691400890935,KF,436,real
MAE,4.77108897828735,KF,436,real
R2,0.05458092516090655,KF,436,real
RMSE,6.081683923120404,KF,436,real
RMSPE,0.12401614671075926,KF,436,real
RSR,0.9709375472703359,KF,436,real
r,0.3238295106997555,KF,436,real
r2,0.11481238580875763,KF,436,real
CCC,0.11786466361441665,block,436,real
MAE,5.219222680148628,block,436,real
R2,-0.15946225369370945,block,436,real
RMSE,6.600391424196741,block,436,real
RMSPE,0.1348017968342561,block,436,real
RSR,1.0755656447498156,block,436,real
r,0.15225933883891274,block,436,real
r2,0.028136128977433755,block,436,real
CCC,0.38928892780582736,KF,437,simulated
MAE,1.2866955875189994,KF,437,simulated
R2,0.20702566531754377,KF,437,simulated
RMSE,1.6118442885790139,KF,437,simulated
RMSPE,6.560645986688286,KF,437,simulated
RSR,0.890485513133314,KF,437,simulated
r,0.4695807976471396,KF,437,simulated
r2,0.22054562079605614,KF,437,simulated
CCC,0.3407255078986032,block,437,simulated
MAE,1.3317593925375188,block,437,simulated
R2,0.13578131230209378,block,437,simulated
RMSE,1.6672016580251074,block,437,simulated
RMSPE,7.698482889402535,block,437,simulated
RSR,0.9283540511589415,block,437,simulated
r,0.4270044679305503,block,437,simulated
r2,0.1850873387253619,block,437,simulated
CCC,0.2647871815530243,KF,437,real
MAE,4.793187171797129,KF,437,real
R2,0.07871918681665724,KF,437,real
RMSE,6.043856173963726,KF,437,real
RMSPE,0.12206795661784321,KF,437,real
RSR,0.9595852334252122,KF,437,real
r,0.3352453826197781,KF,437,real
r2,0.11461370586582588,KF,437,real
CCC,0.11968358466751743,block,437,real
MAE,5.253153498165007,block,437,real
R2,-0.1753203095063601,block,437,real
RMSE,6.647865939698394,block,437,real
RMSPE,0.13609271092049616,block,437,real
RSR,1.0829540882828992,block,437,real
r,0.15386353266697347,block,437,real
r2,0.026148033901397316,block,437,real
CCC,0.5187428078660359,KF,438,simulated
MAE,1.2274742308944346,KF,438,simulated
R2,0.34269662657856675,KF,438,simulated
RMSE,1.5437525508471257,KF,438,simulated
RMSPE,24.129116964929555,KF,438,simulated
RSR,0.8105776328006123,KF,438,simulated
r,0.5924514328429734,KF,438,simulated
r2,0.3514955108105411,KF,438,simulated
CCC,0.2033044908904612,block,438,simulated
MAE,1.557105845324312,block,438,simulated
R2,-0.2531301578297635,block,438,simulated
RMSE,1.9255825209702764,block,438,simulated
RMSPE,30.002154943979548,block,438,simulated
RSR,1.1088117351233182,block,438,simulated
r,0.2808775108194795,block,438,simulated
r2,0.08043860844710864,block,438,simulated
CCC,0.2360542218030155,KF,438,real
MAE,4.8227786358577704,KF,438,real
R2,0.023740099624325033,KF,438,real
RMSE,6.1906282795048595,KF,438,real
RMSPE,0.1252191210315344,KF,438,real
RSR,0.9873478194444654,KF,438,real
r,0.3006916467056711,KF,438,real
r2,0.09369246018621573,KF,438,real
CCC,0.1179702788383203,block,438,real
MAE,5.203763165821628,block,438,real
R2,-0.15221365970433495,block,438,real
RMSE,6.58022561504963,block,438,real
RMSPE,0.13445747319008874,block,438,real
RSR,1.0721474166499032,block,438,real
r,0.1566378678161534,block,438,real
r2,0.026460669881362833,block,438,real
CCC,0.500379080527133,KF,439,simulated
MAE,1.32229835906142,KF,439,simulated
R2,0.28865217903845,KF,439,simulated
RMSE,1.644995774258132,KF,439,simulated
RMSPE,5.986314231615952,KF,439,simulated
RSR,0.8424176580703913,KF,439,simulated
r,0.5496648085773377,KF,439,simulated
r2,0.30549461878621303,KF,439,simulated
CCC,0.28253630162122395,block,439,simulated
MAE,1.3835476493835461,block,439,simulated
R2,0.04205431153888647,block,439,simulated
RMSE,1.7172602725010908,block,439,simulated
RMSPE,7.433401589702388,block,439,simulated
RSR,0.9763510823198746,block,439,simulated
r,0.35848673395292247,block,439,simulated
r2,0.13093315322887103,block,439,simulated
CCC,0.2759927801645041,KF,439,real
MAE,4.743908510369142,KF,439,real
R2,0.0752031961504704,KF,439,real
RMSE,6.0462981219880705,KF,439,real
RMSPE,0.1221952375576781,KF,439,real
RSR,0.9615251162250216,KF,439,real
r,0.3389388088310079,KF,439,real
r2,0.11532493642174763,KF,439,real
CCC,0.12190105054504648,block,439,real
MAE,5.243480444797421,block,439,real
R2,-0.17301985814018903,block,439,real
RMSE,6.631618694809724,block,439,real
RMSPE,0.13527712150605264,block,439,real
RSR,1.081460956079279,block,439,real
r,0.158882913953618,block,439,real
r2,0.028172216280347606,block,439,real
CCC,0.4676511665509861,KF,440,simulated
MAE,1.3416585476939449,KF,440,simulated
R2,0.28261896848558443,KF,440,simulated
RMSE,1.684610575789037,KF,440,simulated
RMSPE,24.64394186806327,KF,440,simulated
RSR,0.8466874638832845,KF,440,simulated
r,0.5373080703309191,KF,440,simulated
r2,0.2901894122119,KF,440,simulated
CCC,0.16925077094692623,block,440,simulated
MAE,1.5570976220941481,block,440,simulated
R2,-0.17114690897196946,block,440,simulated
RMSE,1.979559359480463,block,440,simulated
RMSPE,21.50555848189129,block,440,simulated
RSR,1.0798279211197788,block,440,simulated
r,0.287223488273832,block,440,simulated
r2,0.09245000220779943,block,440,simulated
CCC,0.26559063001288324,KF,440,real
MAE,4.716385284344905,KF,440,real
R2,0.05513227817844043,KF,440,real
RMSE,6.086708658985756,KF,440,real
RMSPE,0.12158314193812392,KF,440,real
RSR,0.9700361560942731,KF,440,real
r,0.32848254034007884,KF,440,real
r2,0.12077682708272824,KF,440,real
CCC,0.12666043134191143,block,440,real
MAE,5.206130473994933,block,440,real
R2,-0.15787441863406984,block,440,real
RMSE,6.5964214774974685,block,440,real
RMSPE,0.13465744230637336,block,440,real
RSR,1.0747958664984714,block,440,real
r,0.16580731476837907,block,440,real
r2,0.029833109810811137,block,440,real
CCC,0.492988029048881,KF,441,simulated
MAE,1.273564944603545,KF,441,simulated
R2,0.3101341458414654,KF,441,simulated
RMSE,1.6228138322944243,KF,441,simulated
RMSPE,25.453285110741092,KF,441,simulated
RSR,0.8300891062442943,KF,441,simulated
r,0.5752001574661963,KF,441,simulated
r2,0.33216074131331746,KF,441,simulated
CCC,0.21769881395481705,block,441,simulated
MAE,1.5136818670318946,block,441,simulated
R2,-0.11084957425605968,block,441,simulated
RMSE,1.8884945076292727,block,441,simulated
RMSPE,39.448615232269255,block,441,simulated
RSR,1.0462280892142608,block,441,simulated
r,0.33026507720496134,block,441,simulated
r2,0.11110375749192919,block,441,simulated
CCC,0.29960959266791115,KF,441,real
MAE,4.657230420533576,KF,441,real
R2,0.12278292689448371,KF,441,real
RMSE,5.898258121146721,KF,441,real
RMSPE,0.11951141295811087,KF,441,real
RSR,0.9364855712213762,KF,441,real
r,0.38448653387466686,KF,441,real
r2,0.14915127332571623,KF,441,real
CCC,0.10633747349774274,block,441,real
MAE,5.30165751697017,block,441,real
R2,-0.18336341864194386,block,441,real
RMSE,6.670124087952654,block,441,real
RMSPE,0.13660773349720554,block,441,real
RSR,1.0866535623506115,block,441,real
r,0.13864386311489688,block,441,real
r2,0.022108550644555386,block,441,real
CCC,0.4910010502644197,KF,442,simulated
MAE,1.2142298832036236,KF,442,simulated
R2,0.31084320422685,KF,442,simulated
RMSE,1.5536112287268893,KF,442,simulated
RMSPE,9.530662620006453,KF,442,simulated
RSR,0.8291342141398016,KF,442,simulated
r,0.5619366525061086,KF,442,simulated
r2,0.3198736247913612,KF,442,simulated
CCC,0.26372028421354843,block,442,simulated
MAE,1.4761818557775754,block,442,simulated
R2,-0.16811225791393883,block,442,simulated
RMSE,1.8322173362467582,block,442,simulated
RMSPE,14.63532961482774,block,442,simulated
RSR,1.0520379901013577,block,442,simulated
r,0.34044281584117875,block,442,simulated
r2,0.16615225995932767,block,442,simulated
CCC,0.26643464251597454,KF,442,real
MAE,4.770703364535216,KF,442,real
R2,0.07094208869941443,KF,442,real
RMSE,6.066554244095727,KF,442,real
RMSPE,0.12087022306749111,KF,442,real
RSR,0.9636388946071381,KF,442,real
r,0.3339985567270622,KF,442,real
r2,0.11270859246750436,KF,442,real
CCC,0.11898190526806747,block,442,real
MAE,5.245279160168072,block,442,real
R2,-0.16446062489566207,block,442,real
RMSE,6.6162018303819865,block,442,real
RMSPE,0.13538184885922033,block,442,real
RSR,1.0779015534702143,block,442,real
r,0.15474979781315298,block,442,real
r2,0.02598200605311844,block,442,real
CCC,0.37715515229442825,KF,443,simulated
MAE,1.3859420767179742,KF,443,simulated
R2,0.16733221879215157,KF,443,simulated
RMSE,1.7357681432856762,KF,443,simulated
RMSPE,29.885985631742855,KF,443,simulated
RSR,0.910552087180258,KF,443,simulated
r,0.437255264256724,KF,443,simulated
r2,0.19946027514382414,KF,443,simulated
CCC,0.1767948867309702,block,443,simulated
MAE,1.4092088668980711,block,443,simulated
R2,-0.003928866684136574,block,443,simulated
RMSE,1.7823211507063081,block,443,simulated
RMSPE,19.583415583873116,block,443,simulated
RSR,1.000569265284554,block,443,simulated
r,0.2581804476118012,block,443,simulated
r2,0.08024735998627235,block,443,simulated
CCC,0.27148051745371266,KF,443,real
MAE,4.8098565211246775,KF,443,real
R2,0.07367387024903609,KF,443,real
RMSE,6.047915915646257,KF,443,real
RMSPE,0.1214082935884679,KF,443,real
RSR,0.9619809874431128,KF,443,real
r,0.3347252598660702,KF,443,real
r2,0.11510138515503181,KF,443,real
CCC,0.12734072460089052,block,443,real
MAE,5.245173081382915,block,443,real
R2,-0.1698539566228431,block,443,real
RMSE,6.62642921341623,block,443,real
RMSPE,0.1345206666863664,block,443,real
RSR,1.0800146846946566,block,443,real
r,0.16510848452557025,block,443,real
r2,0.028018888139856476,block,443,real
CCC,0.49412472958487785,KF,444,simulated
MAE,1.27323196485055,KF,444,simulated
R2,0.3034030311527414,KF,444,simulated
RMSE,1.5821789863693534,KF,444,simulated
RMSPE,10.087058000972965,KF,444,simulated
RSR,0.8334525236449757,KF,444,simulated
r,0.564588190186102,KF,444,simulated
r2,0.3223660802965313,KF,444,simulated
CCC,0.1351867752564621,block,444,simulated
MAE,1.568994938205024,block,444,simulated
R2,-0.22130455253706008,block,444,simulated
RMSE,1.9198626074603382,block,444,simulated
RMSPE,9.765209665875929,block,444,simulated
RSR,1.0934101947950914,block,444,simulated
r,0.2153766873377726,block,444,simulated
r2,0.05602961458696604,block,444,simulated
CCC,0.28159443210404056,KF,444,real
MAE,4.669881567816817,KF,444,real
R2,0.09827532571710225,KF,444,real
RMSE,5.957877870134578,KF,444,real
RMSPE,0.12096721665715111,KF,444,real
RSR,0.9493845767695746,KF,444,real
r,0.35618956803023755,KF,444,real
r2,0.1280827545242651,KF,444,real
CCC,0.11952095120332949,block,444,real
MAE,5.2627537591539175,block,444,real
R2,-0.17384582505741508,block,444,real
RMSE,6.641099544383057,block,444,real
RMSPE,0.13552647124177084,block,444,real
RSR,1.082140668526604,block,444,real
r,0.1541220169408568,block,444,real
r2,0.02583711995564299,block,444,real
CCC,0.5160222575529008,KF,445,simulated
MAE,1.2937780990945187,KF,445,simulated
R2,0.3387560418794057,KF,445,simulated
RMSE,1.6092698206270601,KF,445,simulated
RMSPE,22.711859341480572,KF,445,simulated
RSR,0.812716759512198,KF,445,simulated
r,0.5926787090596407,KF,445,simulated
r2,0.35288809398864446,KF,445,simulated
CCC,0.22102086467656645,block,445,simulated
MAE,1.5062662125771755,block,445,simulated
R2,-0.02720894777576577,block,445,simulated
RMSE,1.87723811496706,block,445,simulated
RMSPE,35.86207049640264,block,445,simulated
RSR,1.010896248098634,block,445,simulated
r,0.3253034155867427,block,445,simulated
r2,0.10604542231142995,block,445,simulated
CCC,0.27509059499726757,KF,445,real
MAE,4.77699400607453,KF,445,real
R2,0.08351937597195036,KF,445,real
RMSE,6.009594666927793,KF,445,real
RMSPE,0.12060326185284749,KF,445,real
RSR,0.9567579495080375,KF,445,real
r,0.3444284541009679,KF,445,real
r2,0.12243141861098718,KF,445,real
CCC,0.12838387695906525,block,445,real
MAE,5.200066542222839,block,445,real
R2,-0.14062302137829427,block,445,real
RMSE,6.55156420461762,block,445,real
RMSPE,0.1339881261646975,block,445,real
RSR,1.0668205324759261,block,445,real
r,0.17343104866433778,block,445,real
r2,0.031270714167344525,block,445,real
CCC,0.4776361926683272,KF,446,simulated
MAE,1.2913588120890533,KF,446,simulated
R2,0.29247638261811876,KF,446,simulated
RMSE,1.6181826469185063,KF,446,simulated
RMSPE,51.38979260226174,KF,446,simulated
RSR,0.840373713544916,KF,446,simulated
r,0.5517879775233279,KF,446,simulated
r2,0.3069495991509639,KF,446,simulated
CCC,0.11392693893466606,block,446,simulated
MAE,1.6543493790847397,block,446,simulated
R2,-0.3585485934782768,block,446,simulated
RMSE,2.0644717774830217,block,446,simulated
RMSPE,9.479340543377061,block,446,simulated
RSR,1.1601377248313578,block,446,simulated
r,0.24211263304658445,block,446,simulated
r2,0.06404149498348875,block,446,simulated
CCC,0.24303448406376651,KF,446,real
MAE,4.892216372099921,KF,446,real
R2,0.012920600217986874,KF,446,real
RMSE,6.200729649667334,KF,446,real
RMSPE,0.12344935610406306,KF,446,real
RSR,0.992751999956213,KF,446,real
r,0.30915474595038467,KF,446,real
r2,0.09699297848019978,KF,446,real
CCC,0.11752818898225932,block,446,real
MAE,5.285247023891807,block,446,real
R2,-0.1768737827801,block,446,real
RMSE,6.646352450321692,block,446,real
RMSPE,0.1350894200909243,block,446,real
RSR,1.083354234872856,block,446,real
r,0.14962775351212632,block,446,real
r2,0.024042862298406853,block,446,real
CCC,0.420591599574272,KF,447,simulated
MAE,1.3476969201172555,KF,447,simulated
R2,0.2569996387585598,KF,447,simulated
RMSE,1.6608354536204033,KF,447,simulated
RMSPE,14.894925408709474,KF,447,simulated
RSR,0.8617607967599946,KF,447,simulated
r,0.511301363962028,KF,447,simulated
r2,0.26235363720521243,KF,447,simulated
CCC,0.17791202972796508,block,447,simulated
MAE,1.564527082020233,block,447,simulated
R2,-0.14206499776076834,block,447,simulated
RMSE,1.9144504151556052,block,447,simulated
RMSPE,14.418437689274349,block,447,simulated
RSR,1.066579917798834,block,447,simulated
r,0.2824007804390939,block,447,simulated
r2,0.09530737439117531,block,447,simulated
CCC,0.28504702040082136,KF,447,real
MAE,4.713938119371688,KF,447,real
R2,0.07670826135241586,KF,447,real
RMSE,6.047290436823302,KF,447,real
RMSPE,0.12161654169084259,KF,447,real
RSR,0.9601510878045302,KF,447,real
r,0.34930505003671736,KF,447,real
r2,0.12618510148562742,KF,447,real
CCC,0.11396971583358328,block,447,real
MAE,5.254730194783364,block,447,real
R2,-0.1765878561548868,block,447,real
RMSE,6.649685111031244,block,447,real
RMSPE,0.13595206937206475,block,447,real
RSR,1.083435050464989,block,447,real
r,0.1493432301562997,block,447,real
r2,0.02467132428818211,block,447,real
CCC,0.4686288259385782,KF,448,simulated
MAE,1.0619310958825587,KF,448,simulated
R2,0.29285797650406525,KF,448,simulated
RMSE,1.3449332017706948,KF,448,simulated
RMSPE,6.430030307620874,KF,448,simulated
RSR,0.8407462438138272,KF,448,simulated
r,0.5576716619142114,KF,448,simulated
r2,0.3118169987049632,KF,448,simulated
CCC,0.32900857969393676,block,448,simulated
MAE,1.1622501353638406,block,448,simulated
R2,0.15376891791270406,block,448,simulated
RMSE,1.4597179959895639,block,448,simulated
RMSPE,8.175693870250756,block,448,simulated
RSR,0.9169773214079172,block,448,simulated
r,0.4104329539877245,block,448,simulated
r2,0.18822884328620906,block,448,simulated
CCC,0.2532975619722855,KF,448,real
MAE,4.7896285379077055,KF,448,real
R2,0.04725703672231726,KF,448,real
RMSE,6.138330879096944,KF,448,real
RMSPE,0.12281628438128234,KF,448,real
RSR,0.9757467259610118,KF,448,real
r,0.31616185690954607,KF,448,real
r2,0.10083714175653369,KF,448,real
CCC,0.1250493352750892,block,448,real
MAE,5.240854116962967,block,448,real
R2,-0.16498075518581193,block,448,real
RMSE,6.607086251650403,block,448,real
RMSPE,0.13440948611992062,block,448,real
RSR,1.077633074549235,block,448,real
r,0.16123514084114696,block,448,real
r2,0.02775365768795507,block,448,real
CCC,0.4823031398032789,KF,449,simulated
MAE,1.2670205290926242,KF,449,simulated
R2,0.2960854157993887,KF,449,simulated
RMSE,1.60433362076387,KF,449,simulated
RMSPE,23.517640196353913,KF,449,simulated
RSR,0.8388784091124505,KF,449,simulated
r,0.5509238273628798,KF,449,simulated
r2,0.30396000686214125,KF,449,simulated
CCC,0.28679274827038764,block,449,simulated
MAE,1.5489812455371899,block,449,simulated
R2,-0.21697364532728267,block,449,simulated
RMSE,1.9246147486715488,block,449,simulated
RMSPE,9.565857154254461,block,449,simulated
RSR,1.0721428348824134,block,449,simulated
r,0.3528725835382606,block,449,simulated
r2,0.1535058539823638,block,449,simulated
CCC,0.25693494255993315,KF,449,real
MAE,4.779357022173547,KF,449,real
R2,0.07395312360428452,KF,449,real
RMSE,6.047983473250663,KF,449,real
RMSPE,0.12264575491787588,KF,449,real
RSR,0.9622770378262517,KF,449,real
r,0.32953798948509366,KF,449,real
r2,0.10893060659856711,KF,449,real
CCC,0.11330598324881706,block,449,real
MAE,5.231963409715754,block,449,real
R2,-0.1670296528556332,block,449,real
RMSE,6.617706324315454,block,449,real
RMSPE,0.13539911633124338,block,449,real
RSR,1.0787991499807497,block,449,real
r,0.14957037705059653,block,449,real
r2,0.02413131794753132,block,449,real
CCC,0.45850365360534967,KF,450,simulated
MAE,1.3152222311738642,KF,450,simulated
R2,0.29004659249094666,KF,450,simulated
RMSE,1.6242810755815131,KF,450,simulated
RMSPE,18.986957949308085,KF,450,simulated
RSR,0.842416520101818,KF,450,simulated
r,0.5427458803059699,KF,450,simulated
r2,0.2954113508269404,KF,450,simulated
CCC,0.14996325990937523,block,450,simulated
MAE,1.4870214431957463,block,450,simulated
R2,-0.060694331392550906,block,450,simulated
RMSE,1.857739493205267,block,450,simulated
RMSPE,22.65444988012222,block,450,simulated
RSR,1.0280831546325606,block,450,simulated
r,0.28423008189793264,block,450,simulated
r2,0.08848568729755184,block,450,simulated
CCC,0.2999232393649147,KF,450,real
MAE,4.66554206416837,KF,450,real
R2,0.11071185275308348,KF,450,real
RMSE,5.93169862841217,KF,450,real
RMSPE,0.12016852052119359,KF,450,real
RSR,0.9429846586382474,KF,450,real
r,0.37604818438843907,KF,450,real
r2,0.1417075161707655,KF,450,real
CCC,0.11173342451744935,block,450,real
MAE,5.260764519865149,block,450,real
R2,-0.18055510440305023,block,450,real
RMSE,6.656713803537759,block,450,real
RMSPE,0.13611601778504634,block,450,real
RSR,1.0851112913141954,block,450,real
r,0.1431122607877657,block,450,real
r2,0.02416847185123541,block,450,real
CCC,0.4570347650588498,KF,451,simulated
MAE,1.285138263191649,KF,451,simulated
