metric,mean,method,i,dataset
R2,-0.5969517805150301,FS1_HT0,43,simulated
RMSE,1.3718813184452228,FS1_HT0,43,simulated
RMSPE,3.268997913957661,FS1_HT0,43,simulated
RSR,1.2384264121037054,FS1_HT0,43,simulated
r,0.01782316514644302,FS1_HT0,43,simulated
r2,0.05962030571846173,FS1_HT0,43,simulated
CCC,-0.04370944121699088,FS1_HT1,43,simulated
MAE,1.0180512053280286,FS1_HT1,43,simulated
R2,-0.35254177242966545,FS1_HT1,43,simulated
RMSE,1.28587546152504,FS1_HT1,43,simulated
RMSPE,2.42852380689859,FS1_HT1,43,simulated
RSR,1.1524806425295382,FS1_HT1,43,simulated
r,-0.06091489515734718,FS1_HT1,43,simulated
r2,0.07639138853087818,FS1_HT1,43,simulated
CCC,0.27597255578743296,FS0_HT0,43,spectral
MAE,4.750770473111517,FS0_HT0,43,spectral
R2,0.06393107136858638,FS0_HT0,43,spectral
RMSE,6.03911016968542,FS0_HT0,43,spectral
RMSPE,0.12227306586947476,FS0_HT0,43,spectral
RSR,0.9655245402429076,FS0_HT0,43,spectral
r,0.34506246853274447,FS0_HT0,43,spectral
r2,0.1302239897425132,FS0_HT0,43,spectral
CCC,0.2482836120815049,FS0_HT1,43,spectral
MAE,4.918847829124911,FS0_HT1,43,spectral
R2,-0.011494807450559686,FS0_HT1,43,spectral
RMSE,6.283978626728919,FS0_HT1,43,spectral
RMSPE,0.12596365482979405,FS0_HT1,43,spectral
RSR,1.0026365593060607,FS0_HT1,43,spectral
r,0.30814771557789383,FS0_HT1,43,spectral
r2,0.11225785083956767,FS0_HT1,43,spectral
CCC,0.21055624262132588,FS1_HT0,43,spectral
MAE,5.115438258119058,FS1_HT0,43,spectral
R2,-0.05485358132219531,FS1_HT0,43,spectral
RMSE,6.432432971974942,FS1_HT0,43,spectral
RMSPE,0.12821524876051055,FS1_HT0,43,spectral
RSR,1.0253065123090912,FS1_HT0,43,spectral
r,0.25706184313453223,FS1_HT0,43,spectral
r2,0.07401121653289293,FS1_HT0,43,spectral
CCC,0.22159355666010844,FS1_HT1,43,spectral
MAE,4.945283463157592,FS1_HT1,43,spectral
R2,-0.0026982505358430055,FS1_HT1,43,spectral
RMSE,6.252695238226957,FS1_HT1,43,spectral
RMSPE,0.12606717611801949,FS1_HT1,43,spectral
RSR,0.999992594441926,FS1_HT1,43,spectral
r,0.2841116569681015,FS1_HT1,43,spectral
r2,0.08838565624667953,FS1_HT1,43,spectral
CCC,0.4099148447256845,FS0_HT0,44,simulated
MAE,0.7748411134320988,FS0_HT0,44,simulated
R2,0.10918901335161801,FS0_HT0,44,simulated
RMSE,0.9760775812606516,FS0_HT0,44,simulated
RMSPE,2.5570852842145797,FS0_HT0,44,simulated
RSR,0.9376415924540155,FS0_HT0,44,simulated
r,0.5070552538286062,FS0_HT0,44,simulated
r2,0.2883471048973892,FS0_HT0,44,simulated
CCC,0.309541291674473,FS0_HT1,44,simulated
MAE,0.782676909949809,FS0_HT1,44,simulated
R2,0.08817569850931173,FS0_HT1,44,simulated
RMSE,0.9858077059962428,FS0_HT1,44,simulated
RMSPE,2.8302916569970344,FS0_HT1,44,simulated
RSR,0.9513680451829373,FS0_HT1,44,simulated
r,0.41929525231470083,FS0_HT1,44,simulated
r2,0.20107232683564646,FS0_HT1,44,simulated
CCC,0.017112746875662235,FS1_HT0,44,simulated
MAE,1.0289178493785647,FS1_HT0,44,simulated
R2,-0.7109241851762145,FS1_HT0,44,simulated
RMSE,1.2921489808917002,FS1_HT0,44,simulated
RMSPE,4.545152300724587,FS1_HT0,44,simulated
RSR,1.2721779226656165,FS1_HT0,44,simulated
r,0.035000865736202834,FS1_HT0,44,simulated
r2,0.04747951809909106,FS1_HT0,44,simulated
CCC,0.05093536506156517,FS1_HT1,44,simulated
MAE,0.9897040587439564,FS1_HT1,44,simulated
R2,-0.47862276138081106,FS1_HT1,44,simulated
RMSE,1.2559323439186896,FS1_HT1,44,simulated
RMSPE,4.400127250567905,FS1_HT1,44,simulated
RSR,1.2021655487985927,FS1_HT1,44,simulated
r,0.07458141116191015,FS1_HT1,44,simulated
r2,0.022257412898505417,FS1_HT1,44,simulated
CCC,0.2829816464069085,FS0_HT0,44,spectral
MAE,4.710259128846664,FS0_HT0,44,spectral
R2,0.06753356110593445,FS0_HT0,44,spectral
RMSE,6.040859473179333,FS0_HT0,44,spectral
RMSPE,0.12185775973605258,FS0_HT0,44,spectral
RSR,0.9651438698220556,FS0_HT0,44,spectral
r,0.34114854777778575,FS0_HT0,44,spectral
r2,0.12167228034264951,FS0_HT0,44,spectral
CCC,0.2551786513353844,FS0_HT1,44,spectral
MAE,4.789043080396967,FS0_HT1,44,spectral
R2,0.037675772594910104,FS0_HT1,44,spectral
RMSE,6.136729824036658,FS0_HT1,44,spectral
RMSPE,0.12450886208135477,FS0_HT1,44,spectral
RSR,0.9801176264901257,FS0_HT1,44,spectral
r,0.3089158114572333,FS0_HT1,44,spectral
r2,0.10439134710429987,FS0_HT1,44,spectral
CCC,0.25863925151895983,FS1_HT0,44,spectral
MAE,4.712399437795574,FS1_HT0,44,spectral
R2,0.05110332473016168,FS1_HT0,44,spectral
RMSE,6.092658252756397,FS1_HT0,44,spectral
RMSPE,0.12366061260614389,FS1_HT0,44,spectral
RSR,0.9734799554260443,FS1_HT0,44,spectral
r,0.3288731069437625,FS1_HT0,44,spectral
r2,0.11455160670984547,FS1_HT0,44,spectral
CCC,0.2110092871821602,FS1_HT1,44,spectral
MAE,5.009948347740549,FS1_HT1,44,spectral
R2,-0.08153073647872007,FS1_HT1,44,spectral
RMSE,6.47038351170266,FS1_HT1,44,spectral
RMSPE,0.13253749703378254,FS1_HT1,44,spectral
RSR,1.030462665653215,FS1_HT1,44,spectral
r,0.2662107728438443,FS1_HT1,44,spectral
r2,0.10620586671790058,FS1_HT1,44,spectral
CCC,0.2878170176208279,FS0_HT0,45,simulated
MAE,0.7737038239643763,FS0_HT0,45,simulated
R2,-0.041762964657118797,FS0_HT0,45,simulated
RMSE,0.9686536729810321,FS0_HT0,45,simulated
RMSPE,3.4950589511750705,FS0_HT0,45,simulated
RSR,1.0051961943826504,FS0_HT0,45,simulated
r,0.39416230949479464,FS0_HT0,45,simulated
r2,0.24827666378175556,FS0_HT0,45,simulated
CCC,0.3373275972584777,FS0_HT1,45,simulated
MAE,0.7597611944104308,FS0_HT1,45,simulated
R2,0.03628321755892801,FS0_HT1,45,simulated
RMSE,0.938898861217982,FS0_HT1,45,simulated
RMSPE,4.3132976569339885,FS0_HT1,45,simulated
RSR,0.9655046899005489,FS0_HT1,45,simulated
r,0.42981014716803967,FS0_HT1,45,simulated
r2,0.24050946967652945,FS0_HT1,45,simulated
CCC,0.05584396264243273,FS1_HT0,45,simulated
MAE,1.013393544503065,FS1_HT0,45,simulated
R2,-0.6224651425773218,FS1_HT0,45,simulated
RMSE,1.2233150691518158,FS1_HT0,45,simulated
RMSPE,3.1626718201703676,FS1_HT0,45,simulated
RSR,1.262723776342732,FS1_HT0,45,simulated
r,0.08595323799064247,FS1_HT0,45,simulated
r2,0.01486354785974357,FS1_HT0,45,simulated
CCC,0.01890147783058283,FS1_HT1,45,simulated
MAE,0.8917343401384633,FS1_HT1,45,simulated
R2,-0.28599360654508954,FS1_HT1,45,simulated
RMSE,1.1062494903300482,FS1_HT1,45,simulated
RMSPE,3.2918080704846,FS1_HT1,45,simulated
RSR,1.131592642123755,FS1_HT1,45,simulated
r,0.05580698080254918,FS1_HT1,45,simulated
r2,0.01250812099174185,FS1_HT1,45,simulated
CCC,0.2763614208123125,FS0_HT0,45,spectral
MAE,4.761542119913142,FS0_HT0,45,spectral
R2,0.0695260920290438,FS0_HT0,45,spectral
RMSE,6.0594312636961005,FS0_HT0,45,spectral
RMSPE,0.12187092027855899,FS0_HT0,45,spectral
RSR,0.9638670095564414,FS0_HT0,45,spectral
r,0.3397908037931758,FS0_HT0,45,spectral
r2,0.11917083789047433,FS0_HT0,45,spectral
CCC,0.28149905952406595,FS0_HT1,45,spectral
MAE,4.788058662827809,FS0_HT1,45,spectral
R2,0.06300147837217178,FS0_HT1,45,spectral
RMSE,6.078516043069632,FS0_HT1,45,spectral
RMSPE,0.1224848906049407,FS0_HT1,45,spectral
RSR,0.9672822943946778,FS0_HT1,45,spectral
r,0.3404443360220136,FS0_HT1,45,spectral
r2,0.11848669811416335,FS0_HT1,45,spectral
CCC,0.29012412713928626,FS1_HT0,45,spectral
MAE,4.7092991523598915,FS1_HT0,45,spectral
R2,0.09721357348062645,FS1_HT0,45,spectral
RMSE,5.973289013934055,FS1_HT0,45,spectral
RMSPE,0.1209285520021256,FS1_HT0,45,spectral
RSR,0.9493892670603188,FS1_HT0,45,spectral
r,0.357360471881577,FS1_HT0,45,spectral
r2,0.13321897762921836,FS1_HT0,45,spectral
CCC,0.30204649483447665,FS1_HT1,45,spectral
MAE,4.779938007925351,FS1_HT1,45,spectral
R2,0.03878562972571773,FS1_HT1,45,spectral
RMSE,6.116999019135903,FS1_HT1,45,spectral
RMSPE,0.12248944452978494,FS1_HT1,45,spectral
RSR,0.9756936896316896,FS1_HT1,45,spectral
r,0.36566717436377627,FS1_HT1,45,spectral
r2,0.1408623818901195,FS1_HT1,45,spectral
CCC,0.2824737860234238,FS0_HT0,46,simulated
MAE,0.705637373264514,FS0_HT0,46,simulated
R2,-0.05742882656460961,FS0_HT0,46,simulated
RMSE,0.9027888141017039,FS0_HT0,46,simulated
RMSPE,6.821523532338705,FS0_HT0,46,simulated
RSR,1.0107052478782994,FS0_HT0,46,simulated
r,0.39007492859079973,FS0_HT0,46,simulated
r2,0.20268960639395095,FS0_HT0,46,simulated
CCC,0.17684964458689997,FS0_HT1,46,simulated
MAE,0.757899456655628,FS0_HT1,46,simulated
R2,-0.1304729504469187,FS0_HT1,46,simulated
RMSE,0.966871631854157,FS0_HT1,46,simulated
RMSPE,48.11047014091417,FS0_HT1,46,simulated
RSR,1.0585125703450555,FS0_HT1,46,simulated
r,0.23918021824778046,FS0_HT1,46,simulated
r2,0.09341151554799025,FS0_HT1,46,simulated
CCC,0.03289405024017217,FS1_HT0,46,simulated
MAE,0.8814631156097146,FS1_HT0,46,simulated
R2,-0.5312995733070975,FS1_HT0,46,simulated
RMSE,1.1160100232547836,FS1_HT0,46,simulated
RMSPE,68.20983279421748,FS1_HT0,46,simulated
RSR,1.2312333132859425,FS1_HT0,46,simulated
r,0.03275262546856515,FS1_HT0,46,simulated
r2,0.03228530182134882,FS1_HT0,46,simulated
CCC,-0.06892548076352893,FS1_HT1,46,simulated
MAE,0.8222016478272108,FS1_HT1,46,simulated
R2,-0.2810291966276799,FS1_HT1,46,simulated
RMSE,1.0341596160295272,FS1_HT1,46,simulated
RMSPE,20.323490623097108,FS1_HT1,46,simulated
RSR,1.1294645327904234,FS1_HT1,46,simulated
r,-0.11813006424952896,FS1_HT1,46,simulated
r2,0.08416967963425713,FS1_HT1,46,simulated
CCC,0.2871597504132288,FS0_HT0,46,spectral
MAE,4.694055926736369,FS0_HT0,46,spectral
R2,0.0850055189794229,FS0_HT0,46,spectral
RMSE,5.9852697014978435,FS0_HT0,46,spectral
RMSPE,0.12088724748089492,FS0_HT0,46,spectral
RSR,0.9563096778693569,FS0_HT0,46,spectral
r,0.35180958942037066,FS0_HT0,46,spectral
r2,0.12484127035637844,FS0_HT0,46,spectral
CCC,0.29554344585907616,FS0_HT1,46,spectral
MAE,5.1534551993106845,FS0_HT1,46,spectral
R2,-0.06584249464782008,FS0_HT1,46,spectral
RMSE,6.455150894812431,FS0_HT1,46,spectral
RMSPE,0.12767138202746411,FS0_HT1,46,spectral
RSR,1.0292701014503287,FS0_HT1,46,spectral
r,0.3233110642381326,FS0_HT1,46,spectral
r2,0.10934596416878332,FS0_HT1,46,spectral
CCC,0.26946330267639335,FS1_HT0,46,spectral
MAE,4.795071029901406,FS1_HT0,46,spectral
R2,0.055423737101608375,FS1_HT0,46,spectral
RMSE,6.063324318446632,FS1_HT0,46,spectral
RMSPE,0.12244292613789794,FS1_HT0,46,spectral
RSR,0.9708650097902117,FS1_HT0,46,spectral
r,0.32896026375954546,FS1_HT0,46,spectral
r2,0.11345083345844811,FS1_HT0,46,spectral
CCC,0.24309160815943992,FS1_HT1,46,spectral
MAE,4.818383193845646,FS1_HT1,46,spectral
R2,0.028839106536846182,FS1_HT1,46,spectral
RMSE,6.1496796599247165,FS1_HT1,46,spectral
RMSPE,0.12490056142626234,FS1_HT1,46,spectral
RSR,0.9845138187946965,FS1_HT1,46,spectral
r,0.3023754838765112,FS1_HT1,46,spectral
r2,0.09529060182511434,FS1_HT1,46,spectral
CCC,0.423853849824012,FS0_HT0,47,simulated
MAE,0.7097545166590331,FS0_HT0,47,simulated
R2,0.03179852239875451,FS0_HT0,47,simulated
RMSE,0.9029022461948752,FS0_HT0,47,simulated
RMSPE,2.521728083612689,FS0_HT0,47,simulated
RSR,0.9729940878336809,FS0_HT0,47,simulated
r,0.5400847846339063,FS0_HT0,47,simulated
r2,0.3213448327798361,FS0_HT0,47,simulated
CCC,0.4009615238585754,FS0_HT1,47,simulated
MAE,0.7078948540565577,FS0_HT1,47,simulated
R2,0.08235073474003878,FS0_HT1,47,simulated
RMSE,0.8688122347177009,FS0_HT1,47,simulated
RMSPE,2.064239163214541,FS0_HT1,47,simulated
RSR,0.9359779774695689,FS0_HT1,47,simulated
r,0.5451147045972059,FS0_HT1,47,simulated
r2,0.36843706593709113,FS0_HT1,47,simulated
CCC,0.06364600136259063,FS1_HT0,47,simulated
MAE,0.8832398465244683,FS1_HT0,47,simulated
R2,-0.34310422943406993,FS1_HT0,47,simulated
RMSE,1.0635233934192416,FS1_HT0,47,simulated
RMSPE,4.900393303428028,FS1_HT0,47,simulated
RSR,1.1453098397097865,FS1_HT0,47,simulated
r,0.13103940078071602,FS1_HT0,47,simulated
r2,0.06785989478714947,FS1_HT0,47,simulated
CCC,0.04602358094334413,FS1_HT1,47,simulated
MAE,0.8383298775532226,FS1_HT1,47,simulated
R2,-0.25038798775663046,FS1_HT1,47,simulated
RMSE,1.0373412241649915,FS1_HT1,47,simulated
RMSPE,3.2853761753969684,FS1_HT1,47,simulated
RSR,1.1154997431827194,FS1_HT1,47,simulated
r,0.09944246299304664,FS1_HT1,47,simulated
r2,0.03279588285113746,FS1_HT1,47,simulated
CCC,0.2616156807263919,FS0_HT0,47,spectral
MAE,4.733088324040827,FS0_HT0,47,spectral
R2,0.056711223081771435,FS0_HT0,47,spectral
RMSE,6.080437750441828,FS0_HT0,47,spectral
RMSPE,0.12263558060795987,FS0_HT0,47,spectral
RSR,0.969932220736234,FS0_HT0,47,spectral
r,0.32077396413919057,FS0_HT0,47,spectral
r2,0.11058313874764988,FS0_HT0,47,spectral
CCC,0.2668422570699098,FS0_HT1,47,spectral
MAE,4.820427250210168,FS0_HT1,47,spectral
R2,0.02264282711332848,FS0_HT1,47,spectral
RMSE,6.193999834960145,FS0_HT1,47,spectral
RMSPE,0.1254317382761529,FS0_HT1,47,spectral
RSR,0.9860425714525004,FS0_HT1,47,spectral
r,0.31717382358937163,FS0_HT1,47,spectral
r2,0.11133200671456163,FS0_HT1,47,spectral
CCC,0.2469205137792898,FS1_HT0,47,spectral
MAE,4.915639866685339,FS1_HT0,47,spectral
R2,-0.010222960516546985,FS1_HT0,47,spectral
RMSE,6.269038477690097,FS1_HT0,47,spectral
RMSPE,0.12526522233622922,FS1_HT0,47,spectral
RSR,1.0021192123241482,FS1_HT0,47,spectral
r,0.30065638384316096,FS1_HT0,47,spectral
r2,0.09353839246560149,FS1_HT0,47,spectral
CCC,0.23849182944229494,FS1_HT1,47,spectral
MAE,4.877157845126684,FS1_HT1,47,spectral
R2,0.026794360837162245,FS1_HT1,47,spectral
RMSE,6.163996779498352,FS1_HT1,47,spectral
RMSPE,0.12457575522656497,FS1_HT1,47,spectral
RSR,0.9849285424804461,FS1_HT1,47,spectral
r,0.29568922204915365,FS1_HT1,47,spectral
r2,0.09605825882584282,FS1_HT1,47,spectral
CCC,0.4262838656054373,FS0_HT0,48,simulated
MAE,0.7207745002544287,FS0_HT0,48,simulated
R2,0.25351733889926525,FS0_HT0,48,simulated
RMSE,0.8617196152852118,FS0_HT0,48,simulated
RMSPE,13.122100186425351,FS0_HT0,48,simulated
RSR,0.8620919419762559,FS0_HT0,48,simulated
r,0.5655364102010997,FS0_HT0,48,simulated
r2,0.3329832258743789,FS0_HT0,48,simulated
CCC,0.32945033944597485,FS0_HT1,48,simulated
MAE,0.7757099903908309,FS0_HT1,48,simulated
R2,0.09454377815052828,FS0_HT1,48,simulated
RMSE,0.944168238013973,FS0_HT1,48,simulated
RMSPE,11.560592303953593,FS0_HT1,48,simulated
RSR,0.9479776317632116,FS0_HT1,48,simulated
r,0.4120739272235491,FS0_HT1,48,simulated
r2,0.19566621605598947,FS0_HT1,48,simulated
CCC,0.05049422113381215,FS1_HT0,48,simulated
MAE,0.8644371043864971,FS1_HT0,48,simulated
R2,-0.14910010637020998,FS1_HT0,48,simulated
RMSE,1.0762676248383323,FS1_HT0,48,simulated
RMSPE,9.265577223444117,FS1_HT0,48,simulated
RSR,1.0706978897814323,FS1_HT0,48,simulated
r,0.0637622322439391,FS1_HT0,48,simulated
r2,0.03114003350221852,FS1_HT0,48,simulated
CCC,0.027810239661138835,FS1_HT1,48,simulated
MAE,0.8766324772068345,FS1_HT1,48,simulated
R2,-0.1920433830881147,FS1_HT1,48,simulated
RMSE,1.09108897059889,FS1_HT1,48,simulated
RMSPE,7.721425579727298,FS1_HT1,48,simulated
RSR,1.090122796777243,FS1_HT1,48,simulated
r,0.04558755650038156,FS1_HT1,48,simulated
r2,0.0223740648867904,FS1_HT1,48,simulated
CCC,0.2654429592217927,FS0_HT0,48,spectral
MAE,4.943252447201702,FS0_HT0,48,spectral
R2,0.010229754310569161,FS0_HT0,48,spectral
RMSE,6.224584031613731,FS0_HT0,48,spectral
RMSPE,0.12274270198769646,FS0_HT0,48,spectral
RSR,0.9930522458698057,FS0_HT0,48,spectral
r,0.3113600964649631,FS0_HT0,48,spectral
r2,0.10436246717310182,FS0_HT0,48,spectral
CCC,0.26943155107093936,FS0_HT1,48,spectral
MAE,4.825781002494118,FS0_HT1,48,spectral
R2,0.03346518105949912,FS0_HT1,48,spectral
RMSE,6.121440258074875,FS0_HT1,48,spectral
RMSPE,0.12282834631821551,FS0_HT1,48,spectral
RSR,0.9816125877133883,FS0_HT1,48,spectral
r,0.3295458047055694,FS0_HT1,48,spectral
r2,0.11266432074454243,FS0_HT1,48,spectral
CCC,0.2457559692863353,FS1_HT0,48,spectral
MAE,5.052900048213764,FS1_HT0,48,spectral
R2,-0.03187852216032274,FS1_HT0,48,spectral
RMSE,6.338171929971989,FS1_HT0,48,spectral
RMSPE,0.12599849965993262,FS1_HT0,48,spectral
RSR,1.01431900273538,FS1_HT0,48,spectral
r,0.2914380179292114,FS1_HT0,48,spectral
r2,0.09036904272780999,FS1_HT0,48,spectral
CCC,0.2488263498485331,FS1_HT1,48,spectral
MAE,5.037217725820261,FS1_HT1,48,spectral
R2,-0.07660477376889763,FS1_HT1,48,spectral
RMSE,6.394550466106691,FS1_HT1,48,spectral
RMSPE,0.1274171662839561,FS1_HT1,48,spectral
RSR,1.0288849961237228,FS1_HT1,48,spectral
r,0.3038956759007818,FS1_HT1,48,spectral
r2,0.10216742790518116,FS1_HT1,48,spectral
CCC,0.48501323915337197,FS0_HT0,49,simulated
MAE,0.6013492539085944,FS0_HT0,49,simulated
R2,0.26880460151430013,FS0_HT0,49,simulated
RMSE,0.7901122737827697,FS0_HT0,49,simulated
RMSPE,3.134406453672739,FS0_HT0,49,simulated
RSR,0.8546284722168593,FS0_HT0,49,simulated
r,0.6102816750433746,FS0_HT0,49,simulated
r2,0.37548358820079336,FS0_HT0,49,simulated
CCC,0.4230647754097726,FS0_HT1,49,simulated
MAE,0.6841605856599123,FS0_HT1,49,simulated
R2,0.09230247796015054,FS0_HT1,49,simulated
RMSE,0.8694207037304654,FS0_HT1,49,simulated
RMSPE,4.339415522820147,FS0_HT1,49,simulated
RSR,0.9472868554380263,FS0_HT1,49,simulated
r,0.5158739011638256,FS0_HT1,49,simulated
r2,0.27513928002773047,FS0_HT1,49,simulated
CCC,-0.026708248418261936,FS1_HT0,49,simulated
MAE,0.8900778627413007,FS1_HT0,49,simulated
R2,-0.6518378249945468,FS1_HT0,49,simulated
RMSE,1.1471900284894514,FS1_HT0,49,simulated
RMSPE,4.782486730932121,FS1_HT0,49,simulated
RSR,1.2690305421597416,FS1_HT0,49,simulated
r,0.002053557584347598,FS1_HT0,49,simulated
r2,0.06457944165629728,FS1_HT0,49,simulated
CCC,0.09678508686565476,FS1_HT1,49,simulated
MAE,0.7805018414920848,FS1_HT1,49,simulated
R2,-0.2459131804118848,FS1_HT1,49,simulated
RMSE,1.011545128831719,FS1_HT1,49,simulated
RMSPE,4.6725531036075605,FS1_HT1,49,simulated
RSR,1.110813884241346,FS1_HT1,49,simulated
r,0.15611039326888299,FS1_HT1,49,simulated
r2,0.04464299753880936,FS1_HT1,49,simulated
CCC,0.271442852843362,FS0_HT0,49,spectral
MAE,4.753649278774752,FS0_HT0,49,spectral
R2,0.0797040979531021,FS0_HT0,49,spectral
RMSE,6.035234899708344,FS0_HT0,49,spectral
RMSPE,0.12138437786744669,FS0_HT0,49,spectral
RSR,0.9585477446107259,FS0_HT0,49,spectral
r,0.3400542333716122,FS0_HT0,49,spectral
r2,0.1223993136513597,FS0_HT0,49,spectral
CCC,0.27484618038541775,FS0_HT1,49,spectral
MAE,4.707791703169026,FS0_HT1,49,spectral
R2,0.0892950901174665,FS0_HT1,49,spectral
RMSE,6.002418411822728,FS0_HT1,49,spectral
RMSPE,0.12186157570845105,FS0_HT1,49,spectral
RSR,0.9535284258376556,FS0_HT1,49,spectral
r,0.3459883533780254,FS0_HT1,49,spectral
r2,0.1276457030001462,FS0_HT1,49,spectral
CCC,0.247037662911677,FS1_HT0,49,spectral
MAE,4.93827825073508,FS1_HT0,49,spectral
R2,-0.006713330852521726,FS1_HT0,49,spectral
RMSE,6.309024686175517,FS1_HT0,49,spectral
RMSPE,0.12676198510091113,FS1_HT0,49,spectral
RSR,1.001863867697452,FS1_HT0,49,spectral
r,0.2930940534577664,FS1_HT0,49,spectral
r2,0.08929045602756161,FS1_HT0,49,spectral
CCC,0.2514415568948431,FS1_HT1,49,spectral
MAE,4.815448325852906,FS1_HT1,49,spectral
R2,0.04863721661362295,FS1_HT1,49,spectral
RMSE,6.140593926928838,FS1_HT1,49,spectral
RMSPE,0.12461672620101436,FS1_HT1,49,spectral
RSR,0.9752194464699796,FS1_HT1,49,spectral
r,0.3113811434311585,FS1_HT1,49,spectral
r2,0.09984325948460987,FS1_HT1,49,spectral
CCC,0.23658544039388021,FS0_HT0,50,simulated
MAE,0.8941686112658189,FS0_HT0,50,simulated
R2,-0.3816748405296762,FS0_HT0,50,simulated
RMSE,1.1096640224091137,FS0_HT0,50,simulated
RMSPE,2.2775307520618275,FS0_HT0,50,simulated
RSR,1.141918733811435,FS0_HT0,50,simulated
r,0.34612146548912814,FS0_HT0,50,simulated
r2,0.1688576394748027,FS0_HT0,50,simulated
CCC,0.31436407821075896,FS0_HT1,50,simulated
MAE,0.7860113144743525,FS0_HT1,50,simulated
R2,-0.02490664686673638,FS0_HT1,50,simulated
RMSE,0.9778908344904114,FS0_HT1,50,simulated
RMSPE,1.8824175261241378,FS0_HT1,50,simulated
RSR,0.9960653479927981,FS0_HT1,50,simulated
r,0.44822900626845996,FS0_HT1,50,simulated
r2,0.23856695458321792,FS0_HT1,50,simulated
CCC,0.02094755746490684,FS1_HT0,50,simulated
MAE,1.0069765410613134,FS1_HT0,50,simulated
R2,-0.5430884145740139,FS1_HT0,50,simulated
RMSE,1.2107452959914802,FS1_HT0,50,simulated
RMSPE,2.9454356110544753,FS1_HT0,50,simulated
RSR,1.2291410424929308,FS1_HT0,50,simulated
r,0.04992232801174813,FS1_HT0,50,simulated
r2,0.04104802007000973,FS1_HT0,50,simulated
CCC,-0.03200566396879818,FS1_HT1,50,simulated
MAE,0.9136333967067488,FS1_HT1,50,simulated
R2,-0.4282962416898249,FS1_HT1,50,simulated
RMSE,1.169763965035831,FS1_HT1,50,simulated
RMSPE,1.523969003760522,FS1_HT1,50,simulated
RSR,1.1849641714789614,FS1_HT1,50,simulated
r,-0.028319897937068943,FS1_HT1,50,simulated
r2,0.01729501868951135,FS1_HT1,50,simulated
CCC,0.24506042426486035,FS0_HT0,50,spectral
MAE,4.943787788406425,FS0_HT0,50,spectral
R2,-0.01642027203126737,FS0_HT0,50,spectral
RMSE,6.301085023429655,FS0_HT0,50,spectral
RMSPE,0.12567260260953744,FS0_HT0,50,spectral
RSR,1.006935561237325,FS0_HT0,50,spectral
r,0.29989423355109984,FS0_HT0,50,spectral
r2,0.0921607559419016,FS0_HT0,50,spectral
CCC,0.23739196941999471,FS0_HT1,50,spectral
MAE,4.788848121026863,FS0_HT1,50,spectral
R2,0.027161071892782072,FS0_HT1,50,spectral
RMSE,6.170325527805543,FS0_HT1,50,spectral
RMSPE,0.12435812300160462,FS0_HT1,50,spectral
RSR,0.9858422495419539,FS0_HT1,50,spectral
r,0.301411681090756,FS0_HT1,50,spectral
r2,0.09274874508367327,FS0_HT1,50,spectral
CCC,0.21706651756948955,FS1_HT0,50,spectral
MAE,4.909308698347461,FS1_HT0,50,spectral
R2,-0.048854318747760625,FS1_HT0,50,spectral
RMSE,6.36791152048426,FS1_HT0,50,spectral
RMSPE,0.12853543460918063,FS1_HT0,50,spectral
RSR,1.0203251929142774,FS1_HT0,50,spectral
r,0.2768106058049771,FS1_HT0,50,spectral
r2,0.08113035117211713,FS1_HT0,50,spectral
CCC,0.19330282979136107,FS1_HT1,50,spectral
MAE,5.125498099574953,FS1_HT1,50,spectral
R2,-0.11608646615572915,FS1_HT1,50,spectral
RMSE,6.5608018477884285,FS1_HT1,50,spectral
RMSPE,0.133717722516978,FS1_HT1,50,spectral
RSR,1.050107746538862,FS1_HT1,50,spectral
r,0.24677222844313604,FS1_HT1,50,spectral
r2,0.06542918268055233,FS1_HT1,50,spectral
CCC,0.3050643479865876,FS0_HT0,51,simulated
MAE,0.7562343570498289,FS0_HT0,51,simulated
R2,-0.08585766908631094,FS0_HT0,51,simulated
RMSE,0.9498040451667302,FS0_HT0,51,simulated
RMSPE,2.639204988168918,FS0_HT0,51,simulated
RSR,1.0207144105758572,FS0_HT0,51,simulated
r,0.40438987851363956,FS0_HT0,51,simulated
r2,0.19644663819827307,FS0_HT0,51,simulated
CCC,0.37397470890022966,FS0_HT1,51,simulated
MAE,0.7496612495952327,FS0_HT1,51,simulated
R2,0.011169580139130764,FS0_HT1,51,simulated
RMSE,0.9406706846682903,FS0_HT1,51,simulated
RMSPE,2.244275962549802,FS0_HT1,51,simulated
RSR,0.9889977149552271,FS0_HT1,51,simulated
r,0.41623498386543456,FS0_HT1,51,simulated
r2,0.1923050992279832,FS0_HT1,51,simulated
CCC,0.004693727439627679,FS1_HT0,51,simulated
MAE,0.8799699048972942,FS1_HT0,51,simulated
R2,-0.35377300418498553,FS1_HT0,51,simulated
RMSE,1.0858609600620273,FS1_HT0,51,simulated
RMSPE,2.137896291694436,FS1_HT0,51,simulated
RSR,1.1548366485985138,FS1_HT0,51,simulated
r,0.013058412962181331,FS1_HT0,51,simulated
r2,0.011467878531252213,FS1_HT0,51,simulated
CCC,0.024246226473369277,FS1_HT1,51,simulated
MAE,0.8719119350635415,FS1_HT1,51,simulated
R2,-0.23526600764843097,FS1_HT1,51,simulated
RMSE,1.0503671931355603,FS1_HT1,51,simulated
