metric,mean,method,i,dataset
MAE,0.9046817495875026,FS1_HT1,318,simulated
R2,-0.25970342942990127,FS1_HT1,318,simulated
RMSE,1.1040872425362966,FS1_HT1,318,simulated
RMSPE,2.67735197238821,FS1_HT1,318,simulated
RSR,1.1185550435756155,FS1_HT1,318,simulated
r,0.04343329123825855,FS1_HT1,318,simulated
r2,0.0757340039555114,FS1_HT1,318,simulated
CCC,0.25627468480078586,FS0_HT0,318,spectral
MAE,5.076462905907289,FS0_HT0,318,spectral
R2,-0.0802743430088391,FS0_HT0,318,spectral
RMSE,6.506807257595407,FS0_HT0,318,spectral
RMSPE,0.12986716537887538,FS0_HT0,318,spectral
RSR,1.0367252409210606,FS0_HT0,318,spectral
r,0.2876374137553183,FS0_HT0,318,spectral
r2,0.09129135332879783,FS0_HT0,318,spectral
CCC,0.24335320325437532,FS0_HT1,318,spectral
MAE,4.935471644911105,FS0_HT1,318,spectral
R2,-0.023101192399770577,FS0_HT1,318,spectral
RMSE,6.3291365590835476,FS0_HT1,318,spectral
RMSPE,0.1273452536038045,FS0_HT1,318,spectral
RSR,1.010835827750419,FS0_HT1,318,spectral
r,0.2887235196480668,FS0_HT1,318,spectral
r2,0.0839575067818272,FS0_HT1,318,spectral
CCC,0.22718071444901625,FS1_HT0,318,spectral
MAE,4.897777866956648,FS1_HT0,318,spectral
R2,0.014177921004656114,FS1_HT0,318,spectral
RMSE,6.217759662697131,FS1_HT0,318,spectral
RMSPE,0.12458735972959108,FS1_HT0,318,spectral
RSR,0.9921353175867772,FS1_HT0,318,spectral
r,0.2849783132146778,FS1_HT0,318,spectral
r2,0.08613203313630088,FS1_HT0,318,spectral
CCC,0.224591145192314,FS1_HT1,318,spectral
MAE,5.014439234420648,FS1_HT1,318,spectral
R2,-0.04857848892026908,FS1_HT1,318,spectral
RMSE,6.3765764064722905,FS1_HT1,318,spectral
RMSPE,0.1276570141179044,FS1_HT1,318,spectral
RSR,1.01949098468417,FS1_HT1,318,spectral
r,0.278790805709867,FS1_HT1,318,spectral
r2,0.08458923905008023,FS1_HT1,318,spectral
CCC,0.33859141062486053,FS0_HT0,319,simulated
MAE,0.5819599818408794,FS0_HT0,319,simulated
R2,0.14727981787987993,FS0_HT0,319,simulated
RMSE,0.7274489156812971,FS0_HT0,319,simulated
RMSPE,3.048253192636885,FS0_HT0,319,simulated
RSR,0.9200237840006071,FS0_HT0,319,simulated
r,0.49844130339805853,FS0_HT0,319,simulated
r2,0.2818604063195895,FS0_HT0,319,simulated
CCC,0.3425496208166452,FS0_HT1,319,simulated
MAE,0.5963905976691027,FS0_HT1,319,simulated
R2,0.0977550735170067,FS0_HT1,319,simulated
RMSE,0.7520384497279243,FS0_HT1,319,simulated
RMSPE,4.315863969787032,FS0_HT1,319,simulated
RSR,0.9453401074003643,FS0_HT1,319,simulated
r,0.4430497303884763,FS0_HT1,319,simulated
r2,0.24072284027348187,FS0_HT1,319,simulated
CCC,-0.12269754739971277,FS1_HT0,319,simulated
MAE,0.7942076074821885,FS1_HT0,319,simulated
R2,-0.5874224995008146,FS1_HT0,319,simulated
RMSE,0.9902264298528358,FS1_HT0,319,simulated
RMSPE,5.505203865974461,FS1_HT0,319,simulated
RSR,1.256344881950306,FS1_HT0,319,simulated
r,-0.1581692729685817,FS1_HT0,319,simulated
r2,0.08063624043397014,FS1_HT0,319,simulated
CCC,-0.06273885291183406,FS1_HT1,319,simulated
MAE,0.7582991074287384,FS1_HT1,319,simulated
R2,-0.4847797047431907,FS1_HT1,319,simulated
RMSE,0.965173919050646,FS1_HT1,319,simulated
RMSPE,5.316699268582451,FS1_HT1,319,simulated
RSR,1.2139370108922927,FS1_HT1,319,simulated
r,-0.1038764126751325,FS1_HT1,319,simulated
r2,0.051767575829956315,FS1_HT1,319,simulated
CCC,0.2605029673238146,FS0_HT0,319,spectral
MAE,4.817073810702598,FS0_HT0,319,spectral
R2,0.03980851615317691,FS0_HT0,319,spectral
RMSE,6.137476011816692,FS0_HT0,319,spectral
RMSPE,0.12305263664903317,FS0_HT0,319,spectral
RSR,0.9792915479180972,FS0_HT0,319,spectral
r,0.3182302501257558,FS0_HT0,319,spectral
r2,0.10582917695902098,FS0_HT0,319,spectral
CCC,0.24471195784706992,FS0_HT1,319,spectral
MAE,5.0781840270492165,FS0_HT1,319,spectral
R2,-0.04161570654116194,FS0_HT1,319,spectral
RMSE,6.391652396055674,FS0_HT1,319,spectral
RMSPE,0.12695210151358582,FS0_HT1,319,spectral
RSR,1.019330870796424,FS0_HT1,319,spectral
r,0.28701795081063014,FS0_HT1,319,spectral
r2,0.08378243678333842,FS0_HT1,319,spectral
CCC,0.27059792792072557,FS1_HT0,319,spectral
MAE,4.777286621283006,FS1_HT0,319,spectral
R2,0.06162728166403397,FS1_HT0,319,spectral
RMSE,6.063696409857551,FS1_HT0,319,spectral
RMSPE,0.12222428169676132,FS1_HT0,319,spectral
RSR,0.9680872276858622,FS1_HT0,319,spectral
r,0.33597533762003146,FS1_HT0,319,spectral
r2,0.11650573547920315,FS1_HT0,319,spectral
CCC,0.27359580096266545,FS1_HT1,319,spectral
MAE,4.889112125738125,FS1_HT1,319,spectral
R2,0.015510186347001409,FS1_HT1,319,spectral
RMSE,6.222432843682741,FS1_HT1,319,spectral
RMSPE,0.12496212535705198,FS1_HT1,319,spectral
RSR,0.9915131647716434,FS1_HT1,319,spectral
r,0.3209952349902755,FS1_HT1,319,spectral
r2,0.10534517125058193,FS1_HT1,319,spectral
CCC,0.31949396799768487,FS0_HT0,320,simulated
MAE,0.7729162089803653,FS0_HT0,320,simulated
R2,-0.042462486532585754,FS0_HT0,320,simulated
RMSE,0.9584915759004383,FS0_HT0,320,simulated
RMSPE,3.7421192797507716,FS0_HT0,320,simulated
RSR,0.9988777546222687,FS0_HT0,320,simulated
r,0.42317575702546434,FS0_HT0,320,simulated
r2,0.2292029958297138,FS0_HT0,320,simulated
CCC,0.3885019484589981,FS0_HT1,320,simulated
MAE,0.7160620417956154,FS0_HT1,320,simulated
R2,0.14306366608203486,FS0_HT1,320,simulated
RMSE,0.8932425530914821,FS0_HT1,320,simulated
RMSPE,4.377449602693143,FS0_HT1,320,simulated
RSR,0.9223045403952559,FS0_HT1,320,simulated
r,0.48914664181172657,FS0_HT1,320,simulated
r2,0.2563673568745393,FS0_HT1,320,simulated
CCC,0.024211731595433432,FS1_HT0,320,simulated
MAE,0.9317873322475642,FS1_HT0,320,simulated
R2,-0.3927119080359264,FS1_HT0,320,simulated
RMSE,1.1493860242688434,FS1_HT0,320,simulated
RMSPE,7.624499258957291,FS1_HT0,320,simulated
RSR,1.1797913033109473,FS1_HT0,320,simulated
r,0.02071676279970127,FS1_HT0,320,simulated
r2,0.005072243318405394,FS1_HT0,320,simulated
CCC,0.05399734606261584,FS1_HT1,320,simulated
MAE,0.9287555523151021,FS1_HT1,320,simulated
R2,-0.3615097196872623,FS1_HT1,320,simulated
RMSE,1.1311938900632197,FS1_HT1,320,simulated
RMSPE,4.302793035211666,FS1_HT1,320,simulated
RSR,1.1635647678166294,FS1_HT1,320,simulated
r,0.06685191975356246,FS1_HT1,320,simulated
r2,0.021818456329920386,FS1_HT1,320,simulated
CCC,0.29577252763384937,FS0_HT0,320,spectral
MAE,4.839607759480431,FS0_HT0,320,spectral
R2,0.04749611972543479,FS0_HT0,320,spectral
RMSE,6.098602626004452,FS0_HT0,320,spectral
RMSPE,0.1227694599265472,FS0_HT0,320,spectral
RSR,0.9730640168174105,FS0_HT0,320,spectral
r,0.35583314794434884,FS0_HT0,320,spectral
r2,0.13291880162823205,FS0_HT0,320,spectral
CCC,0.2638794995427697,FS0_HT1,320,spectral
MAE,5.214984442970875,FS0_HT1,320,spectral
R2,-0.10943940923931013,FS0_HT1,320,spectral
RMSE,6.570714232694442,FS0_HT1,320,spectral
RMSPE,0.1298899055820805,FS0_HT1,320,spectral
RSR,1.0480750332903792,FS0_HT1,320,spectral
r,0.3032106928994015,FS0_HT1,320,spectral
r2,0.09706038650679785,FS0_HT1,320,spectral
CCC,0.2570043930674039,FS1_HT0,320,spectral
MAE,4.885021392261307,FS1_HT0,320,spectral
R2,0.021646746497904056,FS1_HT0,320,spectral
RMSE,6.193197313401123,FS1_HT0,320,spectral
RMSPE,0.12508590719818047,FS1_HT0,320,spectral
RSR,0.9866234015908579,FS1_HT0,320,spectral
r,0.3193287134509408,FS1_HT0,320,spectral
r2,0.10769016347002669,FS1_HT0,320,spectral
CCC,0.26884486959518733,FS1_HT1,320,spectral
MAE,4.773645241092794,FS1_HT1,320,spectral
R2,0.07724113646618842,FS1_HT1,320,spectral
RMSE,6.028916534379511,FS1_HT1,320,spectral
RMSPE,0.12138690299652152,FS1_HT1,320,spectral
RSR,0.9594268343827064,FS1_HT1,320,spectral
r,0.33616634643410853,FS1_HT1,320,spectral
r2,0.1229252609422008,FS1_HT1,320,spectral
CCC,0.3401674405122549,FS0_HT0,321,simulated
MAE,0.734804599687785,FS0_HT0,321,simulated
R2,0.044037049806478955,FS0_HT0,321,simulated
RMSE,0.9015667896070884,FS0_HT0,321,simulated
RMSPE,25.906082986360893,FS0_HT0,321,simulated
RSR,0.9740958445284755,FS0_HT0,321,simulated
r,0.4148868599155778,FS0_HT0,321,simulated
r2,0.17894560498201428,FS0_HT0,321,simulated
CCC,0.29252644598714916,FS0_HT1,321,simulated
MAE,0.7455339259902601,FS0_HT1,321,simulated
R2,0.025185533429339026,FS0_HT1,321,simulated
RMSE,0.9063594740134221,FS0_HT1,321,simulated
RMSPE,18.465652481365247,FS0_HT1,321,simulated
RSR,0.9815069765715438,FS0_HT1,321,simulated
r,0.40689185921960125,FS0_HT1,321,simulated
r2,0.21065855689534504,FS0_HT1,321,simulated
CCC,-0.03767432389084558,FS1_HT0,321,simulated
MAE,0.9032417689974789,FS1_HT0,321,simulated
R2,-0.5258857895009559,FS1_HT0,321,simulated
RMSE,1.1363495174729001,FS1_HT0,321,simulated
RMSPE,9.915032514793031,FS1_HT0,321,simulated
RSR,1.2291954444639763,FS1_HT0,321,simulated
r,-0.0382257923923351,FS1_HT0,321,simulated
r2,0.029038779641177466,FS1_HT0,321,simulated
CCC,0.007975117112062318,FS1_HT1,321,simulated
MAE,0.9094068722744924,FS1_HT1,321,simulated
R2,-0.5033819626936511,FS1_HT1,321,simulated
RMSE,1.1145577328759086,FS1_HT1,321,simulated
RMSPE,3.044855041028622,FS1_HT1,321,simulated
RSR,1.2162114141943337,FS1_HT1,321,simulated
r,0.012708365110834296,FS1_HT1,321,simulated
r2,0.058091668167196374,FS1_HT1,321,simulated
CCC,0.264891845056618,FS0_HT0,321,spectral
MAE,4.756589533306145,FS0_HT0,321,spectral
R2,0.053852492902185856,FS0_HT0,321,spectral
RMSE,6.0997763537655825,FS0_HT0,321,spectral
RMSPE,0.12283306424251213,FS0_HT0,321,spectral
RSR,0.9713668128603402,FS0_HT0,321,spectral
r,0.32729623885346826,FS0_HT0,321,spectral
r2,0.11379301648237536,FS0_HT0,321,spectral
CCC,0.22791604559306675,FS0_HT1,321,spectral
MAE,4.949789341896699,FS0_HT1,321,spectral
R2,-0.04578451554099896,FS0_HT1,321,spectral
RMSE,6.356625004536518,FS0_HT1,321,spectral
RMSPE,0.12748017225428251,FS0_HT1,321,spectral
RSR,1.016787253837809,FS0_HT1,321,spectral
r,0.28049719626775377,FS0_HT1,321,spectral
r2,0.09564552460658075,FS0_HT1,321,spectral
CCC,0.24434872793402934,FS1_HT0,321,spectral
MAE,4.920029158375223,FS1_HT0,321,spectral
R2,-0.018708625993432104,FS1_HT0,321,spectral
RMSE,6.328780593002156,FS1_HT0,321,spectral
RMSPE,0.12606423022402924,FS1_HT0,321,spectral
RSR,1.0053111486644313,FS1_HT0,321,spectral
r,0.2943036762398624,FS1_HT0,321,spectral
r2,0.09738136644609459,FS1_HT0,321,spectral
CCC,0.27243213352836215,FS1_HT1,321,spectral
MAE,4.739597747388953,FS1_HT1,321,spectral
R2,0.061597397886996474,FS1_HT1,321,spectral
RMSE,6.087770109054383,FS1_HT1,321,spectral
RMSPE,0.12251998639605026,FS1_HT1,321,spectral
RSR,0.9675355058103644,FS1_HT1,321,spectral
r,0.3329106000318919,FS1_HT1,321,spectral
r2,0.11729538261992692,FS1_HT1,321,spectral
CCC,0.3119750769677149,FS0_HT0,322,simulated
MAE,0.6402300546794144,FS0_HT0,322,simulated
R2,0.11489762640932397,FS0_HT0,322,simulated
RMSE,0.8349083092014233,FS0_HT0,322,simulated
RMSPE,2.3458509190137526,FS0_HT0,322,simulated
RSR,0.9392316330261219,FS0_HT0,322,simulated
r,0.4142737899761175,FS0_HT0,322,simulated
r2,0.19140980202355246,FS0_HT0,322,simulated
CCC,0.328930101746116,FS0_HT1,322,simulated
MAE,0.6368152437529333,FS0_HT1,322,simulated
R2,0.1286965532230495,FS0_HT1,322,simulated
RMSE,0.8240500970983856,FS0_HT1,322,simulated
RMSPE,2.061423961541126,FS0_HT1,322,simulated
RSR,0.9313741092666079,FS0_HT1,322,simulated
r,0.46665194763786655,FS0_HT1,322,simulated
r2,0.2474447286557336,FS0_HT1,322,simulated
CCC,-0.11972859959836431,FS1_HT0,322,simulated
MAE,0.8189026776256213,FS1_HT0,322,simulated
R2,-0.41622116226194716,FS1_HT0,322,simulated
RMSE,1.0284723654553645,FS1_HT0,322,simulated
RMSPE,2.845601452275617,FS1_HT0,322,simulated
RSR,1.1817037123495278,FS1_HT0,322,simulated
r,-0.17097233980816745,FS1_HT0,322,simulated
r2,0.057160661106194645,FS1_HT0,322,simulated
CCC,-0.10152951620578046,FS1_HT1,322,simulated
MAE,0.8282262074370832,FS1_HT1,322,simulated
R2,-0.573512825186477,FS1_HT1,322,simulated
RMSE,1.057678233671894,FS1_HT1,322,simulated
RMSPE,3.737317396209452,FS1_HT1,322,simulated
RSR,1.2313703387819086,FS1_HT1,322,simulated
r,-0.05577364077539104,FS1_HT1,322,simulated
r2,0.07061990326847924,FS1_HT1,322,simulated
CCC,0.27267679000943706,FS0_HT0,322,spectral
MAE,4.77457425729868,FS0_HT0,322,spectral
R2,0.06501971272610314,FS0_HT0,322,spectral
RMSE,6.070474303499221,FS0_HT0,322,spectral
RMSPE,0.1222332888548419,FS0_HT0,322,spectral
RSR,0.9657949713509082,FS0_HT0,322,spectral
r,0.33416814143998674,FS0_HT0,322,spectral
r2,0.11988734998588788,FS0_HT0,322,spectral
CCC,0.2729040906920975,FS0_HT1,322,spectral
MAE,4.740734872101449,FS0_HT1,322,spectral
R2,0.07541191382574237,FS0_HT1,322,spectral
RMSE,6.042310133599587,FS0_HT1,322,spectral
RMSPE,0.1217933165344198,FS0_HT1,322,spectral
RSR,0.9608834517989312,FS0_HT1,322,spectral
r,0.3394471301552311,FS0_HT1,322,spectral
r2,0.1205827046017163,FS0_HT1,322,spectral
CCC,0.21631556036170635,FS1_HT0,322,spectral
MAE,5.08537417230715,FS1_HT0,322,spectral
R2,-0.11789879511548924,FS1_HT0,322,spectral
RMSE,6.602393308844905,FS1_HT0,322,spectral
RMSPE,0.1313856921399076,FS1_HT0,322,spectral
RSR,1.0509583644493439,FS1_HT0,322,spectral
r,0.2556565446463926,FS1_HT0,322,spectral
r2,0.07605982225592303,FS1_HT0,322,spectral
CCC,0.24498054371957534,FS1_HT1,322,spectral
MAE,4.813722824701606,FS1_HT1,322,spectral
R2,0.032433409272994075,FS1_HT1,322,spectral
RMSE,6.174794278017422,FS1_HT1,322,spectral
RMSPE,0.12450444572483521,FS1_HT1,322,spectral
RSR,0.9826574119543116,FS1_HT1,322,spectral
r,0.3011419149367778,FS1_HT1,322,spectral
r2,0.0979242019871687,FS1_HT1,322,spectral
CCC,0.30469783893674196,FS0_HT0,323,simulated
MAE,0.8810500920742268,FS0_HT0,323,simulated
R2,-0.06484290447842107,FS0_HT0,323,simulated
RMSE,1.0855686211585112,FS0_HT0,323,simulated
RMSPE,5.989802520453452,FS0_HT0,323,simulated
RSR,1.0219568888515795,FS0_HT0,323,simulated
r,0.37618734231849305,FS0_HT0,323,simulated
r2,0.1806127083230795,FS0_HT0,323,simulated
CCC,0.33278121861522186,FS0_HT1,323,simulated
MAE,0.8393360655969275,FS0_HT1,323,simulated
R2,0.03212320264758881,FS0_HT1,323,simulated
RMSE,1.0305757962103428,FS0_HT1,323,simulated
RMSPE,3.910918380580445,FS0_HT1,323,simulated
RSR,0.9713046173550299,FS0_HT1,323,simulated
r,0.43477467575847617,FS0_HT1,323,simulated
r2,0.22775249025478383,FS0_HT1,323,simulated
CCC,0.028638552875864552,FS1_HT0,323,simulated
MAE,1.0664970808495604,FS1_HT0,323,simulated
R2,-0.5835786071745535,FS1_HT0,323,simulated
RMSE,1.312507930018839,FS1_HT0,323,simulated
RMSPE,3.5900787798049087,FS1_HT0,323,simulated
RSR,1.2374866321672824,FS1_HT0,323,simulated
r,0.029158734896456418,FS1_HT0,323,simulated
r2,0.027806012925247058,FS1_HT0,323,simulated
CCC,0.07050193850674782,FS1_HT1,323,simulated
MAE,0.9583651746315915,FS1_HT1,323,simulated
R2,-0.27768081405387707,FS1_HT1,323,simulated
RMSE,1.1913267861505363,FS1_HT1,323,simulated
RMSPE,4.155761940974299,FS1_HT1,323,simulated
RSR,1.1234807399323534,FS1_HT1,323,simulated
r,0.09099319158619985,FS1_HT1,323,simulated
r2,0.03452829266323731,FS1_HT1,323,simulated
CCC,0.22403479434408613,FS0_HT0,323,spectral
MAE,5.070325621569379,FS0_HT0,323,spectral
R2,-0.06626339492668085,FS0_HT0,323,spectral
RMSE,6.466070072210909,FS0_HT0,323,spectral
RMSPE,0.13004741153701613,FS0_HT0,323,spectral
RSR,1.0300043488899366,FS0_HT0,323,spectral
r,0.26420848959969784,FS0_HT0,323,spectral
r2,0.07285580656352379,FS0_HT0,323,spectral
CCC,0.2436700247041637,FS0_HT1,323,spectral
MAE,4.956551650258762,FS0_HT1,323,spectral
R2,-0.050190272379640556,FS0_HT1,323,spectral
RMSE,6.400806909351745,FS0_HT1,323,spectral
RMSPE,0.1299954322833072,FS0_HT1,323,spectral
RSR,1.0202480285388627,FS0_HT1,323,spectral
r,0.29048544244707325,FS0_HT1,323,spectral
r2,0.09176764894525861,FS0_HT1,323,spectral
CCC,0.20333215063586785,FS1_HT0,323,spectral
MAE,5.1573264718909995,FS1_HT0,323,spectral
R2,-0.09309007014270856,FS1_HT0,323,spectral
RMSE,6.540394124322811,FS1_HT0,323,spectral
RMSPE,0.1317437599810433,FS1_HT0,323,spectral
RSR,1.0423087062789935,FS1_HT0,323,spectral
r,0.24328473538783807,FS1_HT0,323,spectral
r2,0.06858256170477127,FS1_HT0,323,spectral
CCC,0.2011915606899255,FS1_HT1,323,spectral
MAE,5.109904069447083,FS1_HT1,323,spectral
R2,-0.06493526711469788,FS1_HT1,323,spectral
RMSE,6.496491312224545,FS1_HT1,323,spectral
RMSPE,0.13203462308286615,FS1_HT1,323,spectral
RSR,1.0313079757206833,FS1_HT1,323,spectral
r,0.2299199972937067,FS1_HT1,323,spectral
r2,0.06313141858969638,FS1_HT1,323,spectral
CCC,0.24301278087490488,FS0_HT0,324,simulated
MAE,0.8488576234897861,FS0_HT0,324,simulated
R2,-0.20411473366680247,FS0_HT0,324,simulated
RMSE,1.1047337317667565,FS0_HT0,324,simulated
RMSPE,3.4232521323429546,FS0_HT0,324,simulated
RSR,1.0818656759191165,FS0_HT0,324,simulated
r,0.3078387339395616,FS0_HT0,324,simulated
r2,0.15565146301400049,FS0_HT0,324,simulated
CCC,0.3587987039119556,FS0_HT1,324,simulated
MAE,0.8100719678718005,FS0_HT1,324,simulated
R2,-0.011561675202223887,FS0_HT1,324,simulated
RMSE,1.013872488190693,FS0_HT1,324,simulated
RMSPE,3.7309167825668688,FS0_HT1,324,simulated
RSR,0.9923931119699929,FS0_HT1,324,simulated
r,0.43566684931076144,FS0_HT1,324,simulated
r2,0.21621905658136056,FS0_HT1,324,simulated
CCC,0.04835957420862697,FS1_HT0,324,simulated
MAE,1.0233205437813515,FS1_HT0,324,simulated
R2,-0.6404754370807544,FS1_HT0,324,simulated
RMSE,1.2586887648906047,FS1_HT0,324,simulated
RMSPE,4.9243899128954665,FS1_HT0,324,simulated
RSR,1.2475228829633385,FS1_HT0,324,simulated
r,0.0830132216063681,FS1_HT0,324,simulated
r2,0.038397817543725024,FS1_HT0,324,simulated
CCC,0.0961434381731408,FS1_HT1,324,simulated
MAE,0.8544228158284877,FS1_HT1,324,simulated
R2,-0.18554888746129275,FS1_HT1,324,simulated
RMSE,1.1231615697843051,FS1_HT1,324,simulated
RMSPE,3.086666448878103,FS1_HT1,324,simulated
RSR,1.0866722599957679,FS1_HT1,324,simulated
r,0.11379929319631903,FS1_HT1,324,simulated
r2,0.046130307443917384,FS1_HT1,324,simulated
CCC,0.2933677790978305,FS0_HT0,324,spectral
MAE,4.693810930293132,FS0_HT0,324,spectral
R2,0.09853428401819556,FS0_HT0,324,spectral
RMSE,5.971595255750185,FS0_HT0,324,spectral
RMSPE,0.12073774269352111,FS0_HT0,324,spectral
RSR,0.9490997811630824,FS0_HT0,324,spectral
r,0.35794695755592076,FS0_HT0,324,spectral
r2,0.13080010704839956,FS0_HT0,324,spectral
CCC,0.2901999945699532,FS0_HT1,324,spectral
MAE,4.730628758753593,FS0_HT1,324,spectral
R2,0.09258952373595856,FS0_HT1,324,spectral
RMSE,5.986065814954187,FS0_HT1,324,spectral
RMSPE,0.12016526595160285,FS0_HT1,324,spectral
RSR,0.9517380095667438,FS0_HT1,324,spectral
r,0.3532927249984158,FS0_HT1,324,spectral
r2,0.13043933631538585,FS0_HT1,324,spectral
CCC,0.21489223932299603,FS1_HT0,324,spectral
MAE,5.5185373095770425,FS1_HT0,324,spectral
R2,-0.29154679952665663,FS1_HT0,324,spectral
RMSE,7.104801281000225,FS1_HT0,324,spectral
RMSPE,0.14122192087591207,FS1_HT0,324,spectral
RSR,1.1297201455351362,FS1_HT0,324,spectral
r,0.2299354795283947,FS1_HT0,324,spectral
r2,0.0722725676678698,FS1_HT0,324,spectral
CCC,0.26066570585232635,FS1_HT1,324,spectral
MAE,4.808052118847123,FS1_HT1,324,spectral
R2,0.06477572103321079,FS1_HT1,324,spectral
RMSE,6.077395101836447,FS1_HT1,324,spectral
RMSPE,0.12405516230664508,FS1_HT1,324,spectral
RSR,0.9664389895286231,FS1_HT1,324,spectral
r,0.3201838088591663,FS1_HT1,324,spectral
r2,0.10851079850821924,FS1_HT1,324,spectral
CCC,0.307798389813378,FS0_HT0,325,simulated
MAE,0.8152180940545668,FS0_HT0,325,simulated
R2,0.04385237956321488,FS0_HT0,325,simulated
RMSE,0.97776092904096,FS0_HT0,325,simulated
RMSPE,1.9898048403415831,FS0_HT0,325,simulated
RSR,0.97250000304164,FS0_HT0,325,simulated
r,0.4414399738585283,FS0_HT0,325,simulated
r2,0.2103794694756715,FS0_HT0,325,simulated
CCC,0.3702511851649381,FS0_HT1,325,simulated
MAE,0.8169682065419954,FS0_HT1,325,simulated
R2,0.014638217690872812,FS0_HT1,325,simulated
RMSE,0.9768538141487237,FS0_HT1,325,simulated
RMSPE,2.0235380091949953,FS0_HT1,325,simulated
RSR,0.9765748724391587,FS0_HT1,325,simulated
r,0.5225118641382551,FS0_HT1,325,simulated
r2,0.2838647335026275,FS0_HT1,325,simulated
CCC,0.02373977234100876,FS1_HT0,325,simulated
MAE,0.980547664888803,FS1_HT0,325,simulated
R2,-0.5326521110992847,FS1_HT0,325,simulated
RMSE,1.2140904661221332,FS1_HT0,325,simulated
RMSPE,2.717307315813587,FS1_HT0,325,simulated
RSR,1.2123064771160368,FS1_HT0,325,simulated
r,0.03277653697462384,FS1_HT0,325,simulated
r2,0.03724319010806672,FS1_HT0,325,simulated
CCC,-0.09762875222560927,FS1_HT1,325,simulated
MAE,0.9840073052893672,FS1_HT1,325,simulated
R2,-0.36380452974730726,FS1_HT1,325,simulated
RMSE,1.1715973174102179,FS1_HT1,325,simulated
RMSPE,2.6930535101638005,FS1_HT1,325,simulated
RSR,1.1648341196762175,FS1_HT1,325,simulated
r,-0.12913354294561835,FS1_HT1,325,simulated
r2,0.038305722033594794,FS1_HT1,325,simulated
CCC,0.2643526737896619,FS0_HT0,325,spectral
MAE,4.743583735280062,FS0_HT0,325,spectral
R2,0.05637429426281866,FS0_HT0,325,spectral
RMSE,6.094746438227716,FS0_HT0,325,spectral
RMSPE,0.12275294784092519,FS0_HT0,325,spectral
RSR,0.9712700611301068,FS0_HT0,325,spectral
r,0.32371692442267164,FS0_HT0,325,spectral
r2,0.10521671595964666,FS0_HT0,325,spectral
CCC,0.2912021350529302,FS0_HT1,325,spectral
MAE,4.815383002742888,FS0_HT1,325,spectral
R2,0.012780143169403412,FS0_HT1,325,spectral
RMSE,6.221415500943609,FS0_HT1,325,spectral
RMSPE,0.1251583173861155,FS0_HT1,325,spectral
RSR,0.9919020149073438,FS0_HT1,325,spectral
r,0.3377424901332006,FS0_HT1,325,spectral
r2,0.11463344074998041,FS0_HT1,325,spectral
CCC,0.1940483284716714,FS1_HT0,325,spectral
MAE,5.038677202423368,FS1_HT0,325,spectral
R2,-0.04393642516657863,FS1_HT0,325,spectral
RMSE,6.408300304417795,FS1_HT0,325,spectral
RMSPE,0.1281437098761706,FS1_HT0,325,spectral
RSR,1.0196883434681978,FS1_HT0,325,spectral
r,0.24278917602580946,FS1_HT0,325,spectral
r2,0.06726735170186478,FS1_HT0,325,spectral
CCC,0.18461368580952744,FS1_HT1,325,spectral
MAE,5.183944729318862,FS1_HT1,325,spectral
R2,-0.100423541690377,FS1_HT1,325,spectral
RMSE,6.579415760092021,FS1_HT1,325,spectral
RMSPE,0.13191836877288615,FS1_HT1,325,spectral
RSR,1.045599319875904,FS1_HT1,325,spectral
r,0.22312744080181474,FS1_HT1,325,spectral
r2,0.057952057741528354,FS1_HT1,325,spectral
CCC,0.41141302238479155,FS0_HT0,326,simulated
MAE,0.7747114894346053,FS0_HT0,326,simulated
R2,0.15333834635006666,FS0_HT0,326,simulated
RMSE,0.97041714759155,FS0_HT0,326,simulated
RMSPE,4.218513575435027,FS0_HT0,326,simulated
RSR,0.9068741288407717,FS0_HT0,326,simulated
r,0.5445288854337177,FS0_HT0,326,simulated
r2,0.3238570489521357,FS0_HT0,326,simulated
CCC,0.3876099729118837,FS0_HT1,326,simulated
MAE,0.7749752050862583,FS0_HT1,326,simulated
R2,0.1712516925374517,FS0_HT1,326,simulated
RMSE,0.9692435349393953,FS0_HT1,326,simulated
RMSPE,9.872370999535137,FS0_HT1,326,simulated
RSR,0.9038830852893257,FS0_HT1,326,simulated
r,0.5269386672899917,FS0_HT1,326,simulated
r2,0.30797818853405934,FS0_HT1,326,simulated
CCC,0.02646879846077722,FS1_HT0,326,simulated
MAE,1.0333323947529618,FS1_HT0,326,simulated
R2,-0.42273343085929643,FS1_HT0,326,simulated
RMSE,1.2901128719788868,FS1_HT0,326,simulated
RMSPE,20.885100632942795,FS1_HT0,326,simulated
RSR,1.1862424704165575,FS1_HT0,326,simulated
r,0.04710355063617569,FS1_HT0,326,simulated
r2,0.029861916051763988,FS1_HT0,326,simulated
CCC,0.04892550753206257,FS1_HT1,326,simulated
MAE,0.9620143329659845,FS1_HT1,326,simulated
R2,-0.18504813103940113,FS1_HT1,326,simulated
RMSE,1.1808886665802025,FS1_HT1,326,simulated
RMSPE,16.087366483251134,FS1_HT1,326,simulated
RSR,1.0873385438883851,FS1_HT1,326,simulated
r,0.055534103958619775,FS1_HT1,326,simulated
r2,0.013564791219658878,FS1_HT1,326,simulated
CCC,0.22595186907965087,FS0_HT0,326,spectral
MAE,5.042561055148672,FS0_HT0,326,spectral
R2,-0.06332985555987367,FS0_HT0,326,spectral
