diff
0.43300000000000005
0.30000000000000004
0.367
0.03300000000000003
0.534
0.267
0.19999999999999996
0.03300000000000003
0.06699999999999995
0.367
0.06699999999999995
0.267
0.4
0.43399999999999994
0.30000000000000004
0.43399999999999994
0.23299999999999998
0.3660000000000001
0.19999999999999996
0.30000000000000004
0.4
0.06699999999999995
0.23299999999999998
0.06699999999999995
0.4
0.5329999999999999
0.4
0.29999999999999993
0.4
0.06699999999999995
0.03300000000000003
0.0
0.06600000000000006
0.06699999999999995
0.16699999999999993
0.367
0.03399999999999992
0.49999999999999994
0.267
0.4
0.0
0.23299999999999998
0.03300000000000003
0.03399999999999992
0.10000000000000009
0.16700000000000004
0.03300000000000003
0.267
0.03399999999999992
0.23399999999999999
0.5
0.367
0.46699999999999997
0.0
0.23399999999999999
0.3660000000000001
0.3660000000000001
0.46699999999999997
0.03300000000000003
0.367
0.367
0.06699999999999995
0.43300000000000005
0.06699999999999995
0.3660000000000001
0.4
0.367
0.06600000000000006
0.03399999999999992
0.16600000000000004
0.09999999999999998
0.0
0.4
0.03300000000000003
0.2330000000000001
0.4
0.29999999999999993
0.367
0.367
0.30000000000000004
0.16700000000000004
0.4
0.03399999999999992
0.23399999999999999
0.06699999999999995
0.5
0.4
0.03399999999999992
0.30000000000000004
0.19999999999999996
0.09999999999999998
0.30000000000000004
0.06699999999999995
0.4
0.367
0.29999999999999993
0.03300000000000003
0.33399999999999996
0.03399999999999992
0.3330000000000001
