metric,mean,method,i,dataset
RMSE,6.564812559122513,FS0_HT0,96,spectral
RMSPE,0.13485173247109594,FS0_HT0,96,spectral
RSR,1.0458253023023065,FS0_HT0,96,spectral
r,0.18852183670029216,FS0_HT0,96,spectral
r2,0.06477702903928308,FS0_HT0,96,spectral
CCC,0.034472563475866656,FS0_HT1,96,spectral
MAE,5.039140464829967,FS0_HT1,96,spectral
R2,-0.10679639406030168,FS0_HT1,96,spectral
RMSE,6.582396600286056,FS0_HT1,96,spectral
RMSPE,0.13525319428053,FS0_HT1,96,spectral
RSR,1.0487192511612364,FS0_HT1,96,spectral
r,0.15378264859039845,FS0_HT1,96,spectral
r2,0.04604034878120319,FS0_HT1,96,spectral
CCC,0.008319323648207942,FS1_HT0,96,spectral
MAE,4.901840428959164,FS1_HT0,96,spectral
R2,-0.002393226363580148,FS1_HT0,96,spectral
RMSE,6.296728570013952,FS1_HT0,96,spectral
RMSPE,0.1310305198085278,FS1_HT0,96,spectral
RSR,1.0011663985532244,FS1_HT0,96,spectral
r,0.13662124525507993,FS1_HT0,96,spectral
r2,0.0403502472061608,FS1_HT0,96,spectral
CCC,0.02525630007943321,FS1_HT1,96,spectral
MAE,4.878146090430516,FS1_HT1,96,spectral
R2,0.005295372260714792,FS1_HT1,96,spectral
RMSE,6.270544980066146,FS1_HT1,96,spectral
RMSPE,0.13060434121209605,FS1_HT1,96,spectral
RSR,0.997268868882721,FS1_HT1,96,spectral
r,0.13573128716638466,FS1_HT1,96,spectral
r2,0.039953636505348146,FS1_HT1,96,spectral
CCC,0.4352713353207133,FS0_HT0,97,simulated
MAE,0.6971571612541322,FS0_HT0,97,simulated
R2,0.29644267112628875,FS0_HT0,97,simulated
RMSE,0.8522988962862369,FS0_HT0,97,simulated
RMSPE,4.093819286766273,FS0_HT0,97,simulated
RSR,0.8367417726653722,FS0_HT0,97,simulated
r,0.6209899971977603,FS0_HT0,97,simulated
r2,0.3967445362222378,FS0_HT0,97,simulated
CCC,0.3997362289348108,FS0_HT1,97,simulated
MAE,0.7120831562665447,FS0_HT1,97,simulated
R2,0.26081654072789673,FS0_HT1,97,simulated
RMSE,0.8750940600989869,FS0_HT1,97,simulated
RMSPE,5.350825124389037,FS0_HT1,97,simulated
RSR,0.8592431344202719,FS0_HT1,97,simulated
r,0.5968323003194682,FS0_HT1,97,simulated
r2,0.3635239686124662,FS0_HT1,97,simulated
CCC,-0.035926018201569876,FS1_HT0,97,simulated
MAE,0.9097410739998784,FS1_HT0,97,simulated
R2,-0.26251768385563556,FS1_HT0,97,simulated
RMSE,1.144753680607362,FS1_HT0,97,simulated
RMSPE,7.2217674404124494,FS1_HT0,97,simulated
RSR,1.1231395375637714,FS1_HT0,97,simulated
r,-0.07816416784758448,FS1_HT0,97,simulated
r2,0.01888391976153273,FS1_HT0,97,simulated
CCC,-0.06890094633915281,FS1_HT1,97,simulated
MAE,0.8978598132347605,FS1_HT1,97,simulated
R2,-0.21931166258106183,FS1_HT1,97,simulated
RMSE,1.1247012613257783,FS1_HT1,97,simulated
RMSPE,5.555437456441264,FS1_HT1,97,simulated
RSR,1.1039294835086113,FS1_HT1,97,simulated
r,-0.13083420560387693,FS1_HT1,97,simulated
r2,0.02251452406443751,FS1_HT1,97,simulated
CCC,0.026902501355520247,FS0_HT0,97,spectral
MAE,4.885684112894301,FS0_HT0,97,spectral
R2,0.011119334292640448,FS0_HT0,97,spectral
RMSE,6.2519292243584035,FS0_HT0,97,spectral
RMSPE,0.13014393512961317,FS0_HT0,97,spectral
RSR,0.9943831202085262,FS0_HT0,97,spectral
r,0.1715217651131487,FS0_HT0,97,spectral
r2,0.030005401612882877,FS0_HT0,97,spectral
CCC,-0.0037892251087206603,FS0_HT1,97,spectral
MAE,4.9973245695531325,FS0_HT1,97,spectral
R2,-0.05428563287324384,FS0_HT1,97,spectral
RMSE,6.448862593583067,FS0_HT1,97,spectral
RMSPE,0.13366547379945537,FS0_HT1,97,spectral
RSR,1.0256918673991842,FS0_HT1,97,spectral
r,0.0873487632869107,FS0_HT1,97,spectral
r2,0.014688718287104502,FS0_HT1,97,spectral
CCC,0.018748301921324973,FS1_HT0,97,spectral
MAE,4.9026153313045455,FS1_HT0,97,spectral
R2,0.005898165273490119,FS1_HT0,97,spectral
RMSE,6.267757300385719,FS1_HT0,97,spectral
RMSPE,0.1303662080333156,FS1_HT0,97,spectral
RSR,0.997012195585628,FS1_HT0,97,spectral
r,0.14462732126299657,FS1_HT0,97,spectral
r2,0.022280225578961567,FS1_HT0,97,spectral
CCC,-0.009124704957061384,FS1_HT1,97,spectral
MAE,4.9912767440774655,FS1_HT1,97,spectral
R2,-0.05554032089935017,FS1_HT1,97,spectral
RMSE,6.45285354961685,FS1_HT1,97,spectral
RMSPE,0.13338299333007386,FS1_HT1,97,spectral
RSR,1.026398898303685,FS1_HT1,97,spectral
r,0.036266098360256876,FS1_HT1,97,spectral
r2,0.008809565030799623,FS1_HT1,97,spectral
CCC,0.4728464980157378,FS0_HT0,98,simulated
MAE,0.6831597065049005,FS0_HT0,98,simulated
R2,0.3069633609550272,FS0_HT0,98,simulated
RMSE,0.82688512812871,FS0_HT0,98,simulated
RMSPE,1.5870424518825648,FS0_HT0,98,simulated
RSR,0.8321064019881197,FS0_HT0,98,simulated
r,0.6808832936737913,FS0_HT0,98,simulated
r2,0.4711781237596712,FS0_HT0,98,simulated
CCC,0.4450128753256761,FS0_HT1,98,simulated
MAE,0.6681063626847678,FS0_HT1,98,simulated
R2,0.29751397221507725,FS0_HT1,98,simulated
RMSE,0.8321512468771445,FS0_HT1,98,simulated
RMSPE,1.4828585972741,FS0_HT1,98,simulated
RSR,0.8375609845371749,FS0_HT1,98,simulated
r,0.664574714806155,FS0_HT1,98,simulated
r2,0.45216516764670994,FS0_HT1,98,simulated
CCC,0.11191647499206558,FS1_HT0,98,simulated
MAE,0.880678726331918,FS1_HT0,98,simulated
R2,-0.2290761951720544,FS1_HT0,98,simulated
RMSE,1.091853286811787,FS1_HT0,98,simulated
RMSPE,3.2943589958051307,FS1_HT0,98,simulated
RSR,1.100706685154871,FS1_HT0,98,simulated
r,0.1555554731372347,FS1_HT0,98,simulated
r2,0.054780296616657384,FS1_HT0,98,simulated
CCC,0.06930648219945483,FS1_HT1,98,simulated
MAE,0.8521798633381128,FS1_HT1,98,simulated
R2,-0.1726025156182009,FS1_HT1,98,simulated
RMSE,1.0691195826872284,FS1_HT1,98,simulated
RMSPE,2.7522884980211915,FS1_HT1,98,simulated
RSR,1.0774066387116565,FS1_HT1,98,simulated
r,0.14076102215102132,FS1_HT1,98,simulated
r2,0.05025885823202299,FS1_HT1,98,simulated
CCC,0.009447214175626046,FS0_HT0,98,spectral
MAE,4.927097262280112,FS0_HT0,98,spectral
R2,-0.004852576344923243,FS0_HT0,98,spectral
RMSE,6.29125860644709,FS0_HT0,98,spectral
RMSPE,0.13051857577398718,FS0_HT0,98,spectral
RSR,1.0024198117655128,FS0_HT0,98,spectral
r,0.21217111169223743,FS0_HT0,98,spectral
r2,0.06865781267507608,FS0_HT0,98,spectral
CCC,0.01739802533732746,FS0_HT1,98,spectral
MAE,4.920052930163909,FS0_HT1,98,spectral
R2,-0.0031952476089407876,FS0_HT1,98,spectral
RMSE,6.285825195152379,FS0_HT1,98,spectral
RMSPE,0.13045680206552196,FS0_HT1,98,spectral
RSR,1.0015943290005531,FS0_HT1,98,spectral
r,0.17814794678340373,FS0_HT1,98,spectral
r2,0.05214548798233889,FS0_HT1,98,spectral
CCC,0.006776535236608766,FS1_HT0,98,spectral
MAE,4.932397574802238,FS1_HT0,98,spectral
R2,-0.008297447501167277,FS1_HT0,98,spectral
RMSE,6.301168708027131,FS1_HT0,98,spectral
RMSPE,0.1307291326624157,FS1_HT0,98,spectral
RSR,1.0041333658427367,FS1_HT0,98,spectral
r,0.16493399524673583,FS1_HT0,98,spectral
r2,0.05176661878224796,FS1_HT0,98,spectral
CCC,-0.008211076069215912,FS1_HT1,98,spectral
MAE,4.988863638794098,FS1_HT1,98,spectral
R2,-0.05261811758348225,FS1_HT1,98,spectral
RMSE,6.426962718619357,FS1_HT1,98,spectral
RMSPE,0.13276273382447287,FS1_HT1,98,spectral
RSR,1.0255188559391621,FS1_HT1,98,spectral
r,0.13862408653046598,FS1_HT1,98,spectral
r2,0.05516283444019968,FS1_HT1,98,spectral
CCC,0.4928732765503905,FS0_HT0,99,simulated
MAE,0.6636132386658031,FS0_HT0,99,simulated
R2,0.30984816337264287,FS0_HT0,99,simulated
RMSE,0.7829175471543971,FS0_HT0,99,simulated
RMSPE,1.951792258601742,FS0_HT0,99,simulated
RSR,0.8256281612790557,FS0_HT0,99,simulated
r,0.6907793529951851,FS0_HT0,99,simulated
r2,0.49037936997827175,FS0_HT0,99,simulated
CCC,0.4928732765503905,FS0_HT1,99,simulated
MAE,0.6636132386658031,FS0_HT1,99,simulated
R2,0.30984816337264287,FS0_HT1,99,simulated
RMSE,0.7829175471543971,FS0_HT1,99,simulated
RMSPE,1.951792258601742,FS0_HT1,99,simulated
RSR,0.8256281612790557,FS0_HT1,99,simulated
r,0.6907793529951851,FS0_HT1,99,simulated
r2,0.49037936997827175,FS0_HT1,99,simulated
CCC,0.16702459176740928,FS1_HT0,99,simulated
MAE,0.8463401602846249,FS1_HT0,99,simulated
R2,-0.10421478064661707,FS1_HT0,99,simulated
RMSE,0.9962694163484432,FS1_HT0,99,simulated
RMSPE,2.8402644383651356,FS1_HT0,99,simulated
RSR,1.0465545646568997,FS1_HT0,99,simulated
r,0.2439119255680585,FS1_HT0,99,simulated
r2,0.0881999894004507,FS1_HT0,99,simulated
CCC,0.12157762410816275,FS1_HT1,99,simulated
MAE,0.8272898178227551,FS1_HT1,99,simulated
R2,-0.08732877116815811,FS1_HT1,99,simulated
RMSE,0.9896391804923919,FS1_HT1,99,simulated
RMSPE,2.753607607967782,FS1_HT1,99,simulated
RSR,1.0394197450874618,FS1_HT1,99,simulated
r,0.2038288632305602,FS1_HT1,99,simulated
r2,0.07257313726918839,FS1_HT1,99,simulated
CCC,0.026296087338962347,FS0_HT0,99,spectral
MAE,4.891985443848076,FS0_HT0,99,spectral
R2,0.007286207541548606,FS0_HT0,99,spectral
RMSE,6.25608480521862,FS0_HT0,99,spectral
RMSPE,0.1299258453682241,FS0_HT0,99,spectral
RSR,0.9962927019630283,FS0_HT0,99,spectral
r,0.22780697118420865,FS0_HT0,99,spectral
r2,0.07439953425936327,FS0_HT0,99,spectral
CCC,0.007968119176893915,FS0_HT1,99,spectral
MAE,4.920191213190117,FS0_HT1,99,spectral
R2,-0.0052815261410458225,FS0_HT1,99,spectral
RMSE,6.2920831304836335,FS0_HT1,99,spectral
RMSPE,0.13038747176133655,FS0_HT1,99,spectral
RSR,1.0026259517498342,FS0_HT1,99,spectral
r,0.1812376938889857,FS0_HT1,99,spectral
r2,0.06120819555922247,FS0_HT1,99,spectral
CCC,0.0155579671267048,FS1_HT0,99,spectral
MAE,4.9076996792136445,FS1_HT0,99,spectral
R2,-0.009713119543797565,FS1_HT0,99,spectral
RMSE,6.308013696841087,FS1_HT0,99,spectral
RMSPE,0.1308932162112563,FS1_HT0,99,spectral
RSR,1.0048256247800658,FS1_HT0,99,spectral
r,0.1510056058108619,FS1_HT0,99,spectral
r2,0.03603629886431101,FS1_HT0,99,spectral
CCC,0.01262999845294314,FS1_HT1,99,spectral
MAE,4.9423276924089485,FS1_HT1,99,spectral
R2,-0.014220138848752128,FS1_HT1,99,spectral
RMSE,6.3192361967657025,FS1_HT1,99,spectral
RMSPE,0.1309579088780336,FS1_HT1,99,spectral
RSR,1.0070646220270612,FS1_HT1,99,spectral
r,0.05486608465587928,FS1_HT1,99,spectral
r2,0.013782374317083184,FS1_HT1,99,spectral
CCC,0.5513483265440977,FS0_HT0,100,simulated
MAE,0.5715901200085404,FS0_HT0,100,simulated
R2,0.3514952899992518,FS0_HT0,100,simulated
RMSE,0.6956557855990345,FS0_HT0,100,simulated
RMSPE,2.0399604286768134,FS0_HT0,100,simulated
RSR,0.8024304091196826,FS0_HT0,100,simulated
r,0.7008035703664784,FS0_HT0,100,simulated
r2,0.5109501926491419,FS0_HT0,100,simulated
CCC,0.564807362180521,FS0_HT1,100,simulated
MAE,0.5709392192375423,FS0_HT1,100,simulated
R2,0.34026605064068866,FS0_HT1,100,simulated
RMSE,0.7019364682705154,FS0_HT1,100,simulated
RMSPE,1.5058294796547427,FS0_HT1,100,simulated
RSR,0.8092248877226089,FS0_HT1,100,simulated
r,0.6826961607681846,FS0_HT1,100,simulated
r2,0.4858014543765596,FS0_HT1,100,simulated
CCC,0.19507748649096904,FS1_HT0,100,simulated
MAE,0.7452851626197102,FS1_HT0,100,simulated
R2,-0.1858333341247801,FS1_HT0,100,simulated
RMSE,0.93859829342477,FS1_HT0,100,simulated
RMSPE,2.5885830281316373,FS1_HT0,100,simulated
RSR,1.0819871018102007,FS1_HT0,100,simulated
r,0.316747834410176,FS1_HT0,100,simulated
r2,0.11203952673445852,FS1_HT0,100,simulated
CCC,0.09321001715157048,FS1_HT1,100,simulated
MAE,0.7778242546999815,FS1_HT1,100,simulated
R2,-0.19238026296418864,FS1_HT1,100,simulated
RMSE,0.9533759655719892,FS1_HT1,100,simulated
RMSPE,3.1695979546934585,FS1_HT1,100,simulated
RSR,1.0906055958078362,FS1_HT1,100,simulated
r,0.15558743007449993,FS1_HT1,100,simulated
r2,0.03638660287539926,FS1_HT1,100,simulated
CCC,0.01800856352800519,FS0_HT0,100,spectral
MAE,4.921116852892501,FS0_HT0,100,spectral
R2,-0.004416576970352359,FS0_HT0,100,spectral
RMSE,6.274554872492875,FS0_HT0,100,spectral
RMSPE,0.13032559982020553,FS0_HT0,100,spectral
RSR,1.0021275230159663,FS0_HT0,100,spectral
r,0.11773658882644882,FS0_HT0,100,spectral
r2,0.026104454720605963,FS0_HT0,100,spectral
CCC,0.01800856352800519,FS0_HT1,100,spectral
MAE,4.921116852892501,FS0_HT1,100,spectral
R2,-0.004416576970352359,FS0_HT1,100,spectral
RMSE,6.274554872492875,FS0_HT1,100,spectral
RMSPE,0.13032559982020553,FS0_HT1,100,spectral
RSR,1.0021275230159663,FS0_HT1,100,spectral
r,0.11773658882644882,FS0_HT1,100,spectral
r2,0.026104454720605963,FS0_HT1,100,spectral
CCC,-0.018945550808233298,FS1_HT0,100,spectral
MAE,5.09071309419479,FS1_HT0,100,spectral
R2,-0.3618207625603821,FS1_HT0,100,spectral
RMSE,7.111261215210791,FS1_HT0,100,spectral
RMSPE,0.1472810969368053,FS1_HT0,100,spectral
RSR,1.1371236538511345,FS1_HT0,100,spectral
r,0.06188849351180379,FS1_HT0,100,spectral
r2,0.02265101950831342,FS1_HT0,100,spectral
CCC,-0.02357846857935011,FS1_HT1,100,spectral
MAE,4.987667394868462,FS1_HT1,100,spectral
R2,-0.047514823726747736,FS1_HT1,100,spectral
RMSE,6.394980510408915,FS1_HT1,100,spectral
RMSPE,0.13269858005964594,FS1_HT1,100,spectral
RSR,1.0228975056937326,FS1_HT1,100,spectral
r,-0.026949505754429587,FS1_HT1,100,spectral
r2,0.04370705330014169,FS1_HT1,100,spectral
CCC,0.41225134541829334,FS0_HT0,101,simulated
MAE,0.6110604613185154,FS0_HT0,101,simulated
R2,0.2784897808668815,FS0_HT0,101,simulated
RMSE,0.761285728419977,FS0_HT0,101,simulated
RMSPE,36.603630340319754,FS0_HT0,101,simulated
RSR,0.846114328996862,FS0_HT0,101,simulated
r,0.6506122396224455,FS0_HT0,101,simulated
r2,0.4448304847173592,FS0_HT0,101,simulated
CCC,0.46754076523482413,FS0_HT1,101,simulated
MAE,0.6185292080040254,FS0_HT1,101,simulated
R2,0.2661334536387959,FS0_HT1,101,simulated
RMSE,0.7675554459105953,FS0_HT1,101,simulated
RMSPE,36.62546315337855,FS0_HT1,101,simulated
RSR,0.8534459820343223,FS0_HT1,101,simulated
r,0.6494527829233137,FS0_HT1,101,simulated
r2,0.44323008613040216,FS0_HT1,101,simulated
CCC,-0.027501245152066228,FS1_HT0,101,simulated
MAE,0.8153386834761858,FS1_HT0,101,simulated
R2,-0.2716031377871648,FS1_HT0,101,simulated
RMSE,1.007386945781364,FS1_HT0,101,simulated
RMSPE,18.709025568242275,FS1_HT0,101,simulated
RSR,1.1248914234089749,FS1_HT0,101,simulated
r,-0.03768957936445603,FS1_HT0,101,simulated
r2,0.008693285203549624,FS1_HT0,101,simulated
CCC,-0.05771193950233257,FS1_HT1,101,simulated
MAE,0.8073029751984997,FS1_HT1,101,simulated
R2,-0.23001123865351697,FS1_HT1,101,simulated
RMSE,0.9925116103686438,FS1_HT1,101,simulated
RMSPE,16.728856437984945,FS1_HT1,101,simulated
RSR,1.1075870723114136,FS1_HT1,101,simulated
r,-0.09910364350123439,FS1_HT1,101,simulated
r2,0.019347233087946593,FS1_HT1,101,simulated
CCC,0.002568107725032034,FS0_HT0,101,spectral
MAE,5.309619084492631,FS0_HT0,101,spectral
R2,-1.5930866201838971,FS0_HT0,101,spectral
RMSE,8.831523574691348,FS0_HT0,101,spectral
RMSPE,0.18078831835104686,FS0_HT0,101,spectral
RSR,1.3974068276676885,FS0_HT0,101,spectral
r,0.2181260592321852,FS0_HT0,101,spectral
r2,0.06837148984869704,FS0_HT0,101,spectral
CCC,0.021482835023287693,FS0_HT1,101,spectral
MAE,4.964267177283801,FS0_HT1,101,spectral
R2,-0.010758986222231703,FS0_HT1,101,spectral
RMSE,6.33163077684653,FS0_HT1,101,spectral
RMSPE,0.13146745943300092,FS0_HT1,101,spectral
RSR,1.0050623539811512,FS0_HT1,101,spectral
r,0.13693523287911086,FS0_HT1,101,spectral
r2,0.05182034916301337,FS0_HT1,101,spectral
CCC,-0.007485480877826923,FS1_HT0,101,spectral
MAE,4.987496795527896,FS1_HT0,101,spectral
R2,-0.04438339264808144,FS1_HT0,101,spectral
RMSE,6.429556475774471,FS1_HT0,101,spectral
RMSPE,0.13335176397771376,FS1_HT0,101,spectral
RSR,1.0208533200906145,FS1_HT0,101,spectral
r,0.2103185578902605,FS1_HT0,101,spectral
r2,0.07558005406130099,FS1_HT0,101,spectral
CCC,0.0022498618304864874,FS1_HT1,101,spectral
MAE,4.93913082256027,FS1_HT1,101,spectral
R2,-0.0070430528690087705,FS1_HT1,101,spectral
RMSE,6.318457990467244,FS1_HT1,101,spectral
RMSPE,0.13135695274675535,FS1_HT1,101,spectral
RSR,1.0034363937129935,FS1_HT1,101,spectral
r,0.20520750248105135,FS1_HT1,101,spectral
r2,0.07710573626634287,FS1_HT1,101,spectral
CCC,0.4407601140805798,FS0_HT0,102,simulated
MAE,0.6794798070653177,FS0_HT0,102,simulated
R2,0.20549707608378992,FS0_HT0,102,simulated
RMSE,0.8137952846821527,FS0_HT0,102,simulated
RMSPE,1.4278205152197982,FS0_HT0,102,simulated
RSR,0.880180330294572,FS0_HT0,102,simulated
r,0.6298993713987339,FS0_HT0,102,simulated
r2,0.4214825904169248,FS0_HT0,102,simulated
CCC,0.39055090293774325,FS0_HT1,102,simulated
MAE,0.6956198457583896,FS0_HT1,102,simulated
R2,0.17523736547084728,FS0_HT1,102,simulated
RMSE,0.8386133215782253,FS0_HT1,102,simulated
RMSPE,1.5263352804127543,FS0_HT1,102,simulated
RSR,0.9032856370731895,FS0_HT1,102,simulated
r,0.5449435887710231,FS0_HT1,102,simulated
r2,0.3227785282439221,FS0_HT1,102,simulated
CCC,0.05150470052595245,FS1_HT0,102,simulated
MAE,0.8536530317425889,FS1_HT0,102,simulated
R2,-0.21717752200913978,FS1_HT0,102,simulated
RMSE,1.0243958424953932,FS1_HT0,102,simulated
RMSPE,1.9337702150031095,FS1_HT0,102,simulated
RSR,1.0993321674006482,FS1_HT0,102,simulated
r,0.08783628854716936,FS1_HT0,102,simulated
r2,0.03576361523396872,FS1_HT0,102,simulated
CCC,-0.01648824846654692,FS1_HT1,102,simulated
MAE,0.887429618072877,FS1_HT1,102,simulated
R2,-0.3676496200968688,FS1_HT1,102,simulated
RMSE,1.0841850365398773,FS1_HT1,102,simulated
RMSPE,2.0276773392349563,FS1_HT1,102,simulated
RSR,1.156573450695647,FS1_HT1,102,simulated
r,-0.0028790020146747947,FS1_HT1,102,simulated
r2,0.042201297275481615,FS1_HT1,102,simulated
CCC,0.06087710855540559,FS0_HT0,102,spectral
MAE,4.938120988650867,FS0_HT0,102,spectral
R2,-0.01187654284877726,FS0_HT0,102,spectral
RMSE,6.320989511490598,FS0_HT0,102,spectral
RMSPE,0.13080020764291295,FS0_HT0,102,spectral
RSR,1.0054472873190463,FS0_HT0,102,spectral
r,0.18096905484520248,FS0_HT0,102,spectral
r2,0.04481422829166555,FS0_HT0,102,spectral
CCC,0.023372319058380046,FS0_HT1,102,spectral
MAE,4.962554929286753,FS0_HT1,102,spectral
R2,-0.02103658857181869,FS0_HT1,102,spectral
RMSE,6.35008867077004,FS0_HT1,102,spectral
RMSPE,0.13163210343658563,FS0_HT1,102,spectral
RSR,1.0101294208327232,FS0_HT1,102,spectral
r,0.14193721776183674,FS0_HT1,102,spectral
r2,0.03497755459227795,FS0_HT1,102,spectral
CCC,0.02990009684575174,FS1_HT0,102,spectral
MAE,5.078758470461372,FS1_HT0,102,spectral
R2,-0.26319957935390403,FS1_HT0,102,spectral
RMSE,6.984519369421494,FS1_HT0,102,spectral
RMSPE,0.14352550625638863,FS1_HT0,102,spectral
RSR,1.1054492610289708,FS1_HT0,102,spectral
r,0.10668260571350241,FS1_HT0,102,spectral
r2,0.01924676001087041,FS1_HT0,102,spectral
CCC,0.014167308837783499,FS1_HT1,102,spectral
MAE,5.093567920850279,FS1_HT1,102,spectral
R2,-0.27584669381512733,FS1_HT1,102,spectral
RMSE,7.0203235645013775,FS1_HT1,102,spectral
RMSPE,0.1441467923307687,FS1_HT1,102,spectral
RSR,1.1116991022529543,FS1_HT1,102,spectral
r,0.04881682791775767,FS1_HT1,102,spectral
r2,0.0144193198270297,FS1_HT1,102,spectral
CCC,0.4185832954770611,FS0_HT0,103,simulated
MAE,0.6674648741816199,FS0_HT0,103,simulated
R2,0.24390243610344936,FS0_HT0,103,simulated
RMSE,0.8260637726525892,FS0_HT0,103,simulated
RMSPE,4.838450151948441,FS0_HT0,103,simulated
RSR,0.8675512080855114,FS0_HT0,103,simulated
r,0.6042627431072911,FS0_HT0,103,simulated
r2,0.38103653936647325,FS0_HT0,103,simulated
CCC,0.38230451229314283,FS0_HT1,103,simulated
MAE,0.6708305381816929,FS0_HT1,103,simulated
R2,0.2506846572463188,FS0_HT1,103,simulated
RMSE,0.8226106988028601,FS0_HT1,103,simulated
RMSPE,4.823206079491824,FS0_HT1,103,simulated
RSR,0.8637778825341449,FS0_HT1,103,simulated
r,0.595268945429409,FS0_HT1,103,simulated
r2,0.37184317368742237,FS0_HT1,103,simulated
CCC,-0.06374411349135667,FS1_HT0,103,simulated
MAE,0.8957086718884769,FS1_HT0,103,simulated
R2,-0.3497047802825264,FS1_HT0,103,simulated
RMSE,1.102122944823204,FS1_HT0,103,simulated
RMSPE,1.6846893145475588,FS1_HT0,103,simulated
RSR,1.159491557813213,FS1_HT0,103,simulated
r,-0.09732032851227304,FS1_HT0,103,simulated
r2,0.012413637585250447,FS1_HT0,103,simulated
CCC,-0.12550826552405225,FS1_HT1,103,simulated
MAE,0.8982120811189709,FS1_HT1,103,simulated
R2,-0.31412347219459735,FS1_HT1,103,simulated
RMSE,1.0902932866261525,FS1_HT1,103,simulated
RMSPE,6.851925885229069,FS1_HT1,103,simulated
RSR,1.1457695563319625,FS1_HT1,103,simulated
r,-0.20324147654514196,FS1_HT1,103,simulated
r2,0.04987279825218025,FS1_HT1,103,simulated
CCC,0.051431148089623444,FS0_HT0,103,spectral
MAE,4.842073032425369,FS0_HT0,103,spectral
R2,0.025556775132133037,FS0_HT0,103,spectral
RMSE,6.205402564772017,FS0_HT0,103,spectral
RMSPE,0.12948824035352907,FS0_HT0,103,spectral
RSR,0.9869850535484022,FS0_HT0,103,spectral
r,0.26026605027176236,FS0_HT0,103,spectral
r2,0.07183203520773186,FS0_HT0,103,spectral
CCC,0.05059052653449533,FS0_HT1,103,spectral
MAE,4.9098111384051695,FS0_HT1,103,spectral
R2,-0.022836578270330497,FS0_HT1,103,spectral
RMSE,6.352233883053373,FS0_HT1,103,spectral
RMSPE,0.13122005591235963,FS0_HT1,103,spectral
RSR,1.0099120319388895,FS0_HT1,103,spectral
r,0.18768654975078475,FS0_HT1,103,spectral
r2,0.044008597378610174,FS0_HT1,103,spectral
CCC,0.018723164791435314,FS1_HT0,103,spectral
MAE,4.900598331873772,FS1_HT0,103,spectral
R2,0.006640506354016096,FS1_HT0,103,spectral
RMSE,6.265678137534932,FS1_HT0,103,spectral
RMSPE,0.1303439323219418,FS1_HT0,103,spectral
RSR,0.9966555208384472,FS1_HT0,103,spectral
r,0.2281319436240185,FS1_HT0,103,spectral
r2,0.05566533552614641,FS1_HT0,103,spectral
CCC,0.010089144454541833,FS1_HT1,103,spectral
MAE,4.961946615668832,FS1_HT1,103,spectral
R2,-0.09450705596251292,FS1_HT1,103,spectral
RMSE,6.5686085617643615,FS1_HT1,103,spectral
RMSPE,0.13660867692550333,FS1_HT1,103,spectral
RSR,1.0425185427913566,FS1_HT1,103,spectral
r,0.13767440259884087,FS1_HT1,103,spectral
r2,0.037928765001817875,FS1_HT1,103,spectral
CCC,0.5410808915594385,FS0_HT0,104,simulated
MAE,0.5402447098314255,FS0_HT0,104,simulated
R2,0.3426635657638922,FS0_HT0,104,simulated
RMSE,0.6898477926843196,FS0_HT0,104,simulated
RMSPE,3.0470882587323365,FS0_HT0,104,simulated
RSR,0.8028455357948342,FS0_HT0,104,simulated
r,0.6978813241778025,FS0_HT0,104,simulated
r2,0.5060943885252147,FS0_HT0,104,simulated
CCC,0.5238944128056103,FS0_HT1,104,simulated
MAE,0.5447089177711033,FS0_HT1,104,simulated
R2,0.3217884638721372,FS0_HT1,104,simulated
RMSE,0.6995460803691504,FS0_HT1,104,simulated
RMSPE,2.614471716760299,FS0_HT1,104,simulated
RSR,0.8128000610233194,FS0_HT1,104,simulated
r,0.6951651979374646,FS0_HT1,104,simulated
r2,0.503680376664623,FS0_HT1,104,simulated
CCC,0.10703874256027243,FS1_HT0,104,simulated
MAE,0.7740974466079611,FS1_HT0,104,simulated
R2,-0.15109822118715172,FS1_HT0,104,simulated
RMSE,0.9178966001066637,FS1_HT0,104,simulated
RMSPE,3.2014673816016073,FS1_HT0,104,simulated
RSR,1.0606306886868573,FS1_HT0,104,simulated
r,0.17685760777965584,FS1_HT0,104,simulated
r2,0.06919213623094396,FS1_HT0,104,simulated
CCC,0.08737644019984474,FS1_HT1,104,simulated
MAE,0.7690619230561465,FS1_HT1,104,simulated
R2,-0.14732463140131133,FS1_HT1,104,simulated
RMSE,0.9172068297652384,FS1_HT1,104,simulated
RMSPE,2.2514461657225233,FS1_HT1,104,simulated
RSR,1.0608782151889926,FS1_HT1,104,simulated
r,0.13980711176458188,FS1_HT1,104,simulated
r2,0.07051240015934325,FS1_HT1,104,simulated
CCC,0.041237686288507186,FS0_HT0,104,spectral
MAE,4.914916033680872,FS0_HT0,104,spectral
R2,-0.016983940660527063,FS0_HT0,104,spectral
RMSE,6.312174381207207,FS0_HT0,104,spectral
RMSPE,0.13084196517210803,FS0_HT0,104,spectral
RSR,1.0083177701092112,FS0_HT0,104,spectral
r,0.1706596723305541,FS0_HT0,104,spectral
r2,0.03372710991834865,FS0_HT0,104,spectral
CCC,0.033187589528870645,FS0_HT1,104,spectral
MAE,4.910915110702442,FS0_HT1,104,spectral
R2,-0.009272793516559541,FS0_HT1,104,spectral
RMSE,6.290577108337342,FS0_HT1,104,spectral
