N,Method,Time
100,2-Fold CV,0.0016531944274902344
100,2-Fold CV,0.0013630390167236328
100,2-Fold CV,0.0014107227325439453
100,2-Fold CV,0.0016129016876220703
100,2-Fold CV,0.0013358592987060547
100,2-Fold CV,0.0013432502746582031
100,2-Fold CV,0.0014600753784179688
100,2-Fold CV,0.0013318061828613281
100,2-Fold CV,0.0014238357543945312
100,2-Fold CV,0.0013577938079833984
100,2-Fold CV,0.0013628005981445312
100,2-Fold CV,0.0013360977172851562
100,2-Fold CV,0.0015716552734375
100,2-Fold CV,0.0013229846954345703
100,2-Fold CV,0.0013239383697509766
100,2-Fold CV,0.0013930797576904297
100,2-Fold CV,0.0012981891632080078
100,2-Fold CV,0.0013077259063720703
100,2-Fold CV,0.0014522075653076172
100,2-Fold CV,0.0013241767883300781
100,2-Fold CV,0.0013990402221679688
100,2-Fold CV,0.0014028549194335938
100,2-Fold CV,0.0014030933380126953
100,2-Fold CV,0.0013172626495361328
100,2-Fold CV,0.0013768672943115234
100,2-Fold CV,0.0013310909271240234
100,2-Fold CV,0.0013270378112792969
100,2-Fold CV,0.0014882087707519531
100,2-Fold CV,0.0013070106506347656
100,2-Fold CV,0.0013439655303955078
100,2-Fold CV,0.001455068588256836
100,2-Fold CV,0.0013027191162109375
100,2-Fold CV,0.0014362335205078125
100,2-Fold CV,0.0017883777618408203
100,2-Fold CV,0.0013878345489501953
100,2-Fold CV,0.0013272762298583984
100,2-Fold CV,0.001528024673461914
100,2-Fold CV,0.0013592243194580078
100,2-Fold CV,0.0013172626495361328
100,2-Fold CV,0.0013947486877441406
100,2-Fold CV,0.0013229846954345703
100,2-Fold CV,0.0013880729675292969
100,2-Fold CV,0.0013461112976074219
100,2-Fold CV,0.001318216323852539
100,2-Fold CV,0.0013120174407958984
100,2-Fold CV,0.0013921260833740234
100,2-Fold CV,0.0013420581817626953
100,2-Fold CV,0.0013339519500732422
100,2-Fold CV,0.0016281604766845703
100,2-Fold CV,0.0013282299041748047
100,2-Fold CV,0.0013439655303955078
100,2-Fold CV,0.0014259815216064453
100,2-Fold CV,0.001336812973022461
100,2-Fold CV,0.0013079643249511719
100,2-Fold CV,0.001447916030883789
100,2-Fold CV,0.0013020038604736328
100,2-Fold CV,0.0013091564178466797
100,2-Fold CV,0.0013740062713623047
100,2-Fold CV,0.001322031021118164
100,2-Fold CV,0.0013041496276855469
100,2-Fold CV,0.0013699531555175781
100,2-Fold CV,0.0014090538024902344
100,2-Fold CV,0.0014410018920898438
100,2-Fold CV,0.0014388561248779297
100,2-Fold CV,0.0013208389282226562
100,2-Fold CV,0.0013189315795898438
100,2-Fold CV,0.0014348030090332031
100,2-Fold CV,0.001341104507446289
100,2-Fold CV,0.0013339519500732422
100,2-Fold CV,0.0013840198516845703
100,2-Fold CV,0.0015430450439453125
100,2-Fold CV,0.0013010501861572266
100,2-Fold CV,0.0014429092407226562
100,2-Fold CV,0.0014140605926513672
100,2-Fold CV,0.0013430118560791016
100,2-Fold CV,0.0014810562133789062
100,2-Fold CV,0.0013828277587890625
100,2-Fold CV,0.0013470649719238281
100,2-Fold CV,0.001714944839477539
100,2-Fold CV,0.0013277530670166016
100,2-Fold CV,0.001428842544555664
100,2-Fold CV,0.0013532638549804688
100,2-Fold CV,0.0013577938079833984
100,2-Fold CV,0.0013251304626464844
100,2-Fold CV,0.0013840198516845703
100,2-Fold CV,0.001306295394897461
100,2-Fold CV,0.001302957534790039
100,2-Fold CV,0.0014660358428955078
100,2-Fold CV,0.0014319419860839844
100,2-Fold CV,0.0013370513916015625
100,2-Fold CV,0.0014231204986572266
100,2-Fold CV,0.001338958740234375
100,2-Fold CV,0.0013098716735839844
100,2-Fold CV,0.0018880367279052734
100,2-Fold CV,0.0015079975128173828
100,2-Fold CV,0.0013020038604736328
100,2-Fold CV,0.0015020370483398438
100,2-Fold CV,0.001425027847290039
100,2-Fold CV,0.0013189315795898438
100,2-Fold CV,0.0015239715576171875
100,2-Fold CV,0.0014300346374511719
100,2-Fold CV,0.0013742446899414062
100,2-Fold CV,0.0013761520385742188
100,2-Fold CV,0.0013420581817626953
100,2-Fold CV,0.0013310909271240234
100,2-Fold CV,0.0013661384582519531
100,2-Fold CV,0.0013897418975830078
100,2-Fold CV,0.0013170242309570312
100,2-Fold CV,0.0013790130615234375
100,2-Fold CV,0.0013842582702636719
100,2-Fold CV,0.0013279914855957031
100,2-Fold CV,0.0013849735260009766
100,2-Fold CV,0.0013828277587890625
100,2-Fold CV,0.0013048648834228516
100,2-Fold CV,0.001386880874633789
100,2-Fold CV,0.0013270378112792969
100,2-Fold CV,0.001310110092163086
100,2-Fold CV,0.0015497207641601562
100,2-Fold CV,0.0014410018920898438
100,2-Fold CV,0.0014350414276123047
100,2-Fold CV,0.0014910697937011719
100,2-Fold CV,0.0013880729675292969
100,2-Fold CV,0.0013532638549804688
100,2-Fold CV,0.0015642642974853516
100,2-Fold CV,0.0013108253479003906
100,2-Fold CV,0.0013179779052734375
100,2-Fold CV,0.0013670921325683594
100,2-Fold CV,0.0013260841369628906
100,2-Fold CV,0.0015480518341064453
100,2-Fold CV,0.0013942718505859375
100,2-Fold CV,0.001409769058227539
100,2-Fold CV,0.0012900829315185547
100,2-Fold CV,0.001444101333618164
100,2-Fold CV,0.001405954360961914
100,2-Fold CV,0.0013360977172851562
100,2-Fold CV,0.0013878345489501953
100,2-Fold CV,0.00138092041015625
100,2-Fold CV,0.0013089179992675781
100,2-Fold CV,0.0013191699981689453
100,2-Fold CV,0.0014312267303466797
100,2-Fold CV,0.0013172626495361328
100,2-Fold CV,0.0015730857849121094
100,2-Fold CV,0.001310110092163086
100,2-Fold CV,0.0013589859008789062
100,2-Fold CV,0.0013821125030517578
100,2-Fold CV,0.0013167858123779297
100,2-Fold CV,0.0013451576232910156
100,2-Fold CV,0.001589059829711914
100,2-Fold CV,0.001318216323852539
100,2-Fold CV,0.0013082027435302734
100,2-Fold CV,0.0013837814331054688
100,2-Fold CV,0.0013518333435058594
100,2-Fold CV,0.0014388561248779297
100,2-Fold CV,0.0013861656188964844
100,2-Fold CV,0.0013148784637451172
100,2-Fold CV,0.0013260841369628906
100,2-Fold CV,0.0013968944549560547
100,2-Fold CV,0.0015323162078857422
100,2-Fold CV,0.0014009475708007812
100,2-Fold CV,0.0014951229095458984
100,2-Fold CV,0.0013058185577392578
100,2-Fold CV,0.0013802051544189453
100,2-Fold CV,0.0014619827270507812
100,2-Fold CV,0.001332998275756836
100,2-Fold CV,0.0013339519500732422
100,2-Fold CV,0.0016720294952392578
100,2-Fold CV,0.0013492107391357422
100,2-Fold CV,0.001331329345703125
100,2-Fold CV,0.0015151500701904297
100,2-Fold CV,0.001316070556640625
100,2-Fold CV,0.0013191699981689453
100,2-Fold CV,0.001664876937866211
100,2-Fold CV,0.001323699951171875
100,2-Fold CV,0.0013267993927001953
100,2-Fold CV,0.0015218257904052734
100,2-Fold CV,0.0013027191162109375
100,2-Fold CV,0.0014369487762451172
100,2-Fold CV,0.0013933181762695312
100,2-Fold CV,0.0013277530670166016
100,2-Fold CV,0.0013148784637451172
100,2-Fold CV,0.0013730525970458984
100,2-Fold CV,0.0015060901641845703
100,2-Fold CV,0.0013508796691894531
100,2-Fold CV,0.0013799667358398438
100,2-Fold CV,0.0013298988342285156
100,2-Fold CV,0.0013380050659179688
100,2-Fold CV,0.001432180404663086
100,2-Fold CV,0.0013391971588134766
100,2-Fold CV,0.001344919204711914
100,2-Fold CV,0.0015740394592285156
100,2-Fold CV,0.0013070106506347656
100,2-Fold CV,0.0013430118560791016
100,2-Fold CV,0.00138092041015625
100,2-Fold CV,0.0015590190887451172
100,2-Fold CV,0.0013272762298583984
100,2-Fold CV,0.0015401840209960938
100,2-Fold CV,0.0013921260833740234
100,2-Fold CV,0.0013740062713623047
100,2-Fold CV,0.0014200210571289062
100,2-Fold CV,0.0013248920440673828
100,2-Fold CV,0.001435995101928711
100,2-Fold CV,0.0014829635620117188
100,2-Fold CV,0.0013120174407958984
100,2-Fold CV,0.0013129711151123047
100,2-Fold CV,0.001390218734741211
100,2-Fold CV,0.0014040470123291016
100,2-Fold CV,0.0013251304626464844
100,2-Fold CV,0.0013551712036132812
100,2-Fold CV,0.001360177993774414
100,2-Fold CV,0.0013561248779296875
100,2-Fold CV,0.0014789104461669922
100,2-Fold CV,0.0013401508331298828
100,2-Fold CV,0.001332998275756836
100,2-Fold CV,0.001528024673461914
100,2-Fold CV,0.0013260841369628906
100,2-Fold CV,0.0013539791107177734
100,2-Fold CV,0.0013492107391357422
100,2-Fold CV,0.0013842582702636719
100,2-Fold CV,0.0013277530670166016
100,2-Fold CV,0.0016870498657226562
100,2-Fold CV,0.0013229846954345703
100,2-Fold CV,0.001313924789428711
100,2-Fold CV,0.001444101333618164
100,2-Fold CV,0.00133514404296875
100,2-Fold CV,0.0019459724426269531
100,2-Fold CV,0.001399993896484375
100,2-Fold CV,0.0013167858123779297
100,2-Fold CV,0.001344919204711914
100,2-Fold CV,0.0013768672943115234
100,2-Fold CV,0.0014772415161132812
100,2-Fold CV,0.0013048648834228516
100,2-Fold CV,0.0013740062713623047
100,2-Fold CV,0.0012879371643066406
100,2-Fold CV,0.0013222694396972656
100,2-Fold CV,0.0015168190002441406
100,2-Fold CV,0.0013811588287353516
100,2-Fold CV,0.0013341903686523438
100,2-Fold CV,0.0018799304962158203
100,2-Fold CV,0.0013530254364013672
100,2-Fold CV,0.001455068588256836
100,2-Fold CV,0.0013880729675292969
100,2-Fold CV,0.0014300346374511719
100,2-Fold CV,0.0013589859008789062
100,2-Fold CV,0.001367807388305664
100,2-Fold CV,0.0015709400177001953
100,2-Fold CV,0.0013239383697509766
100,2-Fold CV,0.0014758110046386719
100,2-Fold CV,0.001332998275756836
100,2-Fold CV,0.0013349056243896484
100,2-Fold CV,0.0015058517456054688
100,2-Fold CV,0.0013401508331298828
100,2-Fold CV,0.0013201236724853516
100,2-Fold CV,0.0013561248779296875
100,2-Fold CV,0.0013649463653564453
100,2-Fold CV,0.00144195556640625
100,2-Fold CV,0.0013718605041503906
100,2-Fold CV,0.0013360977172851562
100,2-Fold CV,0.0014331340789794922
100,2-Fold CV,0.0015659332275390625
100,2-Fold CV,0.0013551712036132812
100,2-Fold CV,0.001332998275756836
100,2-Fold CV,0.0013878345489501953
100,2-Fold CV,0.0013270378112792969
100,2-Fold CV,0.001402139663696289
100,2-Fold CV,0.0014340877532958984
100,2-Fold CV,0.0013039112091064453
100,2-Fold CV,0.0015001296997070312
100,2-Fold CV,0.0014350414276123047
100,2-Fold CV,0.0013387203216552734
100,2-Fold CV,0.0013346672058105469
100,2-Fold CV,0.0014979839324951172
100,2-Fold CV,0.0013360977172851562
100,2-Fold CV,0.0014140605926513672
100,2-Fold CV,0.0014729499816894531
100,2-Fold CV,0.001348733901977539
100,2-Fold CV,0.0013239383697509766
100,2-Fold CV,0.0014209747314453125
100,2-Fold CV,0.0014510154724121094
100,2-Fold CV,0.0013880729675292969
100,2-Fold CV,0.001420736312866211
100,2-Fold CV,0.0013129711151123047
100,2-Fold CV,0.0013270378112792969
100,2-Fold CV,0.0014960765838623047
100,2-Fold CV,0.0013091564178466797
100,2-Fold CV,0.0013010501861572266
100,2-Fold CV,0.0014760494232177734
100,2-Fold CV,0.0013270378112792969
100,2-Fold CV,0.001413106918334961
100,2-Fold CV,0.0013759136199951172
100,2-Fold CV,0.0013041496276855469
100,2-Fold CV,0.0013382434844970703
100,2-Fold CV,0.0014262199401855469
100,2-Fold CV,0.00146484375
100,2-Fold CV,0.0013821125030517578
100,2-Fold CV,0.0014371871948242188
100,2-Fold CV,0.0013229846954345703
100,2-Fold CV,0.0013320446014404297
100,2-Fold CV,0.0015408992767333984
100,2-Fold CV,0.0013339519500732422
100,2-Fold CV,0.0013260841369628906
100,2-Fold CV,0.0014700889587402344
100,2-Fold CV,0.0013110637664794922
100,2-Fold CV,0.0013899803161621094
100,2-Fold CV,0.0013909339904785156
100,2-Fold CV,0.0013241767883300781
100,2-Fold CV,0.001390218734741211
100,2-Fold CV,0.0013408660888671875
100,2-Fold CV,0.0013990402221679688
100,2-Fold CV,0.0013270378112792969
100,2-Fold CV,0.001615762710571289
100,2-Fold CV,0.0013251304626464844
100,2-Fold CV,0.0015017986297607422
100,2-Fold CV,0.0013802051544189453
100,2-Fold CV,0.0013251304626464844
100,2-Fold CV,0.0013120174407958984
100,2-Fold CV,0.0013492107391357422
100,2-Fold CV,0.00138092041015625
100,2-Fold CV,0.0013320446014404297
100,2-Fold CV,0.0015099048614501953
100,2-Fold CV,0.0013413429260253906
100,2-Fold CV,0.0012989044189453125
100,2-Fold CV,0.0015120506286621094
100,2-Fold CV,0.0012998580932617188
100,2-Fold CV,0.001329183578491211
100,2-Fold CV,0.0013649463653564453
100,2-Fold CV,0.0013089179992675781
100,2-Fold CV,0.0014491081237792969
100,2-Fold CV,0.0013642311096191406
100,2-Fold CV,0.0013761520385742188
100,2-Fold CV,0.0013840198516845703
100,2-Fold CV,0.0013811588287353516
100,2-Fold CV,0.0013518333435058594
100,2-Fold CV,0.0013310909271240234
100,2-Fold CV,0.0014009475708007812
100,2-Fold CV,0.001336812973022461
100,2-Fold CV,0.001355886459350586
100,2-Fold CV,0.0013608932495117188
100,2-Fold CV,0.0013802051544189453
100,2-Fold CV,0.001322031021118164
100,2-Fold CV,0.001399993896484375
100,2-Fold CV,0.0014660358428955078
100,2-Fold CV,0.001332998275756836
100,2-Fold CV,0.0013718605041503906
100,2-Fold CV,0.0013408660888671875
100,2-Fold CV,0.0013186931610107422
100,2-Fold CV,0.0015261173248291016
100,2-Fold CV,0.0013968944549560547
100,2-Fold CV,0.0013439655303955078
100,2-Fold CV,0.0015490055084228516
100,2-Fold CV,0.0013840198516845703
100,2-Fold CV,0.0014829635620117188
100,2-Fold CV,0.0014231204986572266
100,2-Fold CV,0.0013477802276611328
100,2-Fold CV,0.0013670921325683594
100,2-Fold CV,0.0014047622680664062
100,2-Fold CV,0.0014448165893554688
100,2-Fold CV,0.0013539791107177734
100,2-Fold CV,0.0016450881958007812
100,2-Fold CV,0.0013229846954345703
100,2-Fold CV,0.001322031021118164
100,2-Fold CV,0.0015406608581542969
100,2-Fold CV,0.0014121532440185547
100,2-Fold CV,0.0013391971588134766
100,2-Fold CV,0.0013649463653564453
100,2-Fold CV,0.001435995101928711
100,2-Fold CV,0.001332998275756836
100,2-Fold CV,0.0016269683837890625
100,2-Fold CV,0.0013082027435302734
100,2-Fold CV,0.0013098716735839844
100,2-Fold CV,0.0015358924865722656
100,2-Fold CV,0.0013167858123779297
100,2-Fold CV,0.0013270378112792969
100,2-Fold CV,0.0014042854309082031
100,2-Fold CV,0.0013413429260253906
100,2-Fold CV,0.0013320446014404297
100,2-Fold CV,0.0013859272003173828
100,2-Fold CV,0.0014262199401855469
100,2-Fold CV,0.0013051033020019531
100,2-Fold CV,0.0015480518341064453
100,2-Fold CV,0.001329183578491211
100,2-Fold CV,0.001318216323852539
100,2-Fold CV,0.0013670921325683594
100,2-Fold CV,0.001341104507446289
100,2-Fold CV,0.0014140605926513672
100,2-Fold CV,0.0013659000396728516
100,2-Fold CV,0.0013151168823242188
100,2-Fold CV,0.0013303756713867188
100,2-Fold CV,0.0016472339630126953
100,2-Fold CV,0.0014638900756835938
100,2-Fold CV,0.0013301372528076172
100,2-Fold CV,0.0013630390167236328
100,2-Fold CV,0.0013399124145507812
100,2-Fold CV,0.0013461112976074219
100,2-Fold CV,0.001461029052734375
100,2-Fold CV,0.0013391971588134766
100,2-Fold CV,0.0013399124145507812
100,2-Fold CV,0.0014128684997558594
100,2-Fold CV,0.0013239383697509766
100,2-Fold CV,0.0015099048614501953
100,2-Fold CV,0.0013871192932128906
100,2-Fold CV,0.0013251304626464844
100,2-Fold CV,0.0013768672943115234
100,2-Fold CV,0.0013580322265625
100,2-Fold CV,0.0014951229095458984
100,2-Fold CV,0.0013120174407958984
100,2-Fold CV,0.0014042854309082031
100,2-Fold CV,0.001316070556640625
100,2-Fold CV,0.0013728141784667969
100,2-Fold CV,0.0015802383422851562
100,2-Fold CV,0.0013310909271240234
100,2-Fold CV,0.0013208389282226562
100,2-Fold CV,0.0015578269958496094
100,2-Fold CV,0.0013158321380615234
100,2-Fold CV,0.0014410018920898438
100,2-Fold CV,0.0014510154724121094
100,2-Fold CV,0.0013852119445800781
100,2-Fold CV,0.0013267993927001953
100,2-Fold CV,0.0013761520385742188
100,2-Fold CV,0.0014901161193847656
100,2-Fold CV,0.0014407634735107422
100,2-Fold CV,0.0013709068298339844
100,2-Fold CV,0.00133514404296875
100,2-Fold CV,0.001348733901977539
100,2-Fold CV,0.0015568733215332031
100,2-Fold CV,0.00131988525390625
100,2-Fold CV,0.0013349056243896484
100,2-Fold CV,0.001363992691040039
100,2-Fold CV,0.0013971328735351562
100,2-Fold CV,0.0013980865478515625
100,2-Fold CV,0.0013692378997802734
100,2-Fold CV,0.0013260841369628906
100,2-Fold CV,0.0014939308166503906
100,2-Fold CV,0.001458883285522461
100,2-Fold CV,0.00131988525390625
100,2-Fold CV,0.0013880729675292969
100,2-Fold CV,0.0015249252319335938
100,2-Fold CV,0.0013248920440673828
100,2-Fold CV,0.00144195556640625
100,2-Fold CV,0.0014295578002929688
100,2-Fold CV,0.0013470649719238281
100,2-Fold CV,0.0013229846954345703
100,2-Fold CV,0.0014429092407226562
100,2-Fold CV,0.00148773193359375
100,2-Fold CV,0.0013191699981689453
100,2-Fold CV,0.0013890266418457031
100,2-Fold CV,0.001322031021118164
100,2-Fold CV,0.001383066177368164
100,2-Fold CV,0.0014009475708007812
100,2-Fold CV,0.0013151168823242188
100,2-Fold CV,0.001322031021118164
100,2-Fold CV,0.0015048980712890625
100,2-Fold CV,0.0013260841369628906
100,2-Fold CV,0.001325845718383789
100,2-Fold CV,0.0014028549194335938
100,2-Fold CV,0.0013270378112792969
100,2-Fold CV,0.0013577938079833984
100,2-Fold CV,0.001378774642944336
100,2-Fold CV,0.001329183578491211
100,2-Fold CV,0.0013928413391113281
100,2-Fold CV,0.0014147758483886719
100,2-Fold CV,0.0013239383697509766
100,2-Fold CV,0.0013988018035888672
100,2-Fold CV,0.0013730525970458984
100,2-Fold CV,0.0013251304626464844
100,2-Fold CV,0.0013298988342285156
100,2-Fold CV,0.0014002323150634766
100,2-Fold CV,0.0013210773468017578
100,2-Fold CV,0.0013461112976074219
100,2-Fold CV,0.0013968944549560547
100,2-Fold CV,0.0013129711151123047
100,2-Fold CV,0.0021419525146484375
100,2-Fold CV,0.00139617919921875
100,2-Fold CV,0.0013318061828613281
100,2-Fold CV,0.00133514404296875
100,2-Fold CV,0.001538991928100586
100,2-Fold CV,0.0014109611511230469
100,2-Fold CV,0.001325845718383789
100,2-Fold CV,0.0013599395751953125
100,2-Fold CV,0.0013172626495361328
100,2-Fold CV,0.0013020038604736328
100,2-Fold CV,0.0014510154724121094
100,2-Fold CV,0.0014688968658447266
100,2-Fold CV,0.0013918876647949219
100,2-Fold CV,0.0013890266418457031
100,2-Fold CV,0.0013430118560791016
100,2-Fold CV,0.0013289451599121094
100,2-Fold CV,0.0013549327850341797
100,2-Fold CV,0.0013608932495117188
100,2-Fold CV,0.0013458728790283203
100,2-Fold CV,0.0013420581817626953
100,2-Fold CV,0.0012962818145751953
100,2-Fold CV,0.00145721435546875
100,2-Fold CV,0.0014178752899169922
100,2-Fold CV,0.001329183578491211
100,2-Fold CV,0.001463174819946289
100,2-Fold CV,0.0015287399291992188
100,2-Fold CV,0.0013496875762939453
100,2-Fold CV,0.0013251304626464844
100,2-Fold CV,0.0013799667358398438
100,2-Fold CV,0.001360177993774414
100,2-Fold CV,0.0014548301696777344
100,2-Fold CV,0.0013718605041503906
100,2-Fold CV,0.001310110092163086
100,2-Fold CV,0.0012960433959960938
100,2-Fold CV,0.0015082359313964844
100,2-Fold CV,0.0014240741729736328
100,2-Fold CV,0.001313924789428711
100,2-Fold CV,0.0013990402221679688
100,2-Fold CV,0.0013370513916015625
100,2-Fold CV,0.0014338493347167969
100,2-Fold CV,0.0014979839324951172
100,2-Fold CV,0.0013298988342285156
100,2-Fold CV,0.0013229846954345703
100,2-Fold CV,0.001401662826538086
100,2-Fold CV,0.0013298988342285156
100,2-Fold CV,0.001466989517211914
100,2-Fold CV,0.001390218734741211
100,2-Fold CV,0.0013968944549560547
100,2-Fold CV,0.0012962818145751953
100,2-Fold CV,0.0015101432800292969
100,2-Fold CV,0.0014729499816894531
100,2-Fold CV,0.0013959407806396484
100,2-Fold CV,0.001445770263671875
100,2-Fold CV,0.0013277530670166016
100,2-Fold CV,0.0013391971588134766
100,2-Fold CV,0.0014882087707519531
100,2-Fold CV,0.0013759136199951172
100,2-Fold CV,0.0013539791107177734
100,2-Fold CV,0.001379251480102539
100,2-Fold CV,0.001332998275756836
100,2-Fold CV,0.0014750957489013672
100,2-Fold CV,0.0015180110931396484
100,2-Fold CV,0.0013000965118408203
100,2-Fold CV,0.001341104507446289
100,2-Fold CV,0.0013990402221679688
100,2-Fold CV,0.001512765884399414
100,2-Fold CV,0.001432657241821289
100,2-Fold CV,0.0013377666473388672
100,2-Fold CV,0.0013387203216552734
100,2-Fold CV,0.001425027847290039
100,2-Fold CV,0.0017578601837158203
100,2-Fold CV,0.001313924789428711
100,2-Fold CV,0.001316070556640625
100,2-Fold CV,0.0013740062713623047
100,2-Fold CV,0.0013041496276855469
100,2-Fold CV,0.0014300346374511719
100,2-Fold CV,0.0013527870178222656
100,2-Fold CV,0.001567840576171875
100,2-Fold CV,0.001317739486694336
100,2-Fold CV,0.0016031265258789062
100,2-Fold CV,0.0013430118560791016
100,2-Fold CV,0.0013580322265625
100,2-Fold CV,0.0015091896057128906
100,2-Fold CV,0.0013828277587890625
100,2-Fold CV,0.0014536380767822266
100,2-Fold CV,0.0013768672943115234
100,2-Fold CV,0.0013041496276855469
100,2-Fold CV,0.0013158321380615234
100,2-Fold CV,0.0014379024505615234
100,2-Fold CV,0.001425027847290039
100,2-Fold CV,0.0013990402221679688
100,2-Fold CV,0.0014488697052001953
100,2-Fold CV,0.0014238357543945312
100,2-Fold CV,0.0014667510986328125
100,2-Fold CV,0.0014719963073730469
100,2-Fold CV,0.0013620853424072266
100,2-Fold CV,0.0013148784637451172
100,2-Fold CV,0.0013780593872070312
100,2-Fold CV,0.0014452934265136719
100,2-Fold CV,0.0013270378112792969
100,2-Fold CV,0.0013837814331054688
100,2-Fold CV,0.0013761520385742188
100,2-Fold CV,0.0013010501861572266
100,2-Fold CV,0.0017180442810058594
100,2-Fold CV,0.0013298988342285156
100,2-Fold CV,0.0013689994812011719
100,2-Fold CV,0.001348733901977539
100,2-Fold CV,0.0013928413391113281
100,2-Fold CV,0.001474142074584961
100,2-Fold CV,0.0013921260833740234
100,2-Fold CV,0.001302957534790039
100,2-Fold CV,0.0013208389282226562
100,2-Fold CV,0.0013582706451416016
100,2-Fold CV,0.0014121532440185547
100,2-Fold CV,0.0013260841369628906
100,2-Fold CV,0.0013270378112792969
100,2-Fold CV,0.0013661384582519531
100,2-Fold CV,0.001313924789428711
100,2-Fold CV,0.001561880111694336
100,2-Fold CV,0.0013129711151123047
100,2-Fold CV,0.0013158321380615234
100,2-Fold CV,0.0014951229095458984
100,2-Fold CV,0.0013310909271240234
100,2-Fold CV,0.0014040470123291016
100,2-Fold CV,0.0014650821685791016
100,2-Fold CV,0.00131988525390625
100,2-Fold CV,0.0013279914855957031
100,2-Fold CV,0.0016698837280273438
100,2-Fold CV,0.001416921615600586
100,2-Fold CV,0.001316070556640625
100,2-Fold CV,0.0013709068298339844
100,2-Fold CV,0.0013091564178466797
100,2-Fold CV,0.0013382434844970703
100,2-Fold CV,0.0013649463653564453
100,2-Fold CV,0.001306772232055664
100,2-Fold CV,0.0013391971588134766
100,2-Fold CV,0.0015671253204345703
100,2-Fold CV,0.00131988525390625
100,2-Fold CV,0.0013387203216552734
100,2-Fold CV,0.0015780925750732422
100,2-Fold CV,0.0013170242309570312
100,2-Fold CV,0.001363992691040039
100,2-Fold CV,0.0015110969543457031
100,2-Fold CV,0.0013811588287353516
100,2-Fold CV,0.0013163089752197266
100,2-Fold CV,0.0016109943389892578
100,2-Fold CV,0.0013451576232910156
100,2-Fold CV,0.0014309883117675781
100,2-Fold CV,0.00136566162109375
100,2-Fold CV,0.0013287067413330078
100,2-Fold CV,0.0013668537139892578
100,2-Fold CV,0.0014820098876953125
100,2-Fold CV,0.0014069080352783203
100,2-Fold CV,0.0012938976287841797
100,2-Fold CV,0.0013141632080078125
100,2-Fold CV,0.0013539791107177734
100,2-Fold CV,0.0013339519500732422
100,2-Fold CV,0.0015609264373779297
100,2-Fold CV,0.0013470649719238281
100,2-Fold CV,0.001415252685546875
100,2-Fold CV,0.0013623237609863281
100,2-Fold CV,0.0013089179992675781
100,2-Fold CV,0.0015020370483398438
100,2-Fold CV,0.0013778209686279297
100,2-Fold CV,0.001302957534790039
100,2-Fold CV,0.0013530254364013672
100,2-Fold CV,0.0014030933380126953
100,2-Fold CV,0.001363992691040039
100,2-Fold CV,0.0013289451599121094
100,2-Fold CV,0.0014052391052246094
100,2-Fold CV,0.0013580322265625
100,2-Fold CV,0.0014081001281738281
100,2-Fold CV,0.0013761520385742188
100,2-Fold CV,0.001313924789428711
100,2-Fold CV,0.0013391971588134766
100,2-Fold CV,0.0014731884002685547
100,2-Fold CV,0.0014388561248779297
100,2-Fold CV,0.0013172626495361328
100,2-Fold CV,0.0017452239990234375
100,2-Fold CV,0.0013740062713623047
100,2-Fold CV,0.001363992691040039
100,2-Fold CV,0.0014290809631347656
100,2-Fold CV,0.0013630390167236328
100,2-Fold CV,0.0013277530670166016
100,2-Fold CV,0.0016198158264160156
100,2-Fold CV,0.0013251304626464844
100,2-Fold CV,0.0014069080352783203
100,2-Fold CV,0.0013818740844726562
100,2-Fold CV,0.0013668537139892578
100,2-Fold CV,0.0013730525970458984
100,2-Fold CV,0.0014011859893798828
100,2-Fold CV,0.0014030933380126953
100,2-Fold CV,0.001329183578491211
100,2-Fold CV,0.0013859272003173828
100,2-Fold CV,0.0013141632080078125
100,2-Fold CV,0.0013036727905273438
100,2-Fold CV,0.0013670921325683594
100,2-Fold CV,0.001352071762084961
100,2-Fold CV,0.0013229846954345703
100,2-Fold CV,0.0013420581817626953
100,2-Fold CV,0.0013229846954345703
100,2-Fold CV,0.0013523101806640625
100,2-Fold CV,0.0015499591827392578
100,2-Fold CV,0.0015859603881835938
100,2-Fold CV,0.0013422966003417969
100,2-Fold CV,0.0014600753784179688
100,2-Fold CV,0.0013170242309570312
100,2-Fold CV,0.0013430118560791016
100,2-Fold CV,0.0013849735260009766
100,2-Fold CV,0.0014483928680419922
100,2-Fold CV,0.001348257064819336
100,2-Fold CV,0.0015411376953125
100,2-Fold CV,0.0013298988342285156
100,2-Fold CV,0.0013430118560791016
100,2-Fold CV,0.0013661384582519531
100,2-Fold CV,0.001447916030883789
100,2-Fold CV,0.0013210773468017578
100,2-Fold CV,0.0015790462493896484
100,2-Fold CV,0.0013892650604248047
100,2-Fold CV,0.0013079643249511719
100,2-Fold CV,0.0017120838165283203
100,2-Fold CV,0.0013790130615234375
100,2-Fold CV,0.0015518665313720703
100,2-Fold CV,0.0016608238220214844
100,2-Fold CV,0.0013370513916015625
100,2-Fold CV,0.0014331340789794922
100,2-Fold CV,0.0017209053039550781
100,2-Fold CV,0.0013339519500732422
100,2-Fold CV,0.0013170242309570312
100,2-Fold CV,0.0016987323760986328
100,2-Fold CV,0.0014882087707519531
100,2-Fold CV,0.001329183578491211
100,2-Fold CV,0.0016510486602783203
100,2-Fold CV,0.0013349056243896484
100,2-Fold CV,0.0013110637664794922
100,2-Fold CV,0.0018832683563232422
